번호,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,좌표정보(x),좌표정보(y)
2337,412800.0,경기도 고양시 덕양구 고양동 190번지,경기도 고양시 덕양구 혜음로 54-7 (고양동),10274.0,우래목욕탕,191357.306356205,466999.771149324
2338,412807.0,경기도 고양시 덕양구 성사동 698-3번지 지하1층,"경기도 고양시 덕양구 호국로 778-13, 지하1층 (성사동)",10464.0,현대목욕탕,185486.56090256,461526.251666394
2339,410835.0,경기도 고양시 일산동구 백석동 1351,"경기도 고양시 일산동구 중앙로 1123, 지하1층 일부호 (백석동, 흰돌마을 상가동)",10421.0,동궁스파 24시 사우나,180650.101712262,460559.038812402
2340,483800.0,경기도 동두천시 생연동 590-14번지,경기도 동두천시 중앙로273번길 21 (생연동),11328.0,선비목욕탕,204572.055048972,489255.726721606
2341,412802.0,경기도 고양시 덕양구 관산동 227-4 1층,"경기도 고양시 덕양구 통일로770번길 5, 1층 (관산동)",10286.0,청수목욕탕(여성전용),188002.165244298,465086.220789039
2342,412811.0,경기도 고양시 덕양구 주교동 595 2~4,"경기도 고양시 덕양구 고양대로1315번길 86-18 (주교동, 2~4)",10460.0,월드사우나,184995.444783864,461905.827496093
2343,412827.0,경기도 고양시 덕양구 화정동 969,"경기도 고양시 덕양구 화정로 47 (화정동, 동원텔 지하2층)",10497.0,동산24시찜질사우나,185050.418931766,459216.015428025
2344,411827.0,"경기도 고양시 일산서구 일산동 1064-3 신일산연합상가 B107호일부,B201호일부","경기도 고양시 일산서구 일산로 562, B107호일부,B201호일부호 (일산동, 신일산연합상가)",10374.0,일산스파골프휘트니스,179267.11335259,464086.734405078
2345,412835.0,경기도 고양시 덕양구 행신동 996-7번지 삼원탑프라자 지층001호,"경기도 고양시 덕양구 충장로 118-23, 지층 001호 (행신동, 삼원탑프라자)",10518.0,샘터황토목욕탕,185347.337065412,457835.288287679
2346,411860.0,"경기도 고양시 일산서구 일산동 2023 탄현 이화프라자 401호, 501호","경기도 고양시 일산서구 산현로92번길 60 (일산동,탄현 이화프라자 401호, 501호)",10347.0,스파렉스24시불가마사우나,179715.317814401,465248.03770131
2347,412824.0,"경기도 고양시 덕양구 행신동 653-22번지 1, 2층","경기도 고양시 덕양구 행당로 38 (행신동, 1, 2층)",10516.0,능곡보석불가마사우나,184799.214904513,457415.00154117
2348,412836.0,경기도 고양시 덕양구 행신동 950 희성프라자 7~9층,"경기도 고양시 덕양구 중앙로 554 (행신동, 희성프라자 7~9층)",10495.0,고양스파24시불한증막사우나,185442.860419036,457940.495264944
2349,412814.0,"경기도 고양시 덕양구 지축동 207-1번지 지하1층,1층,2층","경기도 고양시 덕양구 중고개길 88-10 (지축동, 지하1층, 1층, 2층)",10580.0,북한산온천비젠,194010.945010173,461866.977481595
2350,410811.0,경기도 고양시 일산동구 마두동 799-4번지 지하1층 일부,"경기도 고양시 일산동구 강석로 145 (마두동,지하1층 일부)",10414.0,형제 목욕탕,180332.326334039,461258.079050938
2351,464921.0,경기도 광주시 오포읍 능평리 315,경기도 광주시 오포읍 창뜰아랫길 25,12773.0,핀란디아,214783.942854084,427377.073721773
2352,464802.0,경기도 광주시 경안동 127,경기도 광주시 포돌이로11번길 10 (경안동),12752.0,그린대중목욕탕,222029.114218049,434691.300897794
2353,464896.0,경기도 광주시 오포읍 양벌리 350-2 외 1필지,경기도 광주시 오포읍 마루들길 259-6,12793.0,스파렉스,223024.845903947,430687.076088987
2354,483030.0,경기도 동두천시 생연동 809,경기도 동두천시 큰시장로 64 (생연동),11332.0,세아보석사우나,204376.966320393,488671.530473513
2355,411838.0,경기도 고양시 일산서구 주엽동 133 문촌마을상가동 지하1층,"경기도 고양시 일산서구 킨텍스로 308 (주엽동, 문촌마을상가동 지하1층)",10384.0,백두산불한증막사우나,178226.635922454,463243.199985136
2356,412816.0,경기도 고양시 덕양구 토당동 55-1,경기도 고양시 덕양구 토당로104번길 39 (토당동),10508.0,피라밋빛소금사우나,184013.023160694,458034.679083074
2357,411838.0,경기도 고양시 일산서구 주엽동 115-1 일산시대프라자 B101호,"경기도 고양시 일산서구 주엽로 134, B101호 (주엽동, 일산시대프라자 )",10387.0,썬스파,178593.884197265,463172.801035455
2358,411848.0,경기도 고양시 일산서구 주엽동 35번지 유화프라자 지하1층,"경기도 고양시 일산서구 대산로 116, 지하1층 (주엽동, 유화프라자)",10375.0,유화목욕탕,179162.595,463581.855
2359,412800.0,경기도 고양시 덕양구 고양동 68-2,경기도 고양시 덕양구 벽제관로 38-32 (고양동),10274.0,황토소금대중목욕탕,191030.270250556,466933.451031843
2360,412827.0,경기도 고양시 덕양구 화정동 984 서일빌딩 지하1층,"경기도 고양시 덕양구 화중로 54 (화정동, 서일빌딩 지하1층)",10500.0,서일대중목욕탕,184988.826862156,458860.107891236
2361,412826.0,경기도 고양시 덕양구 화정동 906 삼원프라자 지층 1호,"경기도 고양시 덕양구 화중로130번길 48, 지층 1호 (화정동, 삼원프라자)",10477.0,해수쑥사우나,185304.626049075,459555.359416184
2362,412811.0,"경기도 고양시 덕양구 주교동 576-3번지 지하1(일부),1,2층","경기도 고양시 덕양구 마상로113번길 9 (주교동, 지하1(일부),1,2층)",10298.0,서울목욕탕,185467.263220224,462090.332552444
2363,411838.0,경기도 고양시 일산서구 주엽동 138 번지 문촌마을복합상가 지하1층,"경기도 고양시 일산서구 중앙로 1493 (주엽동,번지 문촌마을복합상가 지하1층)",,마그넷사우나 헬스 찜질방,178291.458784305,463361.291691577
2364,412801.0,경기도 고양시 덕양구 고양동 244,경기도 고양시 덕양구 읍내로 10 (고양동),10275.0,현대대중목욕탕,191286.759554711,466484.418845902
2365,412802.0,경기도 고양시 덕양구 관산동 235-10,경기도 고양시 덕양구 통일로 785 (관산동),10287.0,동우대중사우나,187879.771313752,465070.938317681
2366,412826.0,경기도 고양시 덕양구 화정동 902-2 아성프라자 지하1층,"경기도 고양시 덕양구 화중로130번길 14 (화정동, 아성프라자 지하1층)",10477.0,화정대중목욕탕,185129.08539083,459583.152181907
2367,410835.0,경기도 고양시 일산동구 백석동 1224번지,경기도 고양시 일산동구 강송로 119 (백석동),10420.0,유심천목욕장,181049.78269523,460828.207185308
2368,410831.0,경기도 고양시 일산동구 중산동 3-1번지,경기도 고양시 일산동구 성석로 67 (중산동),10335.0,고봉산재래한증막,181611.857605019,464852.317477833
2369,412220.0,"경기도 고양시 덕양구 행신동 757번지 진일프라자2차 5,6,7층","경기도 고양시 덕양구 충경로 48 (행신동, 진일프라자2차 5,6,7층)",10526.0,천지연목욕탕,185361.648723745,456999.56107544
2370,410820.0,경기도 고양시 일산동구 식사동 861-3 일산훼미리굿모닝건강랜드,"경기도 고양시 일산동구 고양대로 1030 (식사동, 일산훼미리굿모닝건강랜드)",10304.0,굿모닝건강랜드,182863.271313051,463292.8059249
2371,410811.0,경기도 고양시 일산동구 마두동 792번지 일산프라자 B201~203호,"경기도 고양시 일산동구 강송로 181, B201~203호 (마두동, 일산프라자)",10415.0,강촌장수사우나,180792.015,461383.685
2372,464872.0,경기도 광주시 곤지암읍 곤지암리 337-12 엘지아파트상가동,경기도 광주시 곤지암읍 경충대로 555-5,12804.0,엘지맥반석사우나,230685.667684873,427364.083469831
2373,133100.0,서울특별시 성동구 옥수동 559번지 (지하1층),"서울특별시 성동구 독서당로 184 (옥수동,(지하1층))",4734.0,옥수웰빙사우나,200992.431390651,448863.330393503
2374,133852.0,서울특별시 성동구 응봉동 98 현대종합상가,"서울특별시 성동구 독서당로 381, 현대종합상가 지하2층 (응봉동)",4720.0,현대대중목욕탕,202665.642323691,449864.878502796
2375,133835.0,서울특별시 성동구 성수동2가 315-58번지,서울특별시 성동구 연무장7길 16 (성수동2가),4782.0,현대탕,204803.812658215,449077.928763942
2376,140863.0,서울특별시 용산구 이태원동 119-25번지 (지하2층),"서울특별시 용산구 이태원로 179 (이태원동,(지하2층))",4350.0,해밀톤사우나,199363.595799729,448050.926289223
2377,133832.0,서울특별시 성동구 성수동2가 279-50 대우아파트 지하1층,"서울특별시 성동구 동일로 143 (성수동2가,대우아파트 지하1층)",4799.0,성수불막사우나,205701.564885453,449237.534296767
2378,133844.0,서울특별시 성동구 옥수동 475 성원상떼뷰빌딩 지하1층,"서울특별시 성동구 독서당로 166 (옥수동,성원상떼뷰빌딩 지하1층)",4736.0,(주)옥수투엑스휘트니스,200967.537033206,448709.190492902
2379,133817.0,서울특별시 성동구 사근동 223-22 지하2층,"서울특별시 성동구 사근동길 37, 지하2층 (사근동)",4761.0,사근동공공복합청사 작은목욕탕,203932.805915238,451014.739091746
2380,136869.0,서울특별시 성북구 하월곡동 76-5번지,서울특별시 성북구 오패산로 65-1 (하월곡동),2737.0,호수탕,203109.497601817,456180.732746123
2381,133809.0,서울특별시 성동구 금호동4가 615-616번지,"서울특별시 성동구 독서당로 280-5, 616호 (금호동4가)",4737.0,금호한증막,201742.272982354,449445.591516627
2382,122960.0,서울특별시 은평구 갈현동 488-16번지,서울특별시 은평구 연서로17길 34-14 (갈현동),3335.0,천수경사우나,192365.705608974,456884.093978323
2383,122800.0,서울특별시 은평구 갈현동 6-4번지,서울특별시 은평구 갈현로 329 (갈현동),3314.0,한일탕,192709.524531789,458191.59589123
2384,122882.0,서울특별시 은평구 신사동 361번지,서울특별시 은평구 증산로21길 11 (신사동),3451.0,삼부건강랜드보석사우나,192286.886513759,454822.506700728
2385,136037.0,서울특별시 성북구 동소문동7가 11 봉황사(법륜종),"서울특별시 성북구 동소문로13나길 103, 봉황사(법륜종) (동소문동7가)",2830.0,돈암한증원,201242.182665003,454837.522330372
2386,136802.0,서울특별시 성북구 길음동 540-2번지,서울특별시 성북구 길음로7길 36-12 (길음동),2721.0,정안사우나,201876.521665604,455664.635302013
2387,136838.0,서울특별시 성북구 장위동 240-1번지 한양빌딩 3층,"서울특별시 성북구 장위로 127-1, 한양빌딩 3층 (장위동)",2768.0,한양여성사우나,204419.593991511,456820.481377679
2388,136865.0,서울특별시 성북구 하월곡동 27-5번지,서울특별시 성북구 화랑로7길 32 (하월곡동),2751.0,월곡건강랜드,203457.014588706,455741.213733384
2389,136878.0,서울특별시 성북구 정릉동 786-9번지,서울특별시 성북구 보국문로 175 (정릉동),2704.0,청수탕,200087.547476586,457201.065544346
2390,122923.0,서울특별시 은평구 응암동 578-2번지,서울특별시 은평구 응암로 241 (응암동),3457.0,새서울목욕탕,192651.445105633,454583.043864901
2391,133827.0,서울특별시 성동구 성수동2가 331-163번지,서울특별시 성동구 성덕정19길 11 (성수동2가),4776.0,성수탕,204923.683616606,448371.9861317
2392,122907.0,"서울특별시 은평구 응암동 110-9 외9필지 메트로럭스주상APT 1B01,2B01","서울특별시 은평구 은평로 108 (응암동,외9필지 메트로럭스주상APT 1B01,2B01)",3454.0,메트로불한증막사우나,192874.914883743,455280.772090857
2393,122900.0,서울특별시 은평구 역촌동 50-24,서울특별시 은평구 갈현로 100 (역촌동),3415.0,은하수사우나,192056.345391964,456049.868979929
2394,122919.0,서울특별시 은평구 응암동 402-5,서울특별시 은평구 응암로22길 22-1 (응암동),3468.0,신은평대중목욕탕,192923.135768384,454548.951047943
2395,122880.0,서울특별시 은평구 신사동 14-18,서울특별시 은평구 갈현로3길 15 (신사동),3436.0,해피황토사우나,191853.71175485,455347.466929818
2396,140849.0,서울특별시 용산구 원효로3가 142-1번지,서울특별시 용산구 원효로 123-12 (원효로3가),4363.0,원삼,196087.56840435,447947.544455649
2397,140133.0,서울특별시 용산구 청파동3가 29-16번지,서울특별시 용산구 청파로45길 19 (청파동3가),4313.0,주영여성대중목욕탕,197220.032977347,449098.736049696
2398,120857.0,서울특별시 서대문구 홍제동 299-2 효신빌딩 3층,"서울특별시 서대문구 통일로 472, 효신빌딩 3층 (홍제동)",3628.0,스타칼리,194871.776999811,454233.675366061
2399,120823.0,서울특별시 서대문구 연희동 1-10번지,서울특별시 서대문구 모래내로 386 (연희동),3717.0,태창대중옥사우나,194509.296532923,453448.051702994
2400,120836.0,서울특별시 서대문구 창천동 374,"서울특별시 서대문구 신촌로 1, 지4~5층 (창천동, 쓰리알유시티아파트)",3785.0,홍대24시불가마사우나,193526.467941526,450742.787350425
2401,120802.0,서울특별시 서대문구 남가좌동 105-1번지,서울특별시 서대문구 모래내로 143 (남가좌동),3712.0,오성24시사우나,192616.804543873,451914.670305267
2402,120854.0,서울특별시 서대문구 홍제동 104-20,"서울특별시 서대문구 통일로32길 6, 1층 (홍제동)",3633.0,안산탕,195441.224667242,453602.502032778
2403,140133.0,서울특별시 용산구 청파동3가 26-27번지,서울특별시 용산구 청파로45길 14 (청파동3가),4313.0,신신탕,197270.753858004,449142.035387673
2404,140877.0,서울특별시 용산구 한강로3가 40-969번지,"서울특별시 용산구 청파로20길 95, 6층 (한강로3가, 서울드래곤시티)",4372.0,서울드래곤시티 이비스스타일 (사우나),196610.663839509,447742.348636253
2405,140900.0,서울특별시 용산구 후암동 105-64번지 2층,"서울특별시 용산구 후암로 29 (후암동,2층)",4332.0,은전,197947.221892803,449587.403466068
2406,120857.0,서울특별시 서대문구 홍제동 266-151번지,서울특별시 서대문구 세무서길 103 (홍제동),3624.0,마을탕,195274.038734006,454455.929009429
2407,140823.0,서울특별시 용산구 보광동 243-5,서울특별시 용산구 보광로 63 (보광동),4392.0,보석한증막,199722.607592796,447450.550584273
2408,140841.0,서울특별시 용산구 용산동2가 18-4번지,서울특별시 용산구 신흥로 79-1 (용산동2가),4338.0,영수탕,198704.256987664,449220.631106918
2409,140901.0,서울특별시 용산구 후암동 244-79번지,서울특별시 용산구 후암로28길 38 (후암동),4331.0,하남사우나,198101.445232724,449672.909204653
2410,120100.0,서울특별시 서대문구 홍은동 455번지,"서울특별시 서대문구 세검정로1길 95 (홍은동, 벽산아파트 비동상가)",3612.0,벽산목욕탕,195057.033841623,454786.019433577
2411,120859.0,서울특별시 서대문구 홍제동 158-33번지,"서울특별시 서대문구 통일로 413, B101,B201호 (홍제동)",3646.0,연세스포츠사우나,195196.693652181,453764.706268517
2412,120100.0,"서울특별시 서대문구 홍은동 9-144번지 ,436","서울특별시 서대문구 포방터길 56-1 (홍은동,,436)",3606.0,홍은탕,195463.148511085,455201.994071747
2413,120820.0,서울특별시 서대문구 북아현동 752-1번지,서울특별시 서대문구 북아현로4가길 35-18 (북아현동),3753.0,로얄대중목욕탕,196395.729633115,450722.953691199
2414,120809.0,서울특별시 서대문구 대현동 101-7번지,서울특별시 서대문구 신촌역로 10 (대현동),3766.0,혜우사우나,194908.961214686,450597.757522205
2415,120819.0,서울특별시 서대문구 북아현동 129-75번지,서울특별시 서대문구 북아현로4길 9-7 (북아현동),3756.0,아현스파렌드,196156.800949685,450841.045096211
2416,120857.0,서울특별시 서대문구 홍제동 266-105번지,서울특별시 서대문구 세무서5길 35 (홍제동),3628.0,유진사우나,195055.550568823,454355.62123459
2417,122847.0,"서울특별시 은평구 불광동 631-1 대호프라자아파트 제상가동 제지하층 101,103호","서울특별시 은평구 불광로 90 (불광동,대호프라자아파트 제상가동 제지하층 101,103호)",3364.0,대호사우나,194002.701726955,456937.542510222
2418,100856.0,서울특별시 중구 장충동2가 202번지,서울특별시 중구 동호로 249 (장충동2가),4605.0,(주)호텔신라,200463.625303538,450497.460903907
2419,100847.0,서울특별시 중구 을지로3가 259-1번지 드림오피스타운 지하1층,"서울특별시 중구 을지로 148 (을지로3가,드림오피스타운 지하1층)",4549.0,LK SPA,199448.102922035,451548.668257947
2420,120845.0,서울특별시 서대문구 홍은동 201-1번지,서울특별시 서대문구 연희로 353 (홍은동),3650.0,서울사우나,194211.997213753,454098.970268002
2421,120810.0,서울특별시 서대문구 북가좌동 68-3번지,서울특별시 서대문구 증가로 193 (북가좌동),3686.0,스카이빌옥사우나,192552.192063652,453030.926927651
2422,120090.0,서울특별시 서대문구 홍제동 459번지,"서울특별시 서대문구 세무서2길 62 (홍제동, 홍제현대아파트상가 지하2층)",3631.0,에프엠씨 스포츠클럽목욕탕,195477.913016234,453929.325030582
2423,120827.0,서울특별시 서대문구 연희동 717-29번지,서울특별시 서대문구 홍연길 77 (연희동),3695.0,고려사우나,193803.424181589,452723.457356207
2424,120030.0,"서울특별시 서대문구 합동 116번지 (SK 리쳄블 B101-1,2,3,4","서울특별시 서대문구 서소문로 45 (합동,(SK 리쳄블 B101-1,2,3,4)",3741.0,미소사우나,196945.454641052,451003.162676008
2425,120150.0,서울특별시 서대문구 봉원동 51,서울특별시 서대문구 봉원사길 75-7 (봉원동),3721.0,숲속한방랜드숯가마24시,195133.483709943,451997.349100221
2426,100392.0,서울특별시 중구 장충동2가 208-0번지,서울특별시 중구 장충단로 86 (장충동2가),4605.0,서울크럽,200255.626074093,450093.361161044
2427,100281.0,서울특별시 중구 인현동1가 46-3번지,서울특별시 중구 을지로16길 5-10 (인현동1가),4549.0,매일온천,199402.469073595,451497.234574572
2428,120863.0,서울특별시 서대문구 홍제동 276-6번지,서울특별시 서대문구 세검정로 74-8 (홍제동),3622.0,태양열,195391.101174127,454649.074711917
2429,122907.0,서울특별시 은평구 응암동 87-2,서울특별시 은평구 응암로 340-1 (응암동),3460.0,대진대중탕,193116.679878757,455467.302676129
2430,122837.0,서울특별시 은평구 대조동 31-3번지,서울특별시 은평구 통일로69길 29 (대조동),3396.0,명진목욕탕,193387.775641172,456437.046610278
2431,122808.0,서울특별시 은평구 갈현동 393-4,서울특별시 은평구 통일로87길 5-9 (갈현동),3329.0,수정탕,192796.476434923,457835.867404854
2432,122899.0,서울특별시 은평구 역촌동 40-9번지,서울특별시 은평구 진흥로1길 24 (역촌동),3408.0,천일탕,192757.987582034,455577.985797524
2433,122860.0,서울특별시 은평구 불광동 311-13 메트로백화점 7층,"서울특별시 은평구 통일로 856 (불광동,메트로백화점 7층)",3345.0,메트로보석사우나,192998.202204135,457479.99522553
2434,122010.0,"서울특별시 은평구 응암동 730-17 ,19","서울특별시 은평구 가좌로7길 11 (응암동,,19)",3481.0,동양사우나,192865.451320516,453787.034122032
2435,120080.0,서울특별시 서대문구 현저동 200번지,"서울특별시 서대문구 독립문공원길 17 (현저동, 극동상가지하101호)",3733.0,참솔게르마늄사우나,196111.168694145,452194.834634239
2436,122935.0,서울특별시 은평구 증산동 159-16,서울특별시 은평구 증산서길 152-1 (증산동),3497.0,장수탕,192173.787424182,453984.08259387
2437,136044.0,서울특별시 성북구 삼선동4가 9-6,서울특별시 성북구 동소문로8길 23 (삼선동4가),2861.0,삼영탕,200842.852191637,454067.72085058
2438,120012.0,서울특별시 서대문구 충정로2가 40-0번지,서울특별시 서대문구 경기대로 82 (충정로2가),3735.0,광산탕,196820.124190281,451518.870744569
2439,140823.0,서울특별시 용산구 보광동 260-7번지,서울특별시 용산구 보광로 34 (보광동),4415.0,보광탕,199930.373273373,447254.189992318
2440,140822.0,서울특별시 용산구 보광동 10-59번지,서울특별시 용산구 보광로12길 5 (보광동),4415.0,대천,200002.202235511,447171.69133865
2441,140909.0,서울특별시 용산구 이촌동 203-38번지,서울특별시 용산구 이촌로18길 11-6 (이촌동),4374.0,영진사우나,195981.173932443,447083.530244918
2442,140857.0,서울특별시 용산구 이태원동 226-3번지 지하1층,"서울특별시 용산구 회나무로26길 12 (이태원동,지하1층)",4345.0,웰니스짐,199155.510674512,448589.384221511
2443,140879.0,서울특별시 용산구 한강로3가 16-85번지 외1,"서울특별시 용산구 이촌로 1 (한강로3가,외1)",4373.0,새마을휘트니스용산,196005.836412851,447699.758814725
2444,140070.0,서울특별시 용산구 도원동 28번지 삼성레미안상가 지하,"서울특별시 용산구 새창로 70 (도원동,삼성레미안상가 지하)",4354.0,도원대중사우나,196149.859380737,448581.975861465
2445,140823.0,서울특별시 용산구 보광동 253-4번지,서울특별시 용산구 보광로24길 9 (보광동),4414.0,아마존사우나,199887.041042639,447357.628888146
2446,140832.0,서울특별시 용산구 용문동 38-214번지,서울특별시 용산구 효창원로37길 29 (용문동),4356.0,용문사우나,196290.526521217,448436.078138776
2447,140858.0,서울특별시 용산구 이태원동 131-36,서울특별시 용산구 보광로60길 10 (이태원동),4406.0,히즈,199462.55857419,447958.068967697
2448,140818.0,서울특별시 용산구 동자동 12번지 게이트빌딩 지하1층,서울특별시 용산구 후암로 지하 107 (동자동),,주식회사 오응,197593.304078325,450126.951675139
2449,140889.0,서울특별시 용산구 한남동 612-9번지,서울특별시 용산구 대사관로34길 50 (한남동),4409.0,한남대중탕,200448.0782913,447638.733062845
2450,140823.0,서울특별시 용산구 보광동 218-0,서울특별시 용산구 장문로 98-1 (보광동),4396.0,신호사우나,199984.382267969,447080.99874224
2451,140856.0,서울특별시 용산구 이태원동 249-15번지,서울특별시 용산구 회나무로13가길 40 (이태원동),4344.0,남산,199201.922966975,448731.821717236
2452,140901.0,서울특별시 용산구 후암동 339-4번지,서울특별시 용산구 두텁바위로58길 7 (후암동),4328.0,한남 스파,198349.501059176,449760.779873134
2453,140026.0,서울특별시 용산구 용산동6가 69-167번지,서울특별시 용산구 이촌로 352 (용산동6가),4428.0,신동아사우나,198622.89264988,446114.155238838
2454,140893.0,서울특별시 용산구 한남동 747-7,서울특별시 용산구 소월로 322 (한남동),4347.0,그랜드하얏트서울,199737.097413554,448587.753314794
2455,140806.0,서울특별시 용산구 갈월동 69-27 지하2층,"서울특별시 용산구 한강대로 305, 지하2층 (갈월동)",4320.0,수사우나,197419.271266145,449254.786813543
2456,140132.0,서울특별시 용산구 청파동2가 1-81번지,서울특별시 용산구 효창원로 220 (청파동2가),4306.0,진양,196714.865805339,449397.934076037
2457,140848.0,서울특별시 용산구 원효로3가 56-4,서울특별시 용산구 원효로 134 (원효로3가),4366.0,대교대중사우나,196243.289518577,447933.875394952
2458,140881.0,서울특별시 용산구 한강로3가 40-713번지,서울특별시 용산구 한강대로21나길 40 (한강로3가),4378.0,드래곤힐스파,196755.916741402,447229.993629727
2459,791832.0,경상북도 포항시 북구 기북면 용기리 271-6,,,기북복지회관목욕탕,394984.534921045,294298.275356182
2460,791947.0,경상북도 포항시 북구 흥해읍 성내리 56,경상북도 포항시 북구 흥해읍 흥해로74번길 5-5,37541.0,흥해목욕탕,411406.552879041,292665.575485498
2461,790852.0,경상북도 포항시 남구 동해면 도구리 634-3번지,경상북도 포항시 남구 동해면 일월로71번길 4,37925.0,용궁목욕탕,420096.805492798,279282.207632582
2462,791805.0,경상북도 포항시 북구 득량동 155-4번지 외 1필지,"경상북도 포항시 북구 양학로 61 (득량동,외 1필지)",37696.0,양학온천프라자,411526.504288738,283440.073921154
2463,791810.0,경상북도 포항시 북구 용흥동 117-5,경상북도 포항시 북구 용당로 54 (용흥동),37742.0,신일탕,412589.171177854,283921.107617597
2464,791846.0,경상북도 포항시 북구 창포동 641-5,경상북도 포항시 북구 새천년대로 1061-1 (창포동),37631.0,파워헬스사우나,413536.164296368,287415.848305137
2465,790862.0,경상북도 포항시 남구 해도동 84-6번지,경상북도 포항시 남구 문예로 165 (해도동),37809.0,대성탕,413764.740420389,282414.316417277
2466,790801.0,경상북도 포항시 남구 구룡포읍 구룡포리 777-25번지,경상북도 포항시 남구 구룡포읍 구룡포길 50-1,37933.0,창포탕,430080.830487125,279543.048808478
2467,790906.0,경상북도 포항시 남구 오천읍 세계리 842-27번지,경상북도 포항시 남구 오천읍 해병로307번길 31,37913.0,평화목욕탕,417778.315161068,276768.213923941
2468,790801.0,경상북도 포항시 남구 구룡포읍 구룡포리 461-26,경상북도 포항시 남구 구룡포읍 구룡포길 89-3,37931.0,금강장목욕탕,430383.496400511,279830.451515927
2469,790902.0,경상북도 포항시 남구 오천읍 문덕리 282-3,경상북도 포항시 남구 오천읍 문덕로11번길 17,37888.0,문덕온천하와이,416899.820124706,276190.204001932
2470,791818.0,경상북도 포항시 북구 죽도동 11-38번지,경상북도 포항시 북구 죽도시장6길 16 (죽도동),37741.0,삼보목욕탕,413322.615519003,284088.929871836
2471,791947.0,경상북도 포항시 북구 흥해읍 옥성리 61-4번지,경상북도 포항시 북구 흥해읍 한동로 40,37543.0,옥산목욕탕,411148.145017107,292544.219561554
2472,791280.0,경상북도 포항시 북구 환호동 409-1 외7필지,"경상북도 포항시 북구 삼호로 413, 환호해맞이그린빌 (환호동)",37604.0,해맞이사우나,415361.399878191,288098.392201662
2473,790908.0,경상북도 포항시 남구 오천읍 용덕리 322-10번지,경상북도 포항시 남구 오천읍 해병로241번길 7,37906.0,천지목욕탕,417431.426624309,277520.06365158
2474,791941.0,경상북도 포항시 북구 흥해읍 용한리 산 55-2 용한리 복지시설,"경상북도 포항시 북구 흥해읍 영일만항로 20, 용한리 복지시설",37556.0,영일만목욕탕,417990.757893594,293144.03174911
2475,791040.0,경상북도 포항시 북구 남빈동 415-3번지,경상북도 포항시 북구 칠성로37번길 3 (남빈동),37738.0,남영탕,413151.372149432,284407.061297994
2476,791804.0,경상북도 포항시 북구 두호동 1037-3번지,경상북도 포항시 북구 두호로 19-16 (두호동),37709.0,귀빈목욕탕,413997.390344154,286922.701612101
2477,790862.0,경상북도 포항시 남구 해도동 66-32번지,경상북도 포항시 남구 상공로234번길 33 (해도동),37807.0,청수탕,413791.347924648,282556.55545909
2478,790824.0,경상북도 포항시 남구 대도동 632-11번지,,,근로자복지탕,412570.735247379,281714.476257756
2479,790862.0,경상북도 포항시 남구 해도동 72-2번지,경상북도 포항시 남구 중앙로77번길 5-6 (해도동),37815.0,대해,413436.679658661,282508.444242476
2480,791846.0,경상북도 포항시 북구 창포동 611-9,경상북도 포항시 북구 창흥로 39 (창포동),37633.0,동양탕,413157.191114449,287336.078487171
2481,791850.0,경상북도 포항시 북구 장성동 1353-2,경상북도 포항시 북구 용두산길 29 (장성동),37609.0,유림탕,414447.616447273,287706.815434322
2482,791944.0,경상북도 포항시 북구 흥해읍 성곡리 1258-2,경상북도 포항시 북구 흥해읍 초곡길 81,37558.0,파라다이스유황천,410138.979659086,289723.205271539
2483,791947.0,경상북도 포항시 북구 흥해읍 옥성리 43-3,경상북도 포항시 북구 흥해읍 한동로 25,37538.0,흥해스파월드,411031.168430184,292637.613080837
2484,791871.0,경상북도 포항시 북구 신광면 만석리 800-19,경상북도 포항시 북구 신광면 기반길 8,37521.0,포항신광온천,404819.475136347,298171.440249896
2485,791824.0,경상북도 포항시 북구 기계면 현내리 645-8,경상북도 포항시 북구 기계면 기계로 103,37528.0,삼풍목욕탕,398603.608590433,287790.041657743
2486,791010.0,경상북도 포항시 북구 신흥동 837-1번지,경상북도 포항시 북구 용당로 152 (신흥동),37735.0,시민탕,412999.261729042,284811.797488012
2487,791841.0,경상북도 포항시 북구 죽도동 51-2,경상북도 포항시 북구 죽도로40번길 19 (죽도동),37745.0,대명탕,413039.821363324,283832.411057333
2488,790803.0,경상북도 포항시 남구 구룡포읍 병포리 443-4번지 외1필지,경상북도 포항시 남구 구룡포읍 동해안로 4939 (외1필지),37937.0,호미곶온천랜드,427002.097083917,278573.727329375
2489,791843.0,경상북도 포항시 북구 죽도동 629-7번지,경상북도 포항시 북구 양학천로 61 (죽도동),37780.0,금호탕,412534.979610707,282690.172311058
2490,791852.0,경상북도 포항시 북구 장성동 1518-1,경상북도 포항시 북구 법원로97번길 44 (장성동),37581.0,포항온천,414380.129524705,289651.154579812
2491,791100.0,경상북도 포항시 북구 대신동 76-4번지,경상북도 포항시 북구 중앙로 374-1 (대신동),37726.0,부원탕,413040.540892458,285442.908933497
2492,790838.0,경상북도 포항시 남구 해도동 44-104번지,경상북도 포항시 남구 해동로 91 (해도동),37790.0,부산탕,413745.560657519,283401.734204909
2493,791944.0,경상북도 포항시 북구 흥해읍 이인리 83-17,"경상북도 포항시 북구 흥해읍 소티재로285번길 37, B1, 3, 4층",37567.0,포항해수웰빙랜드,411206.463406739,288438.209382558
