번호,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,좌표정보(x),좌표정보(y)
448,550100.0,전라남도 여수시 충무동 393,전라남도 여수시 진남로 16 (충무동),59733.0,대동,266746.499791,138484.699819
449,550130.0,전라남도 여수시 서교동 532-2,전라남도 여수시 서교연등천길 7 (서교동),59752.0,용운탕,266670.742302,138293.280338
450,568845.0,전라북도 무주군 안성면 장기리 1556번지,전라북도 무주군 안성면 안성로 246-17,55540.0,안성면주민자치센터건강증진실,258912.720101,262784.678358
451,568852.0,전라북도 무주군 부남면 대소리 460번지 부남면주민자치센터,"전라북도 무주군 부남면 대소길 3, 부남면주민자치센터",55503.0,부남면주민자치센터건강증진실,250354.667501,274977.502285
452,568821.0,전라북도 무주군 무풍면 현내리 574번지,전라북도 무주군 무풍면 현내로 171,55559.0,무풍자치센터목욕탕,276109.944358,274724.658038
453,526883.0,전라남도 영암군 미암면 채지리 128번지,전라남도 영암군 미암면 독천1길 27,58439.0,황금사우나,160431.499281,136342.591081
454,526897.0,전라남도 영암군 삼호읍 용앙리 414,전라남도 영암군 삼호읍 이라니길 20,58454.0,"삼호스파, 불가마, 사우나, 24",150948.094366,138971.664246
455,526891.0,전라남도 영암군 삼호읍 나불리 606-5,전라남도 영암군 삼호읍 소등로 165,58452.0,대불해수사우나,149759.873903,142083.282186
456,526804.0,전라남도 영암군 영암읍 역리 155-5번지,전라남도 영암군 영암읍 중앙로 62-2,58416.0,서울목욕탕,172421.283387,144803.158368
457,526896.0,전라남도 영암군 삼호읍 용당리 2178-2,전라남도 영암군 삼호읍 신항로 63-12,58462.0,한마음회관,143108.798554,138659.559123
458,526862.0,전라남도 영암군 서호면 장천리 465번지,전라남도 영암군 서호면 서호로 303,58437.0,서호공영목욕장,161916.927824,139663.953146
459,526854.0,전라남도 영암군 군서면 해창리 6-10번지,전라남도 영암군 군서면 마한로 331,58432.0,월출산온천,168506.182449,146341.002558
460,526892.0,전라남도 영암군 삼호읍 삼포리 1237-6번지 (지하1층),전라남도 영암군 삼호읍 대불로 91 ((지하1층)),58462.0,(주)라한호텔목포,143807.142297,137412.251732
461,519804.0,전라남도 화순군 화순읍 교리 208-6번지,전라남도 화순군 화순읍 쌍충로 118,58120.0,송강테마랜드,198176.165657,173682.778143
462,561370.0,전라북도 전주시 덕진구 반월동 763-1번지 외 4필지,전라북도 전주시 덕진구 기린대로 1055 (반월동),54809.0,월드컵사우나,205942.630088,263260.013296
463,561837.0,전라북도 전주시 덕진구 진북동 416번지,전라북도 전주시 덕진구 벚꽃로 57 (진북동),54937.0,우성대중목욕탕,212118.465034,258925.489133
464,519806.0,전라남도 화순군 화순읍 만연리 242-8번지,전라남도 화순군 화순읍 광덕로 193-1,58117.0,샘대중탕,199189.605367,173653.721646
465,,전라남도 화순군 백아면 옥리 510-1,전라남도 화순군 백아면 옥리길 14-21,58101.0,금호리조트(주),207601.244286,184936.323537
466,519806.0,전라남도 화순군 화순읍 만연리 226번지,전라남도 화순군 화순읍 광덕로 169-1,58125.0,모아온천,199197.38189,173454.870211
467,573540.0,전라북도 군산시 오식도동 814-5 베스트웨스턴 군산호텔,"전라북도 군산시 새만금북로 435, 2층 (오식도동)",54004.0,조원관광진흥(주)군산호텔사우나,162385.564656,272089.360815
468,573874.0,전라북도 군산시 문화동 904-1,전라북도 군산시 서흥안2길 30 (문화동),54123.0,목욕나라 대중사우나,173594.100908,274692.517683
469,573884.0,전라북도 군산시 조촌동 492-1번지,전라북도 군산시 양안로 141 (조촌동),54074.0,천지목욕탕,176800.646887,274981.542919
470,573360.0,전라북도 군산시 미룡동 395,전라북도 군산시 미제길 8 (미룡동),54151.0,타워스파,171773.859045,271814.047257
471,573888.0,전라북도 군산시 산북동 3621-9,전라북도 군산시 부곡로 140-5 (산북동),54161.0,사계절사우나,170526.619484,273213.658287
472,573130.0,전라북도 군산시 신풍동 886-38,전라북도 군산시 신풍길 7 (신풍동),54113.0,청솔탕,173311.261562,275496.214969
473,573881.0,전라북도 군산시 소룡동 1347-14,전라북도 군산시 설림3길 32 (소룡동),54014.0,소룡성지사우나,171316.523642,275041.018324
474,573866.0,전라북도 군산시 나운동 520-2,"전라북도 군산시 백토로 116 (나운동, 지하1)",54135.0,새샘사우나,173361.001356,274318.898162
475,573050.0,전라북도 군산시 신창동 46-1번지,전라북도 군산시 구영7길 69 (신창동),54022.0,항도목욕탕,173797.208861,276324.355987
476,573872.0,"전라북도 군산시 나운동 1315 1,2층","전라북도 군산시 현충로 95, 1,2층 (나운동)",54141.0,월명24시사우나찜질방,171925.322114,273787.771981
477,573941.0,전라북도 군산시 서수면 관원리 220-5,전라북도 군산시 서수면 함안로 435-6,54051.0,군산첨성대불가마,189051.67877,280473.177554
478,573060.0,전라북도 군산시 월명동 1-11번지,전라북도 군산시 구영신창길 50 (월명동),54022.0,아센휘트니스사우나,173614.951572,276299.495697
479,573922.0,전라북도 군산시 개정면 아동리 575-1,전라북도 군산시 개정면 아동북길 61,54064.0,군산한증막,179180.607384,275724.604456
480,555050.0,전라남도 여수시 안산동 441-1번지,전라남도 여수시 소호로 649 (안산동),59662.0,부영,259915.434725,140429.615111
481,555802.0,전라남도 여수시 신기동 15-3번지,전라남도 여수시 신기북5길 15 (신기동),59681.0,여천,261730.238358,140756.356163
482,550130.0,전라남도 여수시 서교동 742번지,전라남도 여수시 서교1길 12-22 (서교동),59751.0,서교탕,266478.577332,138324.943888
483,573874.0,전라북도 군산시 문화동 910-2,전라북도 군산시 백토로 349-6 (문화동),54134.0,대중목욕탕낙원,173329.11206,274679.233736
484,573080.0,전라북도 군산시 명산동 8-6,전라북도 군산시 거석길 13-7 (명산동),54025.0,시티목욕탕,173815.030091,276065.321294
485,585823.0,전라북도 고창군 흥덕면 후포리 134,전라북도 고창군 흥덕면 공판장길 74,56411.0,흥덕황토한증막,171779.078412,227833.158741
486,585864.0,전라북도 고창군 대산면 매산리 169-2번지 외4필지,전라북도 고창군 대산면 대산시장길 19-2,56468.0,작은행복목욕탕,163592.057289,204632.848631
487,585874.0,전라북도 고창군 공음면 칠암리 751-16번지,전라북도 고창군 공음면 용덕로 632,56460.0,공음면기쁨목욕탕,155408.6274,208918.734028
488,585894.0,"전라북도 고창군 해리면 하련리 319-1 ,320",전라북도 고창군 해리면 해리중앙로 130,56402.0,해리면 건강목욕탕,158050.314204,218322.568686
489,585912.0,전라북도 고창군 상하면 자룡리 524-2번지 구시포해수찜월드,"전라북도 고창군 상하면 진암구시포로 540, 구시포해수찜월드",56408.0,구시포 해수탕,148772.632688,216414.571393
490,573860.0,전라북도 군산시 경암동 656-16,전라북도 군산시 경암4길 33-6 (경암동),54034.0,우남목욕탕,175622.650495,275331.381868
491,573043.0,전라북도 군산시 중앙로3가 32-2,전라북도 군산시 중앙로 80-4 (중앙로3가),54029.0,대명목욕탕,174577.627515,275697.98186
492,535934.0,전라남도 신안군 하의면 웅곡리 251-6번지,전라남도 신안군 하의면 오류동길 11,58856.0,하의면 공중목욕장,111407.997342,123445.994216
493,535891.0,전라남도 신안군 도초면 수항리 1427번지,전라남도 신안군 도초면 서남문로 1515-20,58851.0,도초면 공중목욕장,104108.44947,134471.920655
494,535838.0,전라남도 신안군 임자면 진리 265-11번지,전라남도 신안군 임자면 임자로 68,58802.0,임자면 공중목욕장,119252.65205,176383.49955
495,585807.0,전라북도 고창군 고창읍 읍내리 324-14 한양장,"전라북도 고창군 고창읍 남정10길 17, 한양장",56437.0,한양탕,172592.491986,214954.779291
496,529902.0,전라남도 장흥군 대덕읍 신월리 111,전라남도 장흥군 대덕읍 거정4길 22,59365.0,대덕복지회관,189584.284266,111247.411451
497,573861.0,전라북도 군산시 경암동 677-1,전라북도 군산시 경암1길 68 (경암동),54036.0,서울목욕탕,175332.642308,275119.196058
498,573220.0,전라북도 군산시 장재동 380-11번지,전라북도 군산시 동팔마길 31 (장재동),54040.0,두꺼비대중탕,174774.373297,275219.013774
499,585821.0,전라북도 고창군 흥덕면 흥덕리 559-1번지,전라북도 고창군 흥덕면 선운대로 3718-1,56415.0,흥덕나눔목욕탕,172636.468185,224331.279022
500,585881.0,전라북도 고창군 무장면 무장리 85-6번지,전라북도 고창군 무장면 영선길 8-1,56455.0,무장면작은목욕탕,159955.2184,212858.374126
501,585924.0,전라북도 고창군 심원면 하전리 45번지,전라북도 고창군 심원면 선운대로 2232,56400.0,심원소나무불한증막,161557.640185,226707.095003
502,585941.0,전라북도 고창군 부안면 오산리 313-2번지,전라북도 고창군 부안면 중흥서당촌길 34-17,56416.0,부안면작은목욕탕,169967.630913,223868.223604
503,585813.0,전라북도 고창군 성내면 양계리 697-2번지,전라북도 고창군 성내면 낙산로 433-9,56420.0,성내면작은목욕탕,176429.180858,226499.772302
504,585852.0,전라북도 고창군 성송면 판정리 36-7번지,전라북도 고창군 성송면 대성로 763-8,56465.0,성송면 작은목욕탕,167659.631958,207191.413585
505,585913.0,전라북도 고창군 상하면 하장리 929-7번지,전라북도 고창군 상하면 명동2길 16,56409.0,상하면 작은목욕탕,153841.482678,216363.48526
506,573882.0,전라북도 군산시 소룡동 1473-14번지,전라북도 군산시 공항로 47-4 (소룡동),54011.0,대영목욕탕,171225.271303,275387.866661
507,573863.0,전라북도 군산시 나운동 100-14,전라북도 군산시 하나운로 70 (나운동),54140.0,유앤미사우나랜드,173081.140951,273852.871738
508,573030.0,전라북도 군산시 장미동 2-62,전라북도 군산시 장미2길 10 (장미동),54026.0,호텔 MH 사우나,174436.343249,276431.452037
509,573885.0,전라북도 군산시 조촌동 872번지,전라북도 군산시 검다메2길 6 (조촌동),54079.0,수정사우나,176330.289408,274310.732641
510,573872.0,전라북도 군산시 나운동 869-15번지,전라북도 군산시 현충로 30 (나운동),54147.0,뉴대성목욕탕,171799.409852,273127.94424
511,573420.0,전라북도 군산시 경장동 466-1,전라북도 군산시 번영로 20 (경장동),54084.0,장미장목욕탕,175142.438988,274897.571403
512,568800.0,전라북도 무주군 무주읍 168-2번지,전라북도 무주군 무주읍 주계로 137,55521.0,무주그린목욕탕,259891.288391,278792.457141
513,560287.0,전라북도 전주시 완산구 원당동 766,전라북도 전주시 완산구 추동길 31 (원당동),55142.0,건강황토불한증막,210329.289497,250782.385554
514,568833.0,전라북도 무주군 적상면 사천리 332-1번지,전라북도 무주군 적상면 적상산로 51,55527.0,단풍골작은목욕탕,259439.999249,271904.702531
515,568816.0,전라북도 무주군 설천면 소천리 903번지,전라북도 무주군 설천면 무설로 1607,55549.0,설천면주민자치센터,271108.510891,278924.13255
516,568834.0,전라북도 무주군 적상면 사산리 산 235번지,"전라북도 무주군 적상면 밀모길 79-14, 1동 지하층",55531.0,(주)밀모 목욕장,260396.82661,270346.102209
517,568802.0,전라북도 무주군 무주읍 당산리 1257-5번지 번지(지하),전라북도 무주군 무주읍 당산강변로 146 (번지(지하)),55515.0,덕화목욕탕,259203.382506,278317.698148
518,568811.0,전라북도 무주군 설천면 심곡리 626번지,전라북도 무주군 설천면 만선1로 116,55555.0,반디찜질방.사우나,268281.955861,267983.492368
519,568810.0,전라북도 무주군 설천면 1209-22,전라북도 무주군 설천면 만선로 185,55556.0,세인트 휴 클럽(St 휴 Club),267644.993146,266573.203699
520,568814.0,전라북도 무주군 설천면 삼공리 569번지,전라북도 무주군 설천면 월곡길 45,55557.0,나봄스파,269613.748483,266524.838995
521,561320.0,전라북도 전주시 덕진구 동산동 694번지,전라북도 전주시 덕진구 편운로 7 (동산동),54847.0,동산목욕탕,206913.570858,263472.897183
522,561360.0,전라북도 전주시 덕진구 장동 1088-4번지,"전라북도 전주시 덕진구 기지로 93, 3층 (장동, 301호)",54866.0,혁신남사우나,205564.03682,259842.280382
523,560865.0,전라북도 전주시 완산구 평화동2가 299-23번지,전라북도 전주시 완산구 평화6길 32 (평화동2가),55123.0,신성목욕탕,211843.468627,254302.749682
524,561822.0,"전라북도 전주시 덕진구 송천동2가 664-47번지 661-3,664-49,661-17","전라북도 전주시 덕진구 동부대로 1229 (송천동2가,661-3,664-49,661-17)",54826.0,메가월드스파,210053.90371,263269.65552
525,561835.0,전라북도 전주시 덕진구 진북동 322-65번지,전라북도 전주시 덕진구 권삼득로 103 (진북동),55004.0,대화목욕탕,212894.102131,258872.79599
526,560040.0,전라북도 전주시 완산구 전동 5-1번지,전라북도 전주시 완산구 어진길 110-6 (전동),55042.0,영빈탕,213306.375591,257372.271682
527,560827.0,전라북도 전주시 완산구 중노송동 282번지,,,기린대중탕,214177.679934,258308.545462
528,561820.0,"전라북도 전주시 덕진구 송천동2가 209-2 지상1층일부~2,3층","전라북도 전주시 덕진구 솔내로 180 (송천동2가, 지상1층일부~2,3층)",54822.0,송천보석사우나,211448.191152,262870.366306
529,560843.0,전라북도 전주시 완산구 평화동1가 432번지,전라북도 전주시 완산구 장승배기로 292-24 (평화동1가),55119.0,삼원대중탕,212837.066146,255350.498301
530,560837.0,전라북도 전주시 완산구 중화산동2가 484-9번지,전라북도 전주시 완산구 신촌3길 15 (중화산동2가),54978.0,토탈사우나,210443.253644,257414.454042
531,561854.0,전라북도 전주시 덕진구 인후동2가 253,전라북도 전주시 덕진구 건산로 85 (인후동2가),55001.0,동양탕,213189.920343,259168.548675
532,561870.0,전라북도 전주시 덕진구 인후동1가 778-7번지,전라북도 전주시 덕진구 팽나무4길 29-9 (인후동1가),55008.0,한샘목욕탕,213981.143901,259363.935782
533,561801.0,전라북도 전주시 덕진구 금암동 706-1번지,전라북도 전주시 덕진구 가리내로 29-2 (금암동),54934.0,전주아리울사우나,211925.259415,259307.420432
534,560821.0,전라북도 전주시 완산구 서신동 761-1번지 광진산업@상가 지하,,,새롬목욕탕,209686.852166,259290.872076
535,561827.0,전라북도 전주시 덕진구 인후동1가 931-1,전라북도 전주시 덕진구 한배미2길 7 (인후동1가),55030.0,쉼한옥스파,214890.044123,258370.448911
536,560870.0,전라북도 전주시 완산구 효자동3가 1451번지,전라북도 전주시 완산구 서곡1길 13-22 (효자동3가),54956.0,황방산온천탕,208863.008004,259407.988792
537,561360.0,전라북도 전주시 덕진구 장동 1088-4번지 201호,"전라북도 전주시 덕진구 기지로 93, 2층 (장동, 201호)",54866.0,혁신여사우나,205564.03682,259842.280382
538,561825.0,전라북도 전주시 덕진구 우아동3가 732-2,전라북도 전주시 덕진구 우아1길 29 (우아동3가),54909.0,스파라쿠아풍남,213831.47771,260839.610458
539,560510.0,전라북도 전주시 완산구 상림동 580 외3필지,전라북도 전주시 완산구 정여립로 625 (상림동),55072.0,소각자원센터주민지원협의체목욕장,206366.288233,256395.230233
540,560014.0,전라북도 전주시 완산구 중앙동4가 65번지,전라북도 전주시 완산구 풍남문4길 16-15 (중앙동4가),55043.0,환영목욕탕,213123.257943,257114.968244
541,560901.0,전라북도 전주시 완산구 효자동3가 1627-11번지,"전라북도 전주시 완산구 우전로 326, 4층 (효자동3가)",54962.0,유한회사 샘골산업,209165.031265,258182.103063
542,560821.0,전라북도 전주시 완산구 서신동 803-1번지,전라북도 전주시 완산구 서신천변로 58 (서신동),54951.0,코리아사우나찜질방,210276.943688,258939.184157
543,560867.0,전라북도 전주시 완산구 평화동2가 870-1번지,"전라북도 전주시 완산구 평화10길 7-5, 2-3층 (평화동2가)",55123.0,전주보석허브사우나평화점,212127.940139,254399.552732
544,560900.0,전라북도 전주시 완산구 효자동3가 1544-2번지,"전라북도 전주시 완산구 홍산2길 10 (효자동3가, 104,B101)",54969.0,로뎀트리스파,209878.151076,257152.958652
545,561858.0,전라북도 전주시 덕진구 인후동1가 463-25 1층,전라북도 전주시 덕진구 안덕원로 276 (인후동1가),55012.0,안골사우나,214147.376403,259588.789411
546,561192.0,"전라북도 전주시 덕진구 덕진동2가 681-1번지 4층, 401호","전라북도 전주시 덕진구 가련산로 31 (덕진동2가, 4층, 401호)",54890.0,하가휴스파,210015.561322,260278.191218
547,561192.0,전라북도 전주시 덕진구 덕진동2가 681-1번지 5층 501호,"전라북도 전주시 덕진구 가련산로 31 (덕진동2가, 5층 501호)",54890.0,하가사우나,210015.561322,260278.191218
548,568821.0,전라북도 무주군 무풍면 현내리 1135번지,전라북도 무주군 무풍면 라제통문로 455,55559.0,일성콘도대중목욕장업,274465.353913,275682.85626
549,585804.0,전라북도 고창군 고창읍 석정리 744-20 힐링스파,"전라북도 고창군 고창읍 석정2로 207-35, 힐링스파",56451.0,게르마늄 홀론스파,176838.543869,214723.915476
550,585804.0,전라북도 고창군 고창읍 석정리 733 외1필지,전라북도 고창군 고창읍 석정2로 173,56451.0,석정온천휴스파,176443.895144,214766.839761
551,526872.0,전라남도 영암군 학산면 독천리 30-15번지,전라남도 영암군 학산면 독천로 196-15,58439.0,선일보석사우나,160622.497971,136326.504706
552,560080.0,전라북도 전주시 완산구 태평동 7-9번지,전라북도 전주시 완산구 공북5길 2 (태평동),54992.0,연일사우나,212705.7816,258494.156555
553,560021.0,전라북도 전주시 완산구 경원동1가 126-18번지,전라북도 전주시 완산구 전동성당길 40 (경원동1가),55039.0,전주한옥스파휘트니스,213369.272636,257460.094673
554,573901.0,전라북도 군산시 옥구읍 상평리 315-6,전라북도 군산시 옥구읍 한멀길 2,54172.0,상평황토불한증막,173611.817243,269704.884692
555,573420.0,전라북도 군산시 경장동 515-2,전라북도 군산시 조촌1길 21 (경장동),54078.0,파라다이스목욕탕,175918.362954,274351.46788
556,573943.0,전라북도 군산시 서수면 서수리 1324-3번지,전라북도 군산시 서수면 임피중길 76,54055.0,임피황토방,187707.907753,275613.428271
557,573370.0,전라북도 군산시 수송동 658-21,전라북도 군산시 신평길 40 (수송동),54104.0,지수목욕탕,174109.736579,273207.431487
558,573100.0,전라북도 군산시 금광동 170-6번지,전라북도 군산시 대학로 97-12 (금광동),54024.0,금광목욕탕,173598.62505,275716.171338
559,573931.0,전라북도 군산시 임피면 미원리 237,전라북도 군산시 임피면 임피서길 100-3,54056.0,서해황토방,184943.038072,275482.340746
560,573841.0,전라북도 군산시 성산면 도암리 602-9,전라북도 군산시 성산면 환동길 27,54045.0,오성산황토한증막,180682.296894,278124.390659
561,573933.0,전라북도 군산시 임피면 읍내리 160-1 약탕골황토방,"전라북도 군산시 임피면 남상2길 67, 약탕골황토방",54056.0,약탕골황토방,186595.34614,275198.172472
562,573860.0,전라북도 군산시 경암동 570-33,전라북도 군산시 구암3.1로 55 (경암동),54031.0,운림장,175159.759957,275749.847196
563,576800.0,전라북도 김제시 검산동 912-43번지,전라북도 김제시 승암길 13 (검산동),54376.0,오투아일랜드,190936.075499,256068.527585
564,576862.0,전라북도 김제시 만경읍 만경리 478-28,"전라북도 김제시 만경읍 만경3길 14, 1층",54307.0,만경문화센터목욕탕,183403.886389,261345.519416
565,576893.0,전라북도 김제시 청하면 동지산리 885-7번지,전라북도 김제시 청하면 청하로 516-3,54309.0,청하사랑작은목욕탕,185652.725877,267333.959952
566,560033.0,전라북도 전주시 완산구 풍남동3가 26-5번지 라한호텔 전주,"전라북도 전주시 완산구 기린대로 85, 라한호텔 전주 지하2층 (풍남동3가)",55041.0,주식회사라한호텔전주,213854.303535,257455.722666
567,561320.0,전라북도 전주시 덕진구 동산동 708-3번지,전라북도 전주시 덕진구 덕용2길 7 (동산동),54848.0,인스타존,206988.334435,263198.143967
568,561851.0,전라북도 전주시 덕진구 덕진동2가 114-2번지,전라북도 전주시 덕진구 하가4길 5 (덕진동2가),54887.0,용산목욕탕,210227.434994,260960.189359
569,561211.0,"전라북도 전주시 덕진구 호성동1가 836-4번지 외1필지 남촌빌딩 A동 301,401호","전라북도 전주시 덕진구 동부대로 877, A동 301,401호 (호성동1가,외1필지 남촌빌딩)",54902.0,엘사우나,213343.6783,262698.858853
570,560841.0,전라북도 전주시 완산구 평화동1가 605-1,전라북도 전주시 완산구 백제대로 20 (평화동1가),55106.0,티파니힐사우나,211878.633415,255212.637179
571,561817.0,전라북도 전주시 덕진구 송천동1가 292-7번지 센트렐파크1-2블럭,"전라북도 전주시 덕진구 송천로 1 (송천동1가,센트렐파크1-2블럭)",54839.0,보디스사파이어,210670.508577,261465.413441
572,560804.0,전라북도 전주시 완산구 삼천동1가 284-7번지 외2필지,전라북도 전주시 완산구 용리로 20 (삼천동1가),55086.0,유)이제이,210048.919528,255367.204097
573,560241.0,전라북도 전주시 완산구 효자동1가 802번지 동방 아로채 2단지,"전라북도 전주시 완산구 효동3길 17-5, 지하1층 (효자동1가, 동방 아로채 2단지)",55094.0,아로채사우나,211614.722439,256157.495042
574,561833.0,전라북도 전주시 덕진구 인후동2가 215-29번지,전라북도 전주시 덕진구 모래내7길 8 (인후동2가),54926.0,세진목욕탕,213020.920773,259412.470683
575,585808.0,전라북도 고창군 고창읍 읍내리 670 황토찜질방,"전라북도 고창군 고창읍 보릿골로 127-8, 황토찜질방",56436.0,황토건강목욕탕,172171.419012,215339.085362
576,585932.0,전라북도 고창군 아산면 삼인리 287-4 선운산관광호텔,"전라북도 고창군 아산면 중촌길 21, 선운산관광호텔",56452.0,선운산호텔목욕탕,162267.328524,222766.489047
577,567861.0,전라북도 진안군 동향면 대량리 185-12번지,전라북도 진안군 동향면 창촌길 38,55447.0,구릿골 작은목욕탕,251531.729618,259629.742472
578,567801.0,전라북도 진안군 진안읍 단양리 744번지,전라북도 진안군 진안읍 외사양길 16-10,55438.0,진안홍삼스파,237682.609529,252972.393928
579,567851.0,전라북도 진안군 안천면 노성리 714번지,전라북도 진안군 안천면 진무로 2998,55407.0,용의얼굴 작은목욕탕,249824.006002,266453.288985
580,567841.0,전라북도 진안군 용담면 송풍리 923-32번지,전라북도 진안군 용담면 대송로 11,55405.0,용담호 작은목욕탕,246805.596474,274104.778324
581,567811.0,전라북도 진안군 상전면 주평리 1045-5번지 상전면사무소,"전라북도 진안군 상전면 주평로 41, 상전면사무소",55412.0,상전면 작은목욕탕,243922.714217,258179.210584
582,567823.0,전라북도 진안군 정천면 봉학리 547번지 정천면사무소,"전라북도 진안군 정천면 봉학로 66, 정천면사무소",55409.0,운장 작은목욕탕,238662.286945,263727.714964
583,561221.0,전라북도 전주시 덕진구 우아동1가 1093-1번지,전라북도 전주시 덕진구 인교로 65 (우아동1가),55028.0,스파오케스트라,215455.322054,258596.582946
584,560834.0,전라북도 전주시 완산구 중화산동2가 31-3번지,"전라북도 전주시 완산구 따박골8길 3, 1,2,3,4층 (중화산동2가)",55048.0,행복한세상,211590.130345,256812.13886
585,560023.0,전라북도 전주시 완산구 경원동3가 32-22 외1필지,,,이화목욕탕,213197.806065,257969.214729
586,560808.0,전라북도 전주시 완산구 삼천동1가 585-7번지,전라북도 전주시 완산구 백제대로 69 (삼천동1가),55083.0,삼천탕,211425.968015,255592.745886
587,560120.0,전라북도 전주시 완산구 동서학동 93-1번지,전라북도 전주시 완산구 천경로 38 (동서학동),55101.0,무궁화탕,213817.338152,256646.046835
588,561840.0,전라북도 전주시 덕진구 팔복동1가 139-17번지 외4필지,"전라북도 전주시 덕진구 신복6길 6 (팔복동1가,외4필지)",54845.0,한솔보석사우나,209457.200107,261542.880897
589,560912.0,전라북도 전주시 완산구 서노송동 627-3,전라북도 전주시 완산구 노송광장로 51 (서노송동),54995.0,코아사우나,213070.928976,258364.793966
590,560833.0,전라북도 전주시 완산구 중화산동2가 256번지,,,근영대중사우나,211317.547578,257613.251914
591,561806.0,전라북도 전주시 덕진구 금암동 1584번지 두산그랜드타운지하1층80호,"전라북도 전주시 덕진구 매봉로 40 (금암동,두산그랜드타운지하1층80호)",54921.0,금강산목욕탕,212721.902017,260186.699783
592,560821.0,"전라북도 전주시 완산구 서신동 805 지리산빌딩 401,402호","전라북도 전주시 완산구 서신로 62, 401,402호 (서신동, 지리산빌딩)",54950.0,지리산사우나,210432.766936,258983.736696
593,560080.0,전라북도 전주시 완산구 태평동 49-6,전라북도 전주시 완산구 대동로 65-3 (태평동),54996.0,거북목욕탕,212837.537621,258095.939487
594,561810.0,전라북도 전주시 덕진구 덕진동1가 1277-2번지 외1필지,전라북도 전주시 덕진구 명륜5길 15-5 (덕진동1가),54898.0,레스피아,211239.367608,260435.837776
595,561222.0,전라북도 전주시 덕진구 우아동2가 860-1번지,전라북도 전주시 덕진구 진버들5길 6 (우아동2가),55014.0,뉴그랜드대중탕,214875.784366,259517.375204
596,560040.0,전라북도 전주시 완산구 전동 165-1번지,전라북도 전주시 완산구 풍남문2길 42-3 (전동),55043.0,남문탕,213195.48042,257068.406607
597,580803.0,전라북도 정읍시 수성동 707-5번지,전라북도 정읍시 중앙3길 11 (수성동),56163.0,금오목욕탕,186740.647358,229756.533572
598,580060.0,전라북도 정읍시 시기동 204-48번지,전라북도 정읍시 청수2길 6 (시기동),56162.0,온천목욕탕,186418.50168,229529.579359
599,580800.0,전라북도 정읍시 상동 231-1,전라북도 정읍시 충정로 41 (상동),56191.0,오대양목욕탕,188207.291137,228711.394705
600,580060.0,전라북도 정읍시 시기동 263-2번지,전라북도 정읍시 태평2길 23-4 (시기동),56162.0,청수목욕탕,186664.379665,229366.512817
601,580060.0,전라북도 정읍시 시기동 505-5번지 목욕탕,"전라북도 정읍시 초산로 11, 목욕탕 (시기동)",56201.0,샘골목욕장(사우나),186499.511514,228977.655536
602,566895.0,전라북도 임실군 오수면 오수리 405-67번지,전라북도 임실군 오수면 충효로 2067,55951.0,삼각지 건강타운,229796.618072,227109.454079
603,,,전라북도 임실군 운암면 임운로 1867,55904.0,운암면 작은목욕탕,214521.041705,239938.560249
604,566862.0,전라북도 임실군 강진면 갈담리 381번지,전라북도 임실군 강진면 호국로 32-39,55939.0,강진면 작은목욕탕,214534.870392,225459.199363
605,566823.0,전라북도 임실군 신평면 원천리 423번지,전라북도 임실군 신평면 석등슬치로 311,55911.0,신평면 작은목욕탕,219872.237229,239298.780881
606,566812.0,전라북도 임실군 관촌면 관촌리 457-1번지,전라북도 임실군 관촌면 사선로 45,55910.0,산수장목욕탕,224354.004213,241638.987257
607,566805.0,전라북도 임실군 임실읍 이도리 722-1(1)번지,전라북도 임실군 임실읍 봉황8길 6 (1)호,55926.0,청수탕,225400.641386,235048.825324
608,597811.0,전라북도 장수군 번암면 죽산리 255-10번지,전라북도 장수군 번암면 장수로 673-14,55658.0,장수호텔목욕탕,247430.387626,226557.186876
609,597832.0,전라북도 장수군 계남면 신전리 1454-45번지,전라북도 장수군 계남면 장수로 2662-11,55625.0,(유)타코마장수관광농원,249732.379018,241910.529003
610,576050.0,전라북도 김제시 옥산동 305-1번지,전라북도 김제시 벽지산로 205 (옥산동),54414.0,생수랜드,189053.285556,254922.66615
611,580210.0,전라북도 정읍시 부전동 95번지,전라북도 정읍시 운암길 43 (부전동),56198.0,허브건강센타,193744.626414,225761.853679
612,580807.0,전라북도 정읍시 연지동 350-14,전라북도 정읍시 명덕로 65-11 (연지동),56159.0,아쿠아 목욕탕,185978.052413,230833.563234
613,567832.0,전라북도 진안군 주천면 주양리 437-3번지,전라북도 진안군 주천면 동상주천로 2213,55402.0,운일암 작은목욕탕,238303.738676,275070.712408
614,580800.0,전라북도 정읍시 상동 315-21번지,전라북도 정읍시 상동중앙로 55 (상동),56189.0,현대대중목욕탕,187997.511236,229108.019734
615,580903.0,전라북도 정읍시 신태인읍 신덕리 452-1번지,전라북도 정읍시 신태인읍 고산1길 2,56101.0,소나무불한증막,186412.13784,245591.496337
616,580911.0,전라북도 정읍시 감곡면 통석리 57번지,전라북도 정읍시 감곡면 통사1길 54,56111.0,참솔황토한증막,198583.582588,244236.352599
617,580821.0,전라북도 정읍시 정우면 산북리 30-12번지,전라북도 정읍시 정우면 정신로 832-15,56140.0,감나무집 불한증막,189772.454811,239932.209515
618,580800.0,전라북도 정읍시 상동 312-3번지,전라북도 정읍시 상동중앙로 31 (상동),56187.0,상리탕,187885.273904,228901.675314
