주차장명,주차장유형,소재지도로명주소,소재지지번주소,위도,경도,제공기관명
삼정동구정골마을공영주차장,노외,대전광역시 동구 세천공원로 20번길,대전광역시 동구 삼정동 70번지,,,대전광역시
성남동 효촌아파트 담길,노상,대전광역시 동구 계족로382번길,"대전광역시 동구 효촌A 209,210,211동 담길",,,대전광역시
신안동 한국철도시설공단 뒷길,노상,대전광역시 동구 부흥길,대전광역시 동구 신안동 262~293번지선,,,대전광역시
신흥동 복합상가건물 뒤,노상,대전광역시 동구 장수1길,대전광역시 동구 신흥동 12-8~13-5번지선,,,대전광역시
신흥삼거리~제1치수교,노상,대전광역시 동구 충무로길,대전광역시 동구 충무로길(구 신흥동사무소 앞),,,대전광역시
심영목재상사 앞,노상,대전광역시 동구 대전로90번길,대전광역시 동구 삼성동 296-19,,,대전광역시
용운동 도리어린이공원 주변,노상,대전광역시 동구 새울로23번길,대전광역시 동구 용운동 284번지 주변,,,대전광역시
용운동 모리아파트 담길,노상,대전광역시 동구 동부로85번길,대전광역시 동구 용운동 319-1번지 앞,,,대전광역시
가양2동 대주파크빌(아) 뒷길,노상,대전광역시 동구 동대전로 248번길,대전광역시 동구 가양동 151-653번지선,,,대전광역시
가양동 가양천 복개길,노상,,대전광역시 동구 가양동 아침마을@~가양초교 맞은편,,,대전광역시
가양동 가양천 복개길,노상,,대전광역시 동구 가양동 대전한일신협~영동올갱이해장국,,,대전광역시
"계족로 409, 417, 423번길",노상,대전광역시 동구 계족로 423번길,"대전광역시 동구 홍도동 2-4, 74-5, 6-5, 7-8번지선",,,대전광역시
녹색주차마을(용운동),노상,"대전광역시 동구 시장길, 산성3길","대전광역시 동구 용운동 390-6, 시장길, 산성3길",,,대전광역시
녹색주차마을(자양동),노상,대전광역시 동구 안터5길,"대전광역시 동구 자양동 210-11,",,,대전광역시
대동 보현문화회관 뒷길,노상,대전광역시 동구 대자양5길,대전광역시 동구 자양동 207-34~205-12번지선,,,대전광역시
대동복개도로(대동시장길),노상,대전광역시 동구 대동복개천,대전광역시 동구 대동복개천(새들뫼@ 앞길),,,대전광역시
대동복개도로(대동시장길),노상,대전광역시 동구 대동복개천,대전광역시 동구 대동복개천(새들뫼@ 앞길),,,대전광역시
대전천우안8길(북부교~현암교),노상,대전광역시 동구 대전천북로,대전광역시 동구 삼성동 312-6~330-13번지선,,,대전광역시
삼성동 건강보험관리공단 주변,노상,"대전광역시 동구 현암2,3,4,5길",대전광역시 동구 삼성동 398-3번지 주변,,,대전광역시
"삼성동 검배2길, 4길, 5길",노상,대전광역시 동구 동서대로,"대전광역시 동구 동서대로104번길, 1520번길(삼성동 309,310,319,320번지선)",,,대전광역시
삼성동 동구보건소 담길,노상,대전광역시 동구 현암로18번길,대전광역시 동구 삼성동 374-1번지 옆,,,대전광역시
덕명지구 공영(3),노외,,대전광역시 유성구 구암동 677,36.35676988,127.3103296,대전광역시 유성구
덕명지구 공영(4),노외,,대전광역시 유성구 덕명동 544,36.35601255,127.3102806,대전광역시 유성구
덕명지구 공영(5),노외,,대전광역시 유성구 덕명동 545,36.35782184,127.3067771,대전광역시 유성구
덕명지구 공영(6),노외,,대전광역시 유성구 덕명동 530,36.36000119,127.331851,대전광역시 유성구
장대동 공영,노외,"대전광역시 유성구 유성대로729번길 40, (장대동)",대전광역시 유성구 장대동 263-2,36.3600000785,127.3318520084,대전광역시 유성구
궁동공영,노외,"대전광역시 유성구 대학로163번길 18, (궁동)",대전광역시 유성구 궁동 428-2,36.3609700889,127.3517659929,대전광역시 유성구
전민동주민센터공영,노외,,대전광역시 유성구 전민동 300-4,36.3985829,127.4034159,대전광역시 유성구
전민동 제1공영,노외,,대전광역시 유성구 전민동 332-4,36.3986886,127.4011186,대전광역시 유성구
전민동 제2공영,노외,,대전광역시 유성구 전민동 346-3,36.30263057,127.314814,대전광역시 유성구
교촌동공영,노외,,대전광역시 유성구 교촌동 636-1,36.29952256,127.3166226,대전광역시 유성구
원내동공영,노외,"대전광역시 유성구 원내로 5, (원내동)",대전광역시 유성구 원내동 213-4,36.2995240089,127.3166272536,대전광역시 유성구
원내동공영,노외,"대전광역시 유성구 진잠로66번길 45, (원내동)",대전광역시 유성구 원내동 341-6,36.2983223514,127.3193785861,대전광역시 유성구
세동 공영주차장,노외,,대전광역시 유성구 세동 136,36.34222184,127.314702,대전광역시 유성구
학하지구 공영,노외,,대전광역시 유성구 덕명동 588,36.34555074,127.2905091,대전광역시 유성구
수통골 공영주차장,노외,"대전광역시 유성구 수통골로 37, (계산동)",대전광역시 유성구 계산동 354,36.3453223779,127.2905214075,대전광역시 유성구
학하지구 공영(2),노외,,대전광역시 유성구 복용동 604-1,36.34186328,127.3072079,대전광역시 유성구
학하지구 공영(3),노외,,대전광역시 유성구 학하동 714-9,36.34039779,127.3062628,대전광역시 유성구
학하지구 공영(4),노외,,대전광역시 유성구 학하동 721-1,36.3476987,127.2971296,대전광역시 유성구
학하지구 공영(5),노외,,대전광역시 유성구 덕명동 595,36.33735965,127.2999069,대전광역시 유성구
학하지구 공영(6),노외,,대전광역시 유성구 계산동 758-7,36.33899859,127.3105528,대전광역시 유성구
학하지구 공영(7),노외,,대전광역시 유성구 학하동 747-1,36.33723226,127.312139,대전광역시 유성구
학하지구 공영(8),노외,,대전광역시 유성구 학하동 778-2,36.33876051,127.3067786,대전광역시 유성구
학하지구 공영(9),노외,,대전광역시 유성구 학하동 731-1,36.34108979,127.3090417,대전광역시 유성구
학하지구 공영(10),노외,,대전광역시 유성구 학하동 716-6,36.33962431,127.3080966,대전광역시 유성구
학하지구 공영(11),노외,,대전광역시 유성구 학하동 721-12,36.34268059,127.2989793,대전광역시 유성구
대전동부지사주차장,노상,대전광역시 중구 대흥로10번길 41,대전광역시 중구 대사동 248-377,36.319929,127.417046,한국국토정보공사
대전서부지사주차장,노상,대전광역시 서구 문정로48번길 12,대전광역시 서구 탄방동 653,36.346134,127.384264,한국국토정보공사
대전충남지역본부주차장,노상,대전광역시 서구 문정로48번길 12,대전광역시 서구 탄방동 653,36.346134,127.384264,한국국토정보공사
사업단주차장,노상,대전광역시 서구 문정로48번길 12,대전광역시 서구 탄방동 653,36.346134,127.384264,한국국토정보공사
학하지구 공영(12),노외,,대전광역시 유성구 계산동 717-3,36.3433155,127.3121079,대전광역시 유성구
학하지구 공영(13),노외,,대전광역시 유성구 복용동 585-1,36.34380896,127.310154,대전광역시 유성구
학하지구 공영(14),노외,,대전광역시 유성구 복용동 569-1,36.36342327,127.3281557,대전광역시 유성구
유성IC만남의광장,노외,"대전광역시 유성구 월드컵대로 31, (장대동)",대전광역시 유성구 장대동 240-43,36.3634198924,127.3281519313,대전광역시 유성구
반석동 제2공영,노외,,대전광역시 유성구 반석동 714,36.41221825,127.376797,대전광역시 유성구
설목마을 공영,노외,"대전광역시 유성구 대덕대로925번길 24, (화암동)",대전광역시 유성구 화암동 155-37,36.4122220578,127.3767955107,대전광역시 유성구
문창동제2노상,노상,대전광역시 중구 대종로386번길 71,대전광역시 중구 문창동 53-33,36.32156075,127.4341062,대전광역시 중구
문창동제3노상,노상,대전광역시 중구 대전천서로 269,대전광역시 중구 문창동 367-29,36.31482503,127.4387359,대전광역시 중구
문창동제4노상,노상,대전광역시 중구 문창로 30,대전광역시 중구 문창동 107-11,36.31674597,127.4354095,대전광역시 중구
문창동제5노상,노상,대전광역시 중구 보문로 30번길 7,대전광역시 중구 문창동 361-2,36.31444362,127.4373166,대전광역시 중구
문창동제6노상,노상,대전광역시 중구 대종로296번길 40,대전광역시 중구 문창동 381-1,36.31353717,127.4377474,대전광역시 중구
문창동제7노상,노상,대전광역시 중구 대종로334번길 40,대전광역시 중구 문창동 123-23,36.31618537,127.435948,대전광역시 중구
문창동제8노상,노상,대전광역시 중구 보문로20번길 38,대전광역시 중구 문창동 116-15,36.31620835,127.437921,대전광역시 중구
문화1동제5노상,노상,대전광역시 중구 과례로67번길 24,대전광역시 중구 문화동 263-9,36.31402901,127.4116531,대전광역시 중구
문화1동제7노상,노상,대전광역시 중구 과례로 82,대전광역시 중구 문화동 12-7,36.31446813,127.4142413,대전광역시 중구
문화1동제8노상,노상,대전광역시 중구 과례로22번길 30,대전광역시 중구 문화동 147-4,36.30939039,127.4103359,대전광역시 중구
문화1동제9노상,노상,대전광역시 중구 천근로69번길 114,대전광역시 중구 문화동 418-1,36.3130288,127.4056914,대전광역시 중구
문화1동제10노상,노상,대전광역시 중구 계백로1660번길 82-3,대전광역시 중구 문화동 354-14,36.31625932,127.4055676,대전광역시 중구
문화1동제11노상,노상,대전광역시 중구 계백로1658번길 79-2,대전광역시 중구 문화동 339-37,36.31653307,127.4043535,대전광역시 중구
문화1동제12노상,노상,대전광역시 중구 계백로 1686번길 51,대전광역시 중구 문화동 1-48,36.31946021,127.407981,대전광역시 중구
문화2동제1노상,노상,대전광역시 중구 문화로 153,대전광역시 중구 유천동 141-20,36.3138967,127.4022589,대전광역시 중구
문화2동제2노상,노상,대전광역시 중구 당디로36번길 113,대전광역시 중구 문화동 671-10,36.3108995,127.399076,대전광역시 중구
문화2동제3노상,노상,대전광역시 중구 문화로 170,대전광역시 중구 문화동 374-16,36.31407452,127.404205,대전광역시 중구
문화2동제4노상,노상,대전광역시 중구 천근로 22,대전광역시 중구 문화동 475-1,36.30967208,127.4022519,대전광역시 중구
문화2동제5노상,노상,대전광역시 중구 보문산로215번길 43,대전광역시 중구 문화동 493-1,36.3078604,127.4039467,대전광역시 중구
부사동제1노상,노상,대전광역시 중구 충무로 139,대전광역시 중구 부사동 87-14,36.31981529,127.4317576,대전광역시 중구
부사동제2노상,노상,대전광역시 중구 대종로 373,대전광역시 중구 부사동 209-1,36.317337,127.4280138,대전광역시 중구
대사동제2노상,노상,대전광역시 중구 보문로125번길 13,대전광역시 중구 대사동 172,36.31384778,127.4273945,대전광역시 중구
대사동제1노상,노상,대전광역시 중구 계룡로929번길 40,대전광역시 중구 대사동 248-219,36.3203416,127.4174708,대전광역시 중구
대사동제3노상,노상,대전광역시 중구 보문로 146,대전광역시 중구 대사동 95-16,36.31672534,127.4268123,대전광역시 중구
대사동제4노상,노상,대전광역시 중구 보문로 162번길 40,대전광역시 중구 대사동 77-70,36.31840289,127.4277929,대전광역시 중구
대흥동제4노상,노상,대전광역시 중구 중앙로 112,대전광역시 중구 대흥동 496-1,36.32670915,127.422546,대전광역시 중구
대흥동제5노상,노상,대전광역시 중구 보문로230번길 21,대전광역시 중구 대흥동 452-96,36.32364497,127.4239688,대전광역시 중구
대흥동제9노상,노상,대전광역시 중구 대흥로 178,대전광역시 중구 대흥동 104-5,36.32515636,127.4316426,대전광역시 중구
대흥동제10노상,노상,대전광역시 중구 중앙로 100,대전광역시 중구 대흥동 499-1,36.32557502,127.4212953,대전광역시 중구
문창동제1노상,노상,대전광역시 중구 대종로334번길 12,대전광역시 중구 부사동 126-2,36.31559562,127.4344674,대전광역시 중구
문화2동제1노상,노상,대전광역시 중구 문화로 153,대전광역시 중구 문화동 141-20,,,대전광역시
문화1동제8노상,노상,대전광역시 중구 문화로163번길 9,대전광역시 중구 문화동 375-5,,,대전광역시
문화1동제9노상,노상,대전광역시 중구 천근로69번길 114,대전광역시 중구 문화동 418-1,,,대전광역시
문화1동제10노상,노상,대전광역시 중구 계백로1660번길 82-3,대전광역시 중구 문화동 354-14,,,대전광역시
문화1동제11노상,노상,대전광역시 중구 계백로1658번길 79-2,대전광역시 중구 문화동 339-37,,,대전광역시
문화1동제12노상,노상,대전광역시 중구 계백로 1686번길 51,대전광역시 중구 문화동 1-48,,,대전광역시
문창동제5노상,노상,대전광역시 중구 보문로 30번길 7,대전광역시 중구 문창동 361-2,,,대전광역시
문창동제6노상,노상,대전광역시 중구 남부시장5길,대전광역시 중구 문창동 381,,,대전광역시
문창동제7노상,노상,대전광역시 중구 대종로334번길 40,대전광역시 중구 문창동 123-23,,,대전광역시
문창동제8노상,노상,대전광역시 중구 보문로20번길 38,대전광역시 중구 문창동 116-15,,,대전광역시
문화1동제5노상,노상,대전광역시 중구 과례로67번길 24,대전광역시 중구 문화동 263-9,,,대전광역시
문화1동제7노상,노상,대전광역시 중구 과례로 82,대전광역시 중구 문화동 12-7,,,대전광역시
문창동제3노상,노상,대전광역시 중구 대전천서로 269,대전광역시 중구 문창동 367-29,,,대전광역시
문창동제4노상,노상,대전광역시 중구 문창로 30,대전광역시 중구 문창동 107-11,,,대전광역시
학하지구 공영(11),노외,대전광역시 유성구 학하동 721-12,대전광역시 유성구 학하동 721-12,,,대전광역시
학하지구 공영(12),노외,대전광역시 유성구 계산동 717-3,대전광역시 유성구 계산동 717-3,,,대전광역시
학하지구 공영(13),노외,대전광역시 유성구 복용동 585-1,대전광역시 유성구 복용동 585-1,,,대전광역시
학하지구 공영(14),노외,대전광역시 유성구 복용동 569-1,대전광역시 유성구 복용동 569-1,,,대전광역시
대사동제2노상,노상,대전광역시 중구 보문로125번길 13,대전광역시 중구 대사동 172,,,대전광역시
대사동제1노상,노상,대전광역시 중구 계룡로929번길 40,대전광역시 중구 대사동 248-219,,,대전광역시
대사동제3노상,노상,대전광역시 중구 보문로 146,대전광역시 중구 대사동 95-16,,,대전광역시
대사동제4노상,노상,대전광역시 중구 보문로 162번길 40,대전광역시 중구 대사동 77-39,,,대전광역시
대흥동제4노상,노상,대전광역시 중구 중앙로 112,대전광역시 중구 대흥동 496-1,,,대전광역시
대흥동제5노상,노상,대전광역시 중구 보문로230번길 21,대전광역시 중구 대흥동452-96,,,대전광역시
대흥동제9노상,노상,대전광역시 중구 대흥로 174,대전광역시 중구 대흥동 114-1,,,대전광역시
대흥동제10노상,노상,대전광역시 중구 중앙로 100,대전광역시 중구 대흥동 499-1,,,대전광역시
문창동제1노상,노상,대전광역시 중구 대종로334번길 12,대전광역시 중구 부사동 126-2,,,대전광역시
문창동제2노상,노상,대전광역시 중구 대종로386번길 71,대전광역시 중구 문창동 53-33,,,대전광역시
부사동제3노상,노상,대전광역시 중구 사득로75번길 23,대전광역시 중구 부사동 166-1,36.31074589,127.4370255,대전광역시 중구
학하지구 공영(8),노외,대전광역시 유성구 학하동 778-2,대전광역시 유성구 학하동 778-2,,,대전광역시
학하지구 공영(9),노외,대전광역시 유성구 학하동 731-1,대전광역시 유성구 학하동 731-1,,,대전광역시
학하지구 공영(10),노외,대전광역시 유성구 학하동 716-6,대전광역시 유성구 학하동 716-6,,,대전광역시
학하지구 공영(6),노외,대전광역시 유성구 계산동 758-7,대전광역시 유성구 계산동 758-7,,,대전광역시
학하지구 공영(2),노외,대전광역시 유성구 복용동 604-1,대전광역시 유성구 복용동 604-1,,,대전광역시
학하지구 공영(3),노외,대전광역시 유성구 학하동 714-9,대전광역시 유성구 학하동 714-9,,,대전광역시
학하지구 공영(4),노외,대전광역시 유성구 학하동 721-1,대전광역시 유성구 학하동 721-1,,,대전광역시
학하지구 공영(5),노외,대전광역시 유성구 덕명동 595,대전광역시 유성구 덕명동 595,,,대전광역시
학하지구 공영(7),노외,대전광역시 유성구 학하동 747-1,대전광역시 유성구 학하동 747-1,,,대전광역시
교촌동공영,노외,대전광역시 유성구 진잠로 64-27 (교촌동),대전광역시 유성구 교촌동 636-1,,,대전광역시
원내동공영,노외,대전광역시 유성구 원내로 5(원내동),대전광역시 유성구 원내동 213-5~6,,,대전광역시
원내동공영,노외,대전광역시 유성구 진잠로66번길 45,대전광역시 유성구 원내동 341-6,,,대전광역시
학하지구 공영,노외,대전광역시 유성구 덕명동 588,대전광역시 유성구 덕명동 588,,,대전광역시
수통골 공영주차장,노외,대전광역시 유성구 계산동 354,대전광역시 유성구 계산동 354,,,대전광역시
세동 공영주차장,노외,대전광역시 유성구 세동 136,대전광역시 유성구 세동 136,,,대전광역시
덕명지구 공영(3),노외,대전광역시 유성구 구암동 677,대전광역시 유성구 구암동 677,,,대전광역시
덕명지구 공영(4),노외,대전광역시 유성구 덕명동 544,대전광역시 유성구 덕명동 544,,,대전광역시
덕명지구 공영(5),노외,대전광역시 유성구 덕명동 545,대전광역시 유성구 덕명동 545,,,대전광역시
덕명지구 공영(6),노외,대전광역시 유성구 덕명동 530,대전광역시 유성구 덕명동 530,,,대전광역시
장대동 공영,노외,대전광역시 유성구 유성대로729번길 40,대전광역시 유성구 장대동 263-2,,,대전광역시
궁동공영,노외,대전광역시 유성구 대학로163번길 18,대전광역시 유성구 궁동 428-2,,,대전광역시
전민동주민센터공영,노외,대전광역시 유성구 유성대로 1709(전민동),대전광역시 유성구 전민동 300-4,,,대전광역시
전민동 제1공영,노외,대전광역시 유성구 전민로 18번길(전민동),대전광역시 유성구 전민동 332-4,,,대전광역시
전민동 제2공영,노외,대전광역시 유성구 전민로 68(전민동),대전광역시 유성구 전민동 346-3,,,대전광역시
대사동제4노외,노외,대전광역시 중구 솔밭로30번길 16 인근,대전광역시 중구 대사동 233-38,,,대전광역시
대사동제5노외,노외,대전광역시 중구 솔밭로30번길 17 인근,대전광역시 중구 대사동 233-191,,,대전광역시
선화동제4노외,노외,대전광역시 중구 선화서로19번길 48 인근,대전광역시 중구 선화동 381-108번지일원,,,대전광역시
문화동제8노외,노외,대전광역시 중구 보문산로171번길 34,대전광역시 중구 문화동 571-14,,,대전광역시
월평1동이마트주변,노상,대전광역시 서구 한밭대로580,대전광역시 서구 월평동510,,,대전광역시
월평2동둔산선사유적지옆,노상,대전광역시 서구 대덕대로317번길9,대전광역시 서구 월평동281,,,대전광역시
대전일보~월평타운구간,노상,대전광역시 서구 계룡로264번길43,대전광역시 서구 월평1동29-3,,,대전광역시
사정동제3노상,노상,대전광역시 중구 산서로71번길,대전광역시 중구 사정동 350-1,,,대전광역시
산성동제11노상,노상,대전광역시 중구 문화로78번길5,대전광역시 중구 산성동 104-42,,,대전광역시
산성동제12노상,노상,대전광역시 중구 유등천동로292번길69,대전광역시 중구 산성동 161-4,,,대전광역시
안영동제2노상,노상,대전광역시 중구 대둔산로 200번길,대전광역시 중구 안영동 687-2,,,대전광역시
대흥동제11노상,노상,대전광역시 중구 수도산로47번길,대전광역시 중구 대흥동 172-4,,,대전광역시
동서로(70m),노상,대전광역시 중구 동서대로1235번길 4,대전광역시 중구 태평동 335-14,,,대전광역시
평촌로(350m),노상,대전광역시 중구 평촌로 84,대전광역시 중구 유천동 196,,,대전광역시
유천로(850m),노상,대전광역시 중구 계백로 1600,대전광역시 중구 유천동 185-1,,,대전광역시
선화동제1노상,노상,대전광역시 중구 선화로 119번길 16-3,대전광역시 중구 선화동 139,,,대전광역시
선화동제2노상,노상,대전광역시 중구 선화로 126-10,대전광역시 중구 선화동 243-1,,,대전광역시
선화동제3노상,노상,대전광역시 중구 중앙로 79번길,대전광역시 중구 선화동 287-2,,,대전광역시
문화1동제1노상,노상,대전광역시 중구 중앙로16번길 5,대전광역시 중구 문화동 1-21,,,대전광역시
문화1동제2노상,노상,대전광역시 중구 계룡로 904번길 30,대전광역시 중구 문화동 1-39,,,대전광역시
문화1동제3노상,노상,대전광역시 중구 계룡로 910,대전광역시 중구 문화동 1-30,,,대전광역시
대흥동제1노상,노상,대전광역시 중구 보문로 230번길 69,대전광역시 중구 대흥동 418-1,,,대전광역시
문화1동제6노상,노상,대전광역시 중구 과례로 66,대전광역시 중구 문화동 19-1,,,대전광역시
산성동 원당디1길,노상,대전광역시 중구 유등천동로 298-11,대전광역시 중구 산성동 168-8,,,대전광역시
석교동 아래돌다리11길,노상,대전광역시 중구 대종로224번길 28,대전광역시 중구 석교동 58-11,,,대전광역시
석교동제2노외,노외,대전광역시 중구 보문로47번길 144,"대전광역시 중구 석교동12-10, 12",,,대전광역시
대사동제3노외,노외,대전광역시 중구 보문산공원로 497번길 72,대전광역시 중구 대사동 142-14,,,대전광역시
유천1동제4노상,노상,대전광역시 중구 계백로 1565번길 11,대전광역시 중구 유천동 307-1,,,대전광역시
석교동제4노상,노상,대전광역시 중구 돌다리로8번길 57,대전광역시 중구 석교동 6-6,,,대전광역시
부사동제6노상,노상,대전광역시 중구 보문로63번길 28,대전광역시 중구 부사동 300-8,36.31198026,127.4328328,대전광역시 중구
부사동제4노상,노상,대전광역시 중구 충무로92번길 48,대전광역시 중구 부사동 209-72,36.3156536,127.428417,대전광역시 중구
부사동제5노상,노상,대전광역시 중구 사득로67번길 23,대전광역시 중구 부사동 364-67,36.31014369,127.4365663,대전광역시 중구
사정동제1노상,노상,대전광역시 중구 대둔산로 350번길 6,대전광역시 중구 사정동 439-14,36.30011182,127.3864591,대전광역시 중구
사정동제2노상,노상,대전광역시 중구 대둔산로 326번길 23,대전광역시 중구 사정동 431-1,36.29850744,127.3860409,대전광역시 중구
산성동제1노상,노상,대전광역시 중구 당디로 45,대전광역시 중구 산성동 37-1,36.30853607,127.3926533,대전광역시 중구
산성동제2노상,노상,대전광역시 중구 대둔산로466번길 17,대전광역시 중구 산성동 145-40,36.31089095,127.3893707,대전광역시 중구
산성동제3노상,노상,대전광역시 중구 보문산로 31,대전광역시 중구 산성동 78-5,36.30673286,127.3848196,대전광역시 중구
산성동제4노상,노상,대전광역시 중구 대둔산로480번길 41,대전광역시 중구 산성동 136-95,36.31239267,127.3911974,대전광역시 중구
산성동제5노상,노상,대전광역시 중구 유등천동로 292번길 89-14,대전광역시 중구 산성동 36-1,36.30867591,127.3908175,대전광역시 중구
반석동공영,노외,대전광역시 유성구 북유성대로 303(반석동),대전광역시 유성구 반석동 641,,,대전광역시
도룡동공영(上),노외,대전광역시 유성구 대덕대로 606(도룡동),대전광역시 유성구 도룡동 385-1,,,대전광역시
도룡동공영(下),노외,대전광역시 유성구 대덕대로578번길 27(도룡동),대전광역시 유성구 도룡동 395-10,,,대전광역시
신성동 제1공영,노외,대전광역시 유성구 신성로 82(신성동),대전광역시 유성구 신성동 137-2외4필지,,,대전광역시
신성동 제2공영,노외,대전광역시 유성구 신성로62번길 9(신성동),대전광역시 유성구 신성동 211-2외7필지,,,대전광역시
덕명지구 공영(1),노외,대전광역시 유성구 덕명동 544,대전광역시 유성구 덕명동 544,,,대전광역시
덕명지구 공영(2),노외,대전광역시 유성구 구암동 657,대전광역시 유성구 구암동 657,,,대전광역시
원내동 중앙장로교회 앞,노상,대전광역시 유성구 진잠로 102번길,대전광역시 유성구 원내동 92-3~10,,,대전광역시
죽동장애인복지관~북대전세무서,노상,대전광역시 유성구 북유성대로 166~188,대전광역시 유성구 죽동 600~죽동 597-1,,,대전광역시
수통골 공영주차장 입구 주변,노상,대전광역시 유성구 수통골로,대전광역시 유성구 계산동 352-8,,,대전광역시
관평동1공영,노외,대전광역시 유성구 관평1로 79(관평동),대전광역시 유성구 관평동 1175,,,대전광역시
관평동2공영,노외,대전광역시 유성구 테크노4로 57(관평동),대전광역시 유성구 관평동 734,,,대전광역시
관평동3공영,노외,대전광역시 유성구 테크노중앙로 55(관평동),대전광역시 유성구 관평동 788,,,대전광역시
관평동4공영,노외,대전광역시 유성구 테크노4로 107(관평동),대전광역시 유성구 관평동 932,,,대전광역시
관평동5공영,노외,대전광역시 유성구 관평1로 57(관평동),대전광역시 유성구 관평동 1052,,,대전광역시
용산동공영,노외,대전광역시 유성구 테크노중앙로 124(용산동),대전광역시 유성구 용산동 624,,,대전광역시
송강동(프라자옆)공영,노외,대전광역시 유성구 봉산로 27(송강동),대전광역시 유성구 송강동 16-1,,,대전광역시
송강동(굿모닝마트앞)공영,노외,대전광역시 유성구 구즉로58번길 31-11(송강동),대전광역시 유성구 송강동 36-2,,,대전광역시
봉산동공영,노외,대전광역시 유성구 구룡달전로 7-15(봉산동),대전광역시 유성구 봉산동 299,,,대전광역시
죽동공영,노외,대전광역시 유성구 북유성대로 172(죽동),대전광역시 유성구 죽동 598,,,대전광역시
유성구청 뒤,노상,대전광역시 유성구 대학로 211 (어은동),대전광역시 유성구 어은동 109,,,대전광역시
전민동 458-13일원,노상,대전광역시 유성구 전민로 26-1 (전민동),대전광역시 유성구 전민동 458-13일원,,,대전광역시
엑스포코아 앞,노상,대전광역시 유성구 엑스포로 488 (전민동),대전광역시 유성구 전민동 466-3,,,대전광역시
도룡동 우성(아)앞,노상,대전광역시 유성구 문지로22(도룡동),대전광역시 유성구 도룡동 401-3일원,,,대전광역시
신성동 한울(아)옆,노상,대전광역시 유성구 대덕대로541번길 87(도룡동),대전광역시 유성구 신성동 106 주변,,,대전광역시
숯골원냉면 주변,노상,"대전광역시 유성구 신성로84번길 18-1 (신성동, 대원빌라)",대전광역시 유성구 신성동 136-4일원,,,대전광역시
신성동 첨단주유소~신성삼거리,노상,"대전광역시 유성구 가정로 43 (신성동, 삼성한울아파트)",대전광역시 유성구 신성동 160-1일원(시간제주차),,,대전광역시
럭키하나아파트 주변,노상,대전광역시 유성구 신성남로 27 (신성동),대전광역시 유성구 신성동 206일원,,,대전광역시
신성동애경기술원전면,노상,대전광역시 유성구 신성남로 120 (신성동),대전광역시 유성구 신성동 217-2일원,,,대전광역시
주막공원~숯골길,노상,대전광역시 유성구 신성로62번길 9(신성동),대전광역시 유성구 신성동 466,,,대전광역시
도덕봉가든일원,노상,대전광역시 유성구 동서대로 189번길,대전광역시 유성구 덕명동 171-96번지 일원,,,대전광역시
요한이네할인매장 맞은편~유진아이티 맞은편,노상,대전광역시 유성구 노은서로 6,대전광역시 유성구 노은동 562-9 일원,,,대전광역시
강남동태찜~청명공인중개사 맞은편,노상,대전광역시 유성구 은구비로 2,대전광역시 유성구 지족동 884-1 일원,,,대전광역시
대전원예농협~대신수산,노상,대전광역시 유성구 노은동 8,대전광역시 유성구 노은동 567-3 일원,,,대전광역시
유성경찰서~죽동 622,노상,대전광역시 유성구 북유성대로 112,대전광역시 유성구 죽동 622~629,,,대전광역시
태평2동거주자우선주차장,노상,대전광역시 중구 동서대로1207번길 53,대전광역시 중구 태평동 368번지 일원,,,대전광역시
태평동 강변4안길,노상,대전광역시 중구 유등천동로 554,대전광역시 중구 태평동 364-8번지 일원,,,대전광역시
호동제1노상,노상,대전광역시 중구 대종로171번길 49,대전광역시 중구 호동 247-2,,,대전광역시
호동제2노상,노상,대전광역시 중구 모암로 13,대전광역시 중구 호동 23-1,,,대전광역시
호동제3노상,노상,대전광역시 중구 모암로14번길 36,대전광역시 중구 호동 17-9,,,대전광역시
충무로(650m),노상,대전광역시 중구 보문로 160,대전광역시 중구 대사동 97-16,,,대전광역시
선화동제4노상,노상,대전광역시 중구 중앙로 119,대전광역시 중구 선화동 226,,,대전광역시
오류동제2노상,노상,대전광역시 중구 계룡로 852,대전광역시 중구 오류동 175-1,,,대전광역시
오류동제3노상,노상,대전광역시 중구 계룡로 852,대전광역시 중구 오류동 175-1,,,대전광역시
오류동제4노상,노상,대전광역시 중구 계룡로 852,대전광역시 중구 오류동 175-1,,,대전광역시
대흥로(360m),노상,대전광역시 중구 대흥로 69,대전광역시 중구 대흥동 508-14,,,대전광역시
충무로(650m),노상,대전광역시 중구 충무로 139,대전광역시 중구 부사동 87-14,,,대전광역시
궁동 457-1일원,노상,대전광역시 유성구 문화원로37번길 36 (궁동),대전광역시 유성구 궁동 457-3일원,,,대전광역시
은행동제2노상,노상,대전광역시 중구 대종로 528,대전광역시 중구 은행동 24-8,,,대전광역시
중촌동제1노상,노상,대전광역시 중구 목중로26번길 29,대전광역시 중구 중촌동 16-1(현대@111106동),,,대전광역시
중촌동제2노상,노상,대전광역시 중구 목중로 50,대전광역시 중구 중촌동 16-10,,,대전광역시
중촌동제3노상,노상,대전광역시 중구 동서대로1421번길 30,대전광역시 중구 중촌동 405-3,,,대전광역시
중촌동제4노상,노상,대전광역시 중구 대전천서로 616,대전광역시 중구 중촌동 382-1,,,대전광역시
중촌동제5노상,노상,대전광역시 중구 대종로 634,대전광역시 중구 중촌동 14-1,,,대전광역시
