주차장명,주차장유형,소재지도로명주소,소재지지번주소,위도,경도,제공기관명
중촌동제6노상,노상,대전광역시 중구 대종로 634,대전광역시 중구 중촌동 14-1,,,대전광역시
중촌동제7노상,노상,대전광역시 중구 대종로 661,대전광역시 중구 중촌동 102-1,,,대전광역시
중촌동제8노상,노상,대전광역시 중구 어덕마을로 160-10,대전광역시 중구 중촌동 25-7 일원,,,대전광역시
중촌동제9노상,노상,대전광역시 중구 목중로26번길 29,대전광역시 중구 중촌동 16-1 (현대@112113동),,,대전광역시
태평1동제1노상,노상,대전광역시 중구 수침로 54-3,대전광역시 중구 태평동 278-14,,,대전광역시
태평1동제2노상,노상,대전광역시 중구 수침로 54-22,대전광역시 중구 태평동 281-12,,,대전광역시
태평1동제3노상,노상,대전광역시 중구 계백로1653번길 133,대전광역시 중구 태평동 278-1,,,대전광역시
태평1동제4노상,노상,대전광역시 중구 동서대로 1272,대전광역시 중구 태평동 262-47,,,대전광역시
태평1동제5노상,노상,대전광역시 중구 동서대로1273번길 31,대전광역시 중구 태평동 255-6,,,대전광역시
태평1동제6노상,노상,대전광역시 중구 수침로 138,대전광역시 중구 태평동 253-1,,,대전광역시
태평2동제1노상,노상,대전광역시 중구 태평로 143,대전광역시 중구 태평동 365-4,,,대전광역시
태평2동제2노상,노상,대전광역시 중구 유등천동로 500,대전광역시 중구 태평동 414-22,,,대전광역시
용두동 제5노상,노상,대전광역시 중구 계룡로737번길 27,대전광역시 중구 용두동 160-1,,,대전광역시
유천1동제1노상,노상,대전광역시 중구 계백로1584번길 114,대전광역시 중구 유천동 272-36,,,대전광역시
유천1동제2노상,노상,대전광역시 중구 계백로1566번길 57,대전광역시 중구 유천동 297-21,,,대전광역시
유천1동 제3노상,노상,대전광역시 중구 당디로 112,대전광역시 중구 유천동 332-28,,,대전광역시
유천2동제1노상,노상,대전광역시 중구 문화로 149,대전광역시 중구 유천동 142-14,,,대전광역시
유천2동제3노상,노상,대전광역시 중구 유천로18번길 68,대전광역시 중구 유천동 141-1,,,대전광역시
유천2동제4노상,노상,대전광역시 중구 유천로34번길 78,대전광역시 중구 유천동 137-1,,,대전광역시
유천2동제5노상,노상,대전광역시 중구 계백로1566번길 57,대전광역시 중구 유천동 297-21,,,대전광역시
유천2동제6노상,노상,대전광역시 중구 문화로105번길 30,대전광역시 중구 유천동 272-1,,,대전광역시
유천2동제7노상,노상,대전광역시 중구 유천로102번길 36,대전광역시 중구 유천동 200번지 일원,,,대전광역시
유천2동제8노상,노상,대전광역시 중구 유천로32,대전광역시 중구 유천동 171번지 일원,,,대전광역시
대사동제6노상,노상,,대전광역시 중구 대사동 147-2,36.3148855,127.424512,대전광역시 중구
대흥동제12노상,노상,,대전광역시 중구 대흥동 106-49,36.319398,127.428253,대전광역시 중구
호동제4노상,노상,,대전광역시 중구 호동 137-2,36.298998,127.441169,대전광역시 중구
대흥동제6노외,노외,대전광역시 중구 테미로 20-7,대전광역시 중구 대흥동 326-34,36.31997162,127.4205669,대전광역시 중구
대사동제1노외,노외,대전광역시 중구 보문산공원로497번안길 26,대전광역시 중구 대사동 197,36.31139953,127.4199756,대전광역시 중구
대사동제2노외,노외,대전광역시 중구 보문산공원로497번길 81-7,대전광역시 중구 대사동 197-6,36.31047717,127.4195651,대전광역시 중구
용두동제1노외,노외,대전광역시 중구 용두로 17-2,대전광역시 중구 용두동 31-1,36.32616718,127.409629,대전광역시 중구
유천2동제2시간제,노상,대전광역시 중구 계백로 1600,대전광역시 중구 유천동 185-1,36.31822927,127.3978785,대전광역시 중구
선화동제1노상,노상,대전광역시 중구 선화로 119번길 16-3,대전광역시 중구 선화동 139,36.33106318,127.4200678,대전광역시 중구
선화동제2노상,노상,대전광역시 중구 선화로 126-10,대전광역시 중구 선화동 243-1,36.33033724,127.4210001,대전광역시 중구
선화동제3노상,노상,대전광역시 중구 중앙로 101,대전광역시 중구 선화동 287-2,36.32677115,127.4207316,대전광역시 중구
문화1동제1노상,노상,대전광역시 중구 중앙로16번길 5,대전광역시 중구 문화동 1-21,36.32253927,127.4146817,대전광역시 중구
문화1동제2노상,노상,대전광역시 중구 계룡로 904번길 30,대전광역시 중구 문화동 1-39,36.32092858,127.4119235,대전광역시 중구
문화1동제3노상,노상,대전광역시 중구 계룡로 910,대전광역시 중구 문화동 1-30,36.32109597,127.4135315,대전광역시 중구
대흥동제1노상,노상,대전광역시 중구 보문로 230번길 69,대전광역시 중구 대흥동 418-1,36.32525301,127.4255734,대전광역시 중구
문화1동제6노상,노상,대전광역시 중구 과례로 66,대전광역시 중구 문화동 19-1,36.31374695,127.4134246,대전광역시 중구
산성동제14노상,노상,대전광역시 중구 유등천동로 298-11,대전광역시 중구 산성동 168-8,36.3084665,127.3856466,대전광역시 중구
석교동제5노상,노상,대전광역시 중구 대종로224번길 28,대전광역시 중구 석교동 58-11,36.30976768,127.4432856,대전광역시 중구
유천1동제4노상,노상,대전광역시 중구 계백로 1565번길 11,대전광역시 중구 유천동 307-1,36.31809379,127.3934231,대전광역시 중구
석교동제4노상,노상,대전광역시 중구 돌다리로8번길 57,대전광역시 중구 석교동 6-6,36.30996836,127.4395552,대전광역시 중구
사정동제3노상,노상,대전광역시 중구 산서로71번길 16,대전광역시 중구 사정동 350-1,36.29663206,127.3904884,대전광역시 중구
산성동제11노상,노상,대전광역시 중구 문화로78번길5,대전광역시 중구 산성동 104-42,36.31119411,127.394592,대전광역시 중구
산성동제12노상,노상,대전광역시 중구 유등천동로292번길 69,대전광역시 중구 산성동 161-4,36.30794957,127.3889332,대전광역시 중구
안영동제2노상,노상,대전광역시 중구 대둔산로200번길 38,대전광역시 중구 안영동 687-2,36.28739026,127.3814071,대전광역시 중구
대흥동제11노상,노상,대전광역시 중구 수도산로47번길 48,대전광역시 중구 대흥동 172-4,36.32350212,127.4281443,대전광역시 중구
은행동제3노상,노상,대전광역시 중구 중앙로 157-2,대전광역시 중구 은행동 330,36.32928165,127.4272111,대전광역시 중구
대사동제5노상,노상,,대전광역시 중구 대사동 122-2,36.3153616,127.424938,대전광역시 중구
용두동제3노상,노상,대전광역시 중구 동서대로1327번길 46,대전광역시 중구 용두동 141-11,,,대전광역시
용두동 제4노상,노상,대전광역시 중구 계룡로737번길 27,대전광역시 중구 용두동 160-1,,,대전광역시
태평1동제3노상,노상,대전광역시 중구 계백로1653번길 133,대전광역시 중구 태평동 278-1,36.32570773,127.4016161,대전광역시 중구
태평1동제5노상,노상,대전광역시 중구 동서대로1273번길 31,대전광역시 중구 태평동 255-6,36.32896935,127.4004663,대전광역시 중구
태평1동제6노상,노상,대전광역시 중구 수침로 138,대전광역시 중구 태평동 253-1,36.33232854,127.3981832,대전광역시 중구
태평2동제1노상,노상,대전광역시 중구 태평로 143,대전광역시 중구 태평동 365-4,36.32938362,127.3962203,대전광역시 중구
태평2동제2노상,노상,대전광역시 중구 유등천동로 500,대전광역시 중구 태평동 414-22,36.3256533,127.3903261,대전광역시 중구
태평2동제3노상,노상,대전광역시 중구 동서대로1207번길 53,대전광역시 중구 태평동 368,36.3285686,127.3949125,대전광역시 중구
태평2동제4노상,노상,대전광역시 중구 유등천동로 554,대전광역시 중구 태평동 364-8,36.32958603,127.3937095,대전광역시 중구
호동제1노상,노상,,대전광역시 중구 호동 351-6,36.30555021,127.4454008,대전광역시 중구
호동제2노상,노상,대전광역시 중구 모암로 13,대전광역시 중구 호동 23-1,36.30307095,127.449074,대전광역시 중구
호동제3노상,노상,대전광역시 중구 모암로14번길 36,대전광역시 중구 호동 17-9,36.30474742,127.4479673,대전광역시 중구
대사동시간제,노상,대전광역시 중구 보문로 160,대전광역시 중구 대사동 97-16,36.31753418,127.4262992,대전광역시 중구
선화동제4노상,노상,대전광역시 중구 중앙로 119,대전광역시 중구 선화동 226,36.32794622,127.4228704,대전광역시 중구
오류동제2노상,노상,대전광역시 중구 계룡로 852,대전광역시 중구 오류동 175-1,36.32526739,127.406635,대전광역시 중구
오류동제3노상,노상,대전광역시 중구 계룡로 852,대전광역시 중구 오류동 175-1,36.32526739,127.406635,대전광역시 중구
오류동제4노상,노상,대전광역시 중구 계룡로 852,대전광역시 중구 오류동 175-1,36.32526739,127.406635,대전광역시 중구
대흥동시간제,노상,대전광역시 중구 대흥로 69,대전광역시 중구 대흥동 508-14,36.32394828,127.4208398,대전광역시 중구
부사동시간제,노상,대전광역시 중구 충무로 139,대전광역시 중구 부사동 87-14,36.31981529,127.4317576,대전광역시 중구
태평동시간제,노상,대전광역시 중구 동서대로1235번길 4,대전광역시 중구 태평동 335-14,36.32669184,127.3972404,대전광역시 중구
유천2동제1시간제,노상,대전광역시 중구 평촌로 84,대전광역시 중구 유천동 196,36.32190918,127.3966211,대전광역시 중구
용두동 제4노상,노상,대전광역시 중구 계룡로737번길 27,대전광역시 중구 용두동 160-1,36.33363551,127.4013659,대전광역시 중구
용두동 제5노상,노상,대전광역시 중구 계룡로737번길 27,대전광역시 중구 용두동 160-1,36.33363551,127.4013659,대전광역시 중구
유천1동제2노상,노상,대전광역시 중구 계백로1566번길 57,대전광역시 중구 유천동 297-21,36.31501653,127.3953088,대전광역시 중구
유천1동제3노상,노상,대전광역시 중구 당디로 107,대전광역시 중구 유천동 335-23,36.31437729,127.3912946,대전광역시 중구
유천2동제1노상,노상,대전광역시 중구 문화로 149,대전광역시 중구 유천동 142-14,36.31377283,127.4018983,대전광역시 중구
유천2동제3노상,노상,대전광역시 중구 유천로18번길 68,대전광역시 중구 유천동 141-1,36.31495743,127.402597,대전광역시 중구
유천2동제4노상,노상,대전광역시 중구 유천로34번길 78,대전광역시 중구 유천동 137-1,36.31653954,127.402704,대전광역시 중구
유천2동제5노상,노상,대전광역시 중구 계백로1566번길 57,대전광역시 중구 유천동 297-21,36.31501653,127.3953088,대전광역시 중구
유천2동제6노상,노상,대전광역시 중구 문화로105번길 30,대전광역시 중구 유천동 272-1,36.31360908,127.396991,대전광역시 중구
은행동제2노상,노상,대전광역시 중구 대종로 528,대전광역시 중구 은행동 24-8,36.33098666,127.4238228,대전광역시 중구
중촌동제1노상,노상,대전광역시 중구 목중로26번길 29,대전광역시 중구 중촌동 16-1,36.33861226,127.4109113,대전광역시 중구
중촌동제2노상,노상,대전광역시 중구 목중로 50,대전광역시 중구 중촌동 16-10,36.3378398,127.4096161,대전광역시 중구
중촌동제3노상,노상,대전광역시 중구 동서대로1421번길 28,대전광역시 중구 중촌동 405-3,36.33612296,127.4128149,대전광역시 중구
중촌동제4노상,노상,대전광역시 중구 대전천서로 616,대전광역시 중구 중촌동 382-1,36.33855904,127.4159804,대전광역시 중구
중촌동제5노상,노상,대전광역시 중구 대종로 634,대전광역시 중구 중촌동 14-1,36.33842277,127.4147891,대전광역시 중구
중촌동제6노상,노상,대전광역시 중구 대종로 634,대전광역시 중구 중촌동 14-1,36.33842277,127.4147891,대전광역시 중구
중촌동제7노상,노상,대전광역시 중구 대종로 661,대전광역시 중구 중촌동 102-1,36.33901906,127.4126086,대전광역시 중구
중촌동제8노상,노상,대전광역시 중구 어덕마을로 160-10,대전광역시 중구 중촌동 25-7,36.34254883,127.4103435,대전광역시 중구
중촌동제9노상,노상,대전광역시 중구 목중로26번길 29,대전광역시 중구 중촌동 16-1,36.33861226,127.4109113,대전광역시 중구
태평1동제1노상,노상,대전광역시 중구 수침로 54-3,대전광역시 중구 태평동 278-14,36.32443408,127.4011119,대전광역시 중구
태평1동제2노상,노상,대전광역시 중구 수침로 54-22,대전광역시 중구 태평동 281-12,36.32403193,127.4020094,대전광역시 중구
석교동제1노상,노상,대전광역시 중구 신기로7번길 10,대전광역시 중구 석교동 84-15,36.3075822,127.4476717,대전광역시 중구
석교동제2노상,노상,대전광역시 중구 대종로 235,대전광역시 중구 석교동 9-1,36.30961984,127.4413979,대전광역시 중구
석교동제3노상,노상,대전광역시 중구 대종로 228,대전광역시 중구 석교동 12-4,36.30970496,127.4424094,대전광역시 중구
선화동제5노상,노상,대전광역시 중구 중앙로 101,대전광역시 중구 선화동 287-2,36.32677115,127.4207316,대전광역시 중구
선화동제6노상,노상,대전광역시 중구 대종로594번길 1,대전광역시 중구 선화동 120-5,36.33532208,127.4181814,대전광역시 중구
선화동제7노상,노상,대전광역시 중구 보문로 341,대전광역시 중구 선화동 151-1,36.3329134,127.4188053,대전광역시 중구
안영동제1노상,노상,대전광역시 중구 안영로 34,대전광역시 중구 안영동 650,36.29206098,127.3797727,대전광역시 중구
안영동제3노상,노상,대전광역시 중구 대둔산로 184번길 17,대전광역시 중구 안영동 694,36.28658038,127.3795899,대전광역시 중구
안영동제4노상,노상,대전광역시 중구 성산로 16,대전광역시 중구 안영동 650,36.29125932,127.379876,대전광역시 중구
오류동제1노상,노상,대전광역시 중구 오류로 41,대전광역시 중구 오류동 116-3,36.32400372,127.403482,대전광역시 중구
오류동제6노상,노상,대전광역시 중구 오류로74번길 13,대전광역시 중구 오류동 184-34,36.32712348,127.4038104,대전광역시 중구
오류동제7노상,노상,대전광역시 중구 계룡로816번길 42-8,대전광역시 중구 오류동 186-36,36.32687563,127.4043787,대전광역시 중구
오류동제8노상,노상,대전광역시 중구 계백로 1679,대전광역시 중구 오류동 168-7,36.32097663,127.4058346,대전광역시 중구
오류동제9노상,노상,대전광역시 중구 오류로 97-2,대전광역시 중구 오류동 190-17,36.32902555,127.4019800458,대전광역시 중구
옥계동제1노상,노상,대전광역시 중구 학고개로57번길 82,대전광역시 중구 옥계동 201,36.29647966,127.454621,대전광역시 중구
옥계동제2노상,노상,대전광역시 중구 대종로71번길 13,대전광역시 중구 옥계동 47-23,36.29903653,127.4533302,대전광역시 중구
옥계동제3노상,노상,대전광역시 중구 대종로 41,대전광역시 중구 옥계동 149-14,36.29708055,127.4559055,대전광역시 중구
옥계동제4노상,노상,대전광역시 중구 대종로71번길 98,대전광역시 중구 옥계동 27-8,36.30046116,127.4502407,대전광역시 중구
용두동제1노상,노상,대전광역시 중구 선화로 17,대전광역시 중구 용두동 27-13,36.32680851,127.4111889,대전광역시 중구
용두동제2노상,노상,대전광역시 중구 동서대로1327번길 68,대전광역시 중구 용두동 144-7,36.33181963,127.4046013,대전광역시 중구
용두동제3노상,노상,대전광역시 중구 동서대로1327번길 46,대전광역시 중구 용두동 141-11,36.33101961,127.4054666,대전광역시 중구
오류동제7노상,노상,대전광역시 중구 계룡로816번길 42-8,대전광역시 중구 오류동 186-36,,,대전광역시
오류동제8노상,노상,대전광역시 중구 계백로 1679,대전광역시 중구 오류동 168-7,,,대전광역시
오류동제9노상,노상,대전광역시 중구 오류로 97-2,대전광역시 중구 오류동 190-17,,,대전광역시
옥계동제1노상,노상,대전광역시 중구 학고개로57번길 82,대전광역시 중구 옥계동 201,,,대전광역시
옥계동제2노상,노상,대전광역시 중구 대종로71번길 13,대전광역시 중구 옥계동 47-23,,,대전광역시
옥계동제3노상,노상,대전광역시 중구 대종로 41,대전광역시 중구 옥계동 149-14,,,대전광역시
옥계동제4노상,노상,대전광역시 중구 대종로71번길 98,대전광역시 중구 옥계동 27-8,,,대전광역시
용두동제1노상,노상,대전광역시 중구 선화로 17,대전광역시 중구 용두동 27-13,,,대전광역시
용두동제2노상,노상,대전광역시 중구 동서대로1327번길 68,대전광역시 중구 용두동 144-7,,,대전광역시
산성동제6노상,노상,대전광역시 중구 산성로 32,대전광역시 중구 산성동 321,36.30636934,127.3923831,대전광역시 중구
산성동제13노상,노상,대전광역시 중구 유등천동로 218,대전광역시 중구 산성동 120-15,36.30342557,127.3827292,대전광역시 중구
산성동제7노상,노상,대전광역시 중구 대둔산로364번길 33-12,대전광역시 중구 산성동 275-1,36.30244065,127.388296,대전광역시 중구
산성동 제8노상,노상,대전광역시 중구 문화로45번길 15-1,대전광역시 중구 산성동 147-31,36.31129641,127.3904698,대전광역시 중구
산성동 제9노상,노상,대전광역시 중구 대둔산로480번길 8,대전광역시 중구 산성동 145-4,36.31176845,127.3893938,대전광역시 중구
산성동 제10노상,노상,대전광역시 중구 산성로57번길 16,대전광역시 중구 산성동 64-48,36.30808528,127.3947383,대전광역시 중구
벌말지구 주차장,노외,대전광역시 대덕구 대청로 526번길 33,대전광역시 대덕구 미호동 220-6,36.46720558,127.4708289,대전광역시 대덕구
중리미래공영주차장,노외,대전광역시 대덕구 중리로75번길 9,대전광역시 대덕구 중리동 363-23,36.36564901,127.4244429,대전광역시 대덕구
용호동주차장,노외,,대전광역시 대덕구 용호동 177-1,36.436087,127.4508958,대전광역시 대덕구
삼정동 제1공영주차장,노외,,대전광역시 대덕구 삼정동 310-1,36.45001037,127.4668463,대전광역시 대덕구
중리행복길①공영주차장,노외,대전광역시 대덕구 중리남로27번길 5,대전광역시 대덕구 중리동 196-10,36.360762,127.4288059,대전광역시 대덕구
중리행복길②공영주차장,노외,대전광역시 대덕구 중리동로17번길 32,대전광역시 대덕구 중리동 197-17,36.360553,127.4279318,대전광역시 대덕구
중리만남공영주차장,노외,대전광역시 대덕구 중리남로8번길 3,대전광역시 대덕구 중리동 180-1,36.36149254,127.4305618,대전광역시 대덕구
비래동 제2공영주차장,노외,,대전광역시 대덕구 비래동 412-2,36.36621624,127.4474996,대전광역시 대덕구
중리구봉공영주차장,노외,,대전광역시 대덕구 중리동 164-5,36.361489,127.4270616,대전광역시 대덕구
용호마을테마먹거리촌공영주차장,노외,대전광역시 대덕구 대청로 238,대전광역시 대덕구 용호동 44-2,36.44832071,127.4512973,대전광역시 대덕구
한촌공원 주차장,노외,,대전광역시 대덕구 중리동 223-1,36.35715496,127.4217853,대전광역시 대덕구
비래동로 31번길 공영주차장,노외,대전광역시 대덕구 비래동로31번길 13,대전광역시 대덕구 비래동 128-4,36.35661308,127.4497824,대전광역시 대덕구
비래동로 23번길 공영주차장,노외,대전광역시 대덕구 비래동로23번길 28,대전광역시 대덕구 비래동 128-10,36.356673,127.4490253,대전광역시 대덕구
회덕동 공영주차장,노외,,대전광역시 대덕구 읍내동 247-3,36.3767305,127.4217681,대전광역시 대덕구
산디마을 공영주차장,노외,,대전광역시 대덕구 장동 670,36.3952939,127.4424192,대전광역시 대덕구
석봉과선교 철도주변 공영주차장,노외,,대전광역시 대덕구 석봉동 387-3,36.44667756,127.428621,대전광역시 대덕구
새뜸마을안길 공영주차장,노외,,대전광역시 대덕구 장동 783,36.40287276,127.4361139,대전광역시 대덕구
장동욕골지구 공영주차장,노외,대전광역시 대덕구 장동로 223-10,대전광역시 대덕구 장동 367-4,36.4140307,127.438006,대전광역시 대덕구
송촌공영주차장,노외,대전광역시 대덕구 계족산로81번길 11,대전광역시 대덕구 송촌동 478-1,36.36366454,127.4399154,대전광역시 대덕구
송촌먹자골목공영주차장,노외,대전광역시 대덕구 송촌북로32번길 28,대전광역시 대덕구 송촌동 458,36.36549657,127.4377195,대전광역시 대덕구
송촌주민센터공영주차장,노외,대전광역시 대덕구 동춘당로114번길 9,대전광역시 대덕구 송촌동 460-1,36.36700874,127.4382093,대전광역시 대덕구
읍내어울림공영주차장,노외,대전광역시 대덕구 계족로 728,대전광역시 대덕구 읍내동 575-5,36.37632865,127.4277639,대전광역시 대덕구
송촌소리공영주차장,노외,대전광역시 대덕구 계족산로81번길 116,대전광역시 대덕구 송촌동 448-1,36.36731791,127.4364683,대전광역시 대덕구
송촌대양공영주차장,노외,대전광역시 대덕구 계족산로36번길 71,대전광역시 대덕구 송촌동 487-1,36.36225469,127.439054,대전광역시 대덕구
송촌진가쟁이공영주차장,노외,대전광역시 대덕구 선비마을로5번길 26,대전광역시 대덕구 송촌동 505-2,36.36283038,127.4451787,대전광역시 대덕구
법동생활체육공영주차장,노외,대전광역시 대덕구 선비마을로 260,대전광역시 대덕구 법동 440-1,36.37496754,127.428366,대전광역시 대덕구
대화동 두레 주차장,노외,대전광역시 대덕구 대화15길 34,대전광역시 대덕구 대화동 16-25,36.36346341,127.417612,대전광역시 대덕구
신탄진역앞공영주차장,노외,대전광역시 대덕구 신탄진동로7번길 64,대전광역시 대덕구 신탄진동 140-25,36.45041533,127.4297186,대전광역시 대덕구
산중골주차장,노외,대전광역시 대덕구 계족로740번길 80,대전광역시 대덕구 읍내동 11-1,36.37825836,127.4314387,대전광역시 대덕구
신대지구 제1공영주차장,노외,,대전광역시 대덕구 신대동 357-5,36.3977378,127.4205356,대전광역시 대덕구
신대지구 제2공영주차장,노외,,대전광역시 대덕구 신대동 238-1,36.3981338,127.4187879,대전광역시 대덕구
비래동공영주차장,노외,대전광역시 대덕구 비래동로16번길 49,대전광역시 대덕구 비래동 143-7,36.354602,127.4525433,대전광역시 대덕구
대덕산업단지주차장,노외,대전광역시 대덕구 문평동로 16,대전광역시 대덕구 문평동 80-1,36.44610531,127.4035766,대전광역시 대덕구
남경지구 제1공영주차장,노외,,대전광역시 대덕구 신탄진동 266-15,36.44350713,127.4318297,대전광역시 대덕구
남경지구 제2공영주차장,노외,,대전광역시 대덕구 신탄진동 295-128,36.4428146,127.4304192,대전광역시 대덕구
남경지구 제3공영주차장,노외,,대전광역시 대덕구 신탄진동 295-137,36.4429067,127.4314286,대전광역시 대덕구
송촌도서관 주차장,노외,대전광역시 대덕구 송촌로 59,대전광역시 대덕구 송촌동 165,36.360082,127.4401573,대전광역시 대덕구
문창시장공영주차장,노외,대전광역시 중구 대전천서로 279,대전광역시 중구 문창동 116-8,36.31561672,127.4384886,대전광역시 중구
유천시장공영주차장,노외,대전광역시 중구 유천로47번길 22,대전광역시 중구 유천동 211-5,36.31692977,127.3966599,대전광역시 중구
선화동제2노외,노외,대전광역시 중구 대종로521번길 29,대전광역시 중구 선화동 236-8,36.3291468,127.4220455,대전광역시 중구
대흥동제3노외,노외,대전광역시 중구 대흥로111번길 35,대전광역시 중구 대흥동 452-30,36.32463693,127.4237318,대전광역시 중구
대흥동제5노외,노외,대전광역시 중구 보문로230번길 37-2,대전광역시 중구 대흥동 452-74,36.32411911,127.4247484,대전광역시 중구
가양2동 50-2～ 85-2번지선,노상,대전광역시 동구 흥룡로,대전광역시 동구 가양2동사무소 맞은 편,,,대전광역시
대전일보 앞,노상,대전광역시 서구 계룡로314,대전광역시 서구 갈마동274-7,36.35351294,127.3639298,대전광역시 서구
서구청 앞,노상,대전광역시 서구 둔산서로 100,대전광역시 서구 둔산동 1300,36.35551069,127.3842716,대전광역시 서구
을지병원주변,노상,대전광역시 서구 둔산서로95,대전광역시 서구 둔산동1306,36.35504935,127.3820049,대전광역시 서구
월평길(월평초~월평중),노상,대전광역시 서구 월평동로21,대전광역시 서구 월평동663,36.35644125,127.3677733,대전광역시 서구
둔지미길(향촌@~파랑새@),노상,대전광역시 서구 둔지로 75,대전광역시 서구 둔산동 957,36.35604019,127.3764671,대전광역시 서구
갈마2동큰마을네거리주변,노상,대전광역시 서구 대덕대로164,대전광역시 서구 갈마동1435,36.34765243,127.376635,대전광역시 서구
계룡로 주변 노상주차장,노상,대전광역시 서구 대덕대로 176번길75,대전광역시 서구 둔산동1136,36.3462951,127.3795337,대전광역시 서구
석교동제3노상,노상,대전광역시 중구 대종로 228,대전광역시 중구 석교동 12-4,,,대전광역시
둔산로31번길,노상,대전광역시 서구 둔산로31번길72,대전광역시 서구 둔산동1001,36.35486894,127.3778061,대전광역시 서구
도시철도공사주변,노상,대전광역시 서구 월드컵대로480,대전광역시 서구 월평동160-20,36.34814869,127.352659,대전광역시 서구
산성동 제10노상,노상,대전광역시 중구 산성로 57번길 16-19,대전광역시 중구 산성동 64-48,,,대전광역시
석교동제1노상,노상,대전광역시 중구 신기로7번길 10,대전광역시 중구 석교동 84-15,,,대전광역시
석교동제2노상,노상,대전광역시 중구 대종로 235,대전광역시 중구 석교동 9-1,,,대전광역시
선화동제5노상,노상,대전광역시 중구 중앙로 101,대전광역시 중구 선화동 287-2,,,대전광역시
선화동제6노상,노상,대전광역시 중구 대종로594번길 1,대전광역시 중구 선화동 120-5,,,대전광역시
선화동제7노상,노상,대전광역시 중구 보문로 341,대전광역시 중구 선화동 151-1,,,대전광역시
선화동제9노상,노상,대전광역시 중구 선화서로 130번길 24,대전광역시 중구 선화동 157-1,,,대전광역시
안영동제1노상,노상,대전광역시 중구 안영로 34,대전광역시 중구 안영동 650,,,대전광역시
"안영동 창명2길, 4길",노상,대전광역시 중구 대둔산로 184번길 17,대전광역시 중구 안영동 694,,,대전광역시
안영동 성산3길,노상,대전광역시 중구 성산로 16,대전광역시 중구 안영동 650,,,대전광역시
오류동제1노상,노상,대전광역시 중구 오류로 41,대전광역시 중구 오류동 116-3,,,대전광역시
오류동제6노상,노상,대전광역시 중구 오류로74번길 13,대전광역시 중구 오류동 184-34,,,대전광역시
한국시스템공학센터울타리,노상,대전광역시 유성구 대학로 99 (궁동),대전광역시 유성구 어은동 52,,,대전광역시
산성동제2노상,노상,대전광역시 중구 대둔산로466번길 17,대전광역시 중구 산성동 145-40,,,대전광역시
산성동제3노상,노상,대전광역시 중구 보문산로 31,대전광역시 중구 산성동 78-5,,,대전광역시
산성동제4노상,노상,대전광역시 중구 대둔산로480번길 41,대전광역시 중구 산성동 136-95,,,대전광역시
산성동제5노상,노상,대전광역시 중구 유등천동로 292번길 89-14,대전광역시 중구 산성동 36-1번지 일원,,,대전광역시
산성동제6노상,노상,대전광역시 중구 산성로 32,대전광역시 중구 산성동 321번지 일원,,,대전광역시
산성동잔디1길,노상,대전광역시 중구 보문산로36번길 30,대전광역시 중구 산성동 120-15,,,대전광역시
산성동제7노상,노상,대전광역시 중구 대둔산로364번길 33-12,대전광역시 중구 산성동 275-1,,,대전광역시
산성동 제8노상,노상,대전광역시 중구 문화로 45번길,대전광역시 중구 산성동 147-31,,,대전광역시
산성동 제9노상,노상,대전광역시 중구 대둔산로480번길 8,대전광역시 중구 산성동 145-4,,,대전광역시
태평2동제1노외,노외,대전광역시 중구 유등천동로 396,대전광역시 중구 태평동 510-165,36.31705207,127.3868389,대전광역시 중구
태평2동제2노외,노외,대전광역시 중구 유등천동로 396,대전광역시 중구 태평동 423-22,36.31705207,127.3868389,대전광역시 중구
목동제1노외,노외,대전광역시 중구 목동로8번길 68,대전광역시 중구 목동 1-123,36.33438828,127.4124509,대전광역시 중구
문화1동제1노외,노외,,대전광역시 중구 문화동 44-2,36.30772838,127.4108213,대전광역시 중구
문화1동제2노외,노외,대전광역시 중구 과례로22번길 49,대전광역시 중구 문화동 114-1,36.30864957,127.4111884,대전광역시 중구
문화1동제3노외,노외,,대전광역시 중구 문화동 263-10,36.31381508,127.4114552,대전광역시 중구
문화1동제4노외,노외,,대전광역시 중구 문화동 259-6,36.31358989,127.4114792,대전광역시 중구
문화1동제5노외,노외,,대전광역시 중구 문화동 231-11,36.31294008,127.4112948,대전광역시 중구
문화1동제6노외,노외,대전광역시 중구 보문산로 345-8,대전광역시 중구 문화동 11-223,36.31352927,127.4146879,대전광역시 중구
문화1동제7노외,노외,,대전광역시 중구 문화동 13-9,36.3148502,127.4143978,대전광역시 중구
부사동제1노외,노외,대전광역시 중구 부용로 55,대전광역시 중구 부사동 423-6,36.30885556,127.4308234,대전광역시 중구
부사동제2노외,노외,대전광역시 중구 부사로32번길 15,대전광역시 중구 부사동 366-3,36.30947338,127.4354324,대전광역시 중구
부사동제3노외,노외,대전광역시 중구 부용로 32,대전광역시 중구 부사동 429-6,36.31077745,127.4306134,대전광역시 중구
안영동제2노외,노외,,대전광역시 중구 안영동 697,36.28529788,127.3825142,대전광역시 중구
안영동제3노외,노외,,대전광역시 중구 안영동 663,36.2905556,127.3797022,대전광역시 중구
침산동제1노외,노외,대전광역시 중구 산서로 180,대전광역시 중구 침산동 360,36.28716232,127.3909063,대전광역시 중구
석교동제1노외,노외,,대전광역시 중구 석교동 244-7,36.30717787,127.4368931,대전광역시 중구
