index,구,행정동,경도,위도,이름,구분
29304,동구,자양동,127.449646,36.335617,볶이시장,상권정보
29305,동구,자양동,127.44832,36.33782,유락미면식전문점,상권정보
29308,동구,자양동,127.44927,36.338795,1983더그레이 자양점,상권정보
29311,동구,자양동,127.44898,36.3414,복짬뽕,상권정보
29318,동구,자양동,127.44842,36.341557,갈비배달도시락스트릿테이블 자양동점,상권정보
29323,동구,자양동,127.448395,36.336086,파스타마마,상권정보
29325,동구,자양동,127.450554,36.3351,마더맘치킨,상권정보
29340,동구,자양동,127.448364,36.335682,폴카닷,상권정보
29344,동구,자양동,127.44717,36.33703,스푼,상권정보
29346,동구,자양동,127.449036,36.33919,공릉동멸치국수,상권정보
29351,동구,자양동,127.450935,36.33492,홍자네매운갈비찜,상권정보
29353,동구,자양동,127.449356,36.34078,푸드잇,상권정보
29354,동구,자양동,127.4481,36.33721,엉클부대찌개 자양점,상권정보
29358,동구,자양동,127.44881,36.341713,피자는치즈빨 본점,상권정보
29368,동구,자양동,127.45245,36.337864,에프앤비안스,상권정보
29369,동구,자양동,127.44868,36.340324,솔뫼해장국,상권정보
29370,동구,자양동,127.445366,36.334614,맘스떡볶이,상권정보
29374,동구,자양동,127.44848,36.341457,누룽지삼계탕,상권정보
29377,동구,자양동,127.44825,36.33616,짱돈,상권정보
29378,동구,자양동,127.442856,36.33563,모아식당,상권정보
29379,동구,자양동,127.44835,36.34165,비니커피,상권정보
29380,동구,자양동,127.44913,36.33865,"빵,한모금",상권정보
29381,동구,자양동,127.44818,36.336987,보름달카롱,상권정보
29385,동구,자양동,127.45047,36.339622,카페양순,상권정보
29389,동구,자양동,127.44982,36.343052,남맥나주곰탕 둔산점,상권정보
29391,동구,자양동,127.44469,36.33451,담다베이글 우송점,상권정보
29392,동구,자양동,127.44576,36.335686,올레식탁,상권정보
29393,동구,자양동,127.44685,36.335415,더김밥,상권정보
29394,동구,자양동,127.45057,36.334557,손가네김밥,상권정보
29396,동구,자양동,127.449036,36.33919,두찜 자양점,상권정보
29401,동구,자양동,127.45016,36.342693,착한낙지 자양점,상권정보
29404,동구,자양동,127.44898,36.3414,신떡푸드,상권정보
29406,동구,자양동,127.44556,36.33409,카페 캔버스,상권정보
29408,동구,자양동,127.45016,36.342693,상상낙지 대전본점,상권정보
29409,동구,자양동,127.44973,36.339844,분식쌀롱,상권정보
29410,동구,자양동,127.4499,36.341167,포트,상권정보
29411,동구,자양동,127.44863,36.34064,경성로맨스,상권정보
29412,동구,자양동,127.44564,36.334164,엘크펍,상권정보
29415,동구,자양동,127.4508,36.34147,참자연,상권정보
29417,동구,자양동,127.45052,36.33897,충성푸드,상권정보
29418,동구,자양동,127.44807,36.33823,무모한초밥 대전우송대점,상권정보
29419,동구,자양동,127.453384,36.33776,작은숩,상권정보
29420,동구,자양동,127.447075,36.336903,곰소수산도소매회센터,상권정보
29422,동구,자양동,127.44576,36.335686,육형제,상권정보
29423,동구,자양동,127.44791,36.33595,바글바글아이스크림,상권정보
29426,동구,자양동,127.44895,36.33828,몬스터버거,상권정보
29427,동구,자양동,127.451965,36.335995,달시아이스크림세계과자 우송대점,상권정보
29433,동구,자양동,127.447075,36.336903,곰소수산도소매,상권정보
29442,동구,자양동,127.449646,36.335617,미친피자 대전점,상권정보
29443,동구,자양동,127.449036,36.33919,삼돌이가게맥주,상권정보
29444,동구,자양동,127.448586,36.341053,떡볶이참잘하는집떡참 대전자양점,상권정보
29449,동구,자양동,127.449905,36.33541,불로군숯불두마리치킨&푸드,상권정보
29450,동구,자양동,127.449814,36.342728,덮밥제작소,상권정보
29451,동구,자양동,127.44967,36.340744,차이강중화요리,상권정보
29454,동구,자양동,127.4507,36.338367,직화삼겹피그킹 자양점,상권정보
29456,동구,자양동,127.449585,36.341637,만족,상권정보
29459,동구,자양동,127.44717,36.33703,하오츠마라탕 자양점,상권정보
29460,동구,자양동,127.449066,36.34236,겨울이네아이스크림,상권정보
29462,동구,자양동,127.44973,36.339844,아빠옛날떡볶이,상권정보
29463,동구,자양동,127.44698,36.335613,놀러와플 우송대점,상권정보
29465,동구,자양동,127.450005,36.34243,엄마맛집,상권정보
29467,동구,자양동,127.449066,36.339397,고기극찬,상권정보
29468,동구,자양동,127.44818,36.336987,샐러드위크,상권정보
29469,동구,자양동,127.44993,36.335056,우리동네닭강정 자양점,상권정보
29471,동구,자양동,127.44849,36.33914,아마이돈카츠,상권정보
29474,동구,자양동,127.44578,36.334362,우리할매떡볶이 우송대점,상권정보
29477,동구,자양동,127.44923,36.335747,카페 미니멈,상권정보
29479,동구,자양동,127.44866,36.33809,커피봇,상권정보
29483,동구,자양동,127.44576,36.335686,끄앙반KaangBan,상권정보
29484,동구,자양동,127.44863,36.34064,루마,상권정보
29487,동구,자양동,127.4475,36.340942,순살만공격 자양점,상권정보
29490,동구,자양동,127.44672,36.335865,유가마라탕중국식품,상권정보
29495,동구,자양동,127.44865,36.340523,피자런 동구점,상권정보
29501,동구,자양동,127.44973,36.339844,싸다구초밥,상권정보
29509,동구,자양동,127.4491,36.33535,용용샌드위치,상권정보
29512,동구,자양동,127.449234,36.34095,헝그리에프엔씨FnC,상권정보
29515,동구,자양동,127.44863,36.34064,언더,상권정보
29531,동구,자양동,127.45074,36.334213,마포닭발 동구점,상권정보
29532,동구,자양동,127.44981,36.335472,더꾸닭꾸,상권정보
29533,동구,자양동,127.446205,36.335636,어썸초밥,상권정보
29534,동구,자양동,127.44651,36.335556,포차1번지먹새통 우송대점,상권정보
29541,동구,자양동,127.44825,36.33616,디저트39 우송대동역점,상권정보
29543,동구,자양동,127.44962,36.342033,1인칭피자시점&순살zip,상권정보
29548,동구,자양동,127.44531,36.334503,노말보이즈클럽,상권정보
29553,동구,자양동,127.44633,36.33451,모테키,상권정보
29554,동구,자양동,127.45324,36.344933,손수파스타,상권정보
29555,동구,자양동,127.44854,36.341362,1989역전꼬마김밥 자양점,상권정보
29556,동구,자양동,127.44674,36.33414,바장마차,상권정보
29561,동구,자양동,127.45161,36.342392,푸줏간,상권정보
29565,동구,자양동,127.447,36.33345,일미리금계찜닭,상권정보
30126,동구,중앙동,127.43603,36.33173,에이치앤디이더블드림스,상권정보
30130,동구,중앙동,127.430786,36.329487,은진다방,상권정보
30134,동구,중앙동,127.4291,36.3334,유정아구탕,상권정보
30135,동구,중앙동,127.43241,36.33219,김밥천국식당,상권정보
30141,동구,중앙동,127.43063,36.32974,베트남쌀국수,상권정보
30148,동구,중앙동,127.43928,36.33601,신새한기사식당,상권정보
30167,동구,중앙동,127.43144,36.331528,귀빈다방,상권정보
30173,동구,중앙동,127.43125,36.331886,도심회관,상권정보
30175,동구,중앙동,127.44028,36.331623,버스정류장,상권정보
30177,동구,중앙동,127.43125,36.331886,도심회관식당,상권정보
30178,동구,중앙동,127.43332,36.326607,남경반점,상권정보
30188,동구,중앙동,127.43141,36.331116,남도식당,상권정보
30193,동구,중앙동,127.43095,36.33397,청주식당,상권정보
30194,동구,중앙동,127.43165,36.3306,역전추어탕-생고기,상권정보
30198,동구,중앙동,127.43173,36.328617,개천식당,상권정보
30203,동구,중앙동,127.43176,36.33226,2900냥해장국,상권정보
30205,동구,중앙동,127.4315,36.3326,그냥갈수없잖아유,상권정보
30219,동구,중앙동,127.43049,36.33077,백양,상권정보
30223,동구,중앙동,127.43326,36.330475,몽마르뜨식당,상권정보
30228,동구,중앙동,127.43175,36.329132,중앙족발,상권정보
30231,동구,중앙동,127.430855,36.32932,은하다방,상권정보
30245,동구,중앙동,127.43131,36.331158,별채,상권정보
30246,동구,중앙동,127.43211,36.334396,대전역3층스낵,상권정보
30250,동구,중앙동,127.43211,36.334396,대전역3층탐앤탐스커피,상권정보
30258,동구,중앙동,127.43211,36.334396,대전역1층스낵점,상권정보
30261,동구,중앙동,127.43046,36.332363,장터국밥,상권정보
30265,동구,중앙동,127.4311,36.329365,선미식당,상권정보
30274,동구,중앙동,127.434425,36.329243,대흥수산,상권정보
30283,동구,중앙동,127.43338,36.330563,김밥천국,상권정보
30288,동구,중앙동,127.4332,36.328823,멍구네옛날통닭,상권정보
30291,동구,중앙동,127.431335,36.329006,대우수산,상권정보
30300,동구,중앙동,127.4335,36.32853,우리식당,상권정보
30303,동구,중앙동,127.428215,36.33273,금성삼계탕,상권정보
30310,동구,중앙동,127.4305,36.331066,다정다방,상권정보
30330,동구,중앙동,127.4307,36.334877,황실다방,상권정보
30333,동구,중앙동,127.43211,36.334396,씨제이푸드빌,상권정보
30357,동구,중앙동,127.43385,36.32781,오씨칼국수,상권정보
30364,동구,중앙동,127.430855,36.332554,삼대째전통칼국수,상권정보
30369,동구,중앙동,127.431,36.3315,아름다방,상권정보
30373,동구,중앙동,127.43696,36.33717,라운지엑스소제양갱갱갱,상권정보
30376,동구,중앙동,127.43074,36.331398,곤지암할매소머리국밥 대전역점,상권정보
30409,동구,중앙동,127.438545,36.33041,고향반점,상권정보
30411,동구,중앙동,127.433495,36.33016,가람,상권정보
30413,동구,중앙동,127.43671,36.3368,라운지엑스 소제점,상권정보
30417,동구,중앙동,127.43864,36.33531,까몽,상권정보
30444,동구,중앙동,127.43125,36.333015,똘똘이네,상권정보
30450,동구,중앙동,127.430405,36.33085,미림실내마차,상권정보
30463,동구,중앙동,127.43095,36.33397,우리동네착한커피,상권정보
30464,동구,중앙동,127.43201,36.333405,카페 1424,상권정보
30468,동구,중앙동,127.43211,36.334396,롯데리아대전역사점대전역사점 대전역사점,상권정보
30469,동구,중앙동,127.4307,36.32902,쥬봉쌀국수,상권정보
30470,동구,중앙동,127.44048,36.331112,진선식당,상권정보
30474,동구,중앙동,127.43007,36.333874,청수다방,상권정보
30487,동구,중앙동,127.43763,36.332127,한밭대가,상권정보
30501,동구,중앙동,127.430984,36.32994,석다방,상권정보
30504,동구,중앙동,127.430984,36.32994,선미식당,상권정보
30512,동구,중앙동,127.42755,36.3336,왕관식당,상권정보
30527,동구,중앙동,127.43211,36.334396,탐앤탐스대전역점 대전역점,상권정보
30532,동구,중앙동,127.43095,36.329563,오복냉면,상권정보
30540,동구,중앙동,127.43086,36.32884,알레그로커피,상권정보
30544,동구,중앙동,127.43417,36.32698,중교옥,상권정보
30546,동구,중앙동,127.431366,36.329716,장군님닭,상권정보
30548,동구,중앙동,127.43928,36.33601,신새한기사님식당,상권정보
30551,동구,중앙동,127.431175,36.331455,안성국밥,상권정보
30558,동구,중앙동,127.42851,36.334255,커피볶는카페 커피볶는,상권정보
30566,동구,중앙동,127.43029,36.33191,카페위드하우스 위드하우스,상권정보
30572,동구,중앙동,127.42972,36.33306,배꼽시계,상권정보
30574,동구,중앙동,127.43399,36.329323,웰빙식당,상권정보
30575,동구,중앙동,127.42923,36.333942,태화장,상권정보
30577,동구,중앙동,127.43093,36.33322,은성다방,상권정보
30580,동구,중앙동,127.43109,36.32969,오복냉면집,상권정보
30582,동구,중앙동,127.43706,36.335667,볕,상권정보
30583,동구,중앙동,127.43205,36.3319,미소야식당,상권정보
30587,동구,중앙동,127.432755,36.327442,맘스카페,상권정보
30590,동구,중앙동,127.43164,36.33242,베트남쌀국수,상권정보
30591,동구,중앙동,127.43167,36.328773,옥천순대,상권정보
30597,동구,중앙동,127.43127,36.32834,싸지롱커피,상권정보
30603,동구,중앙동,127.43211,36.334415,육첩반상,상권정보
30607,동구,중앙동,127.433365,36.327778,초원스넥,상권정보
30609,동구,중앙동,127.43211,36.334396,㈜대신제과,상권정보
30611,동구,중앙동,127.43211,36.334396,호오탕탕부산어묵,상권정보
30612,동구,중앙동,127.435486,36.32705,대웅다방,상권정보
30618,동구,중앙동,127.429634,36.330746,오꼬숑,상권정보
30620,동구,중앙동,127.43211,36.334396,던킨도너츠 대전역,상권정보
30624,동구,중앙동,127.43106,36.329338,옥천식당,상권정보
30625,동구,중앙동,127.43234,36.329353,고을해장국,상권정보
30628,동구,중앙동,127.433784,36.328476,토우한우전문점,상권정보
30629,동구,중앙동,127.43211,36.334396,구즉여울묵,상권정보
30633,동구,중앙동,127.43022,36.33056,롯데리아 대전중동점,상권정보
30635,동구,중앙동,127.43396,36.32673,청년구단협동조합,상권정보
30636,동구,중앙동,127.439995,36.332066,명인만두 신안동점,상권정보
30637,동구,중앙동,127.43441,36.326675,국수와전,상권정보
30645,동구,중앙동,127.43159,36.33144,자금성,상권정보
30650,동구,중앙동,127.43017,36.332523,정동문화사,상권정보
30656,동구,중앙동,127.43802,36.33409,익선다다오아시스,상권정보
30660,동구,중앙동,127.43895,36.33051,커피스테이션,상권정보
30661,동구,중앙동,127.4317,36.33234,문앤봉,상권정보
30663,동구,중앙동,127.43211,36.334396,정통뚝배기,상권정보
30666,동구,중앙동,127.43044,36.334076,룩투투커피,상권정보
30684,동구,중앙동,127.43103,36.33204,김화식당,상권정보
30693,동구,중앙동,127.43469,36.32913,또와식당,상권정보
30700,동구,중앙동,127.43112,36.331535,명동만두,상권정보
30706,동구,중앙동,127.43896,36.33525,얼큰이칼국수식당,상권정보
30709,동구,중앙동,127.43868,36.330193,한송식당,상권정보
30713,동구,중앙동,127.43181,36.3322,빽다방대전역점대전역점 대전역점,상권정보
30724,동구,중앙동,127.430786,36.329487,잔칫집,상권정보
30730,동구,중앙동,127.43396,36.32673,준카츠,상권정보
30732,동구,중앙동,127.431366,36.329716,강원도집,상권정보
30733,동구,중앙동,127.43168,36.329582,전주생강,상권정보
30736,동구,중앙동,127.43404,36.32997,해왕해물,상권정보
30737,동구,중앙동,127.43846,36.33561,카페 보이드,상권정보
30750,동구,중앙동,127.43364,36.328014,송림식당,상권정보
30751,동구,중앙동,127.43569,36.335506,대전블루스,상권정보
30756,동구,중앙동,127.43711,36.335278,슈니첼,상권정보
30757,동구,중앙동,127.43184,36.32961,캄보디아식당,상권정보
30758,동구,중앙동,127.43272,36.32911,코끼리왕만두,상권정보
30759,동구,중앙동,127.43053,36.331623,대전한우,상권정보
30761,동구,중앙동,127.43109,36.331383,카페사랑,상권정보
30765,동구,중앙동,127.43117,36.33066,카페 신영건강,상권정보
30772,동구,중앙동,127.43744,36.33589,층층층,상권정보
30790,동구,중앙동,127.43812,36.33391,그레이구락부,상권정보
30799,동구,중앙동,127.432465,36.332066,역전우동 대전역점,상권정보
30810,동구,중앙동,127.43089,36.32957,잔칫집,상권정보
30814,동구,중앙동,127.43222,36.328926,중앙미니족발,상권정보
30815,동구,중앙동,127.42948,36.33158,즉성왕만두랑찐빵타운,상권정보
30816,동구,중앙동,127.43373,36.33045,옛고을식당,상권정보
30825,동구,중앙동,127.43222,36.328926,대전순대식당,상권정보
30832,동구,중앙동,127.43486,36.328842,토박이식당,상권정보
30835,동구,중앙동,127.43699,36.336666,풍뉴가,상권정보
30836,동구,중앙동,127.436844,36.336834,온천집,상권정보
30851,동구,중앙동,127.43148,36.3314,바지락칼국수,상권정보
30860,동구,중앙동,127.42851,36.334255,엘림커피앤토스트,상권정보
30862,동구,중앙동,127.43116,36.33186,엄마네한식뷔페,상권정보
30864,동구,중앙동,127.43507,36.32759,BBQ치킨,상권정보
30865,동구,중앙동,127.43292,36.326984,대전청소년위캔센터식당,상권정보
30867,동구,중앙동,127.43361,36.328285,한수위,상권정보
30869,동구,중앙동,127.42979,36.330864,해물과만두이야기,상권정보
30873,동구,중앙동,127.4372,36.336594,관사촌커피,상권정보
30876,동구,중앙동,127.43396,36.32673,데블리시우스,상권정보
30878,동구,중앙동,127.43181,36.33135,유정식당,상권정보
30888,동구,중앙동,127.43165,36.3306,마성소국밥 대전역점,상권정보
30889,동구,중앙동,127.4307,36.332653,555식당,상권정보
30890,동구,중앙동,127.434395,36.328568,부허러,상권정보
30892,동구,중앙동,127.43125,36.333015,진카페,상권정보
30900,동구,중앙동,127.43396,36.32673,오성수예점,상권정보
30901,동구,중앙동,127.431885,36.332127,카페노리,상권정보
30903,동구,중앙동,127.43172,36.332703,커피오피스길건너점,상권정보
30928,동구,중앙동,127.43262,36.329056,오복실내마차,상권정보
30934,동구,중앙동,127.43272,36.330605,수향,상권정보
30935,동구,중앙동,127.43396,36.32673,꾹꾹,상권정보
30957,동구,중앙동,127.430984,36.32994,백천순대,상권정보
30967,동구,중앙동,127.440605,36.33115,윤희네전통소머리국밥,상권정보
31018,동구,중앙동,127.43486,36.328842,짜파짜파 대전역전점,상권정보
31026,동구,중앙동,127.430244,36.330948,홍가네칼국수,상권정보
31049,동구,중앙동,127.432755,36.327442,코히코히,상권정보
31056,동구,중앙동,127.440605,36.33115,별미식당,상권정보
31060,동구,중앙동,127.43108,36.33196,사가르마타,상권정보
31065,동구,중앙동,127.43211,36.334396,대전역4층하루앤소쿠,상권정보
31076,동구,중앙동,127.43211,36.334396,하루엔소쿠 대전역점,상권정보
31085,동구,중앙동,127.43141,36.332817,오뚜기식당,상권정보
31088,동구,중앙동,127.4333,36.329014,뉴대전콜라택식당,상권정보
31101,동구,중앙동,127.43211,36.334396,씨제이푸드웰리앤푸드코트 대전역점,상권정보
31108,동구,중앙동,127.43178,36.332577,이삭토스트 대전역전점,상권정보
31123,동구,중앙동,127.43857,36.336338,리바이소제,상권정보
31126,동구,중앙동,127.438675,36.33129,한일김밥,상권정보
31130,동구,중앙동,127.43167,36.335125,커피클레이,상권정보
31131,동구,중앙동,127.42701,36.333527,모퉁이카페,상권정보
31136,동구,중앙동,127.43029,36.33191,더카페 대전제일교회점,상권정보
31144,동구,중앙동,127.4305,36.329685,예산본석갈비,상권정보
31148,동구,중앙동,127.43205,36.3278,조선옥,상권정보
31151,동구,중앙동,127.43211,36.334396,정동뚝배기라면 대전역점,상권정보
31153,동구,중앙동,127.43185,36.33246,역전가락국수,상권정보
31158,동구,중앙동,127.432205,36.330585,역전옥,상권정보
31162,동구,중앙동,127.43233,36.33237,신도다방,상권정보
31163,동구,중앙동,127.432755,36.327442,콩지네팟지,상권정보
31165,동구,중앙동,127.43421,36.327938,실버스푼 원동점,상권정보
31174,동구,중앙동,127.43282,36.328995,홍가네막국수,상권정보
31192,동구,중앙동,127.43094,36.330967,행복한커피,상권정보
31199,동구,중앙동,127.42984,36.331097,동해아구찜,상권정보
31202,동구,중앙동,127.43211,36.334396,대전역1층정동뚝배기라면,상권정보
31206,동구,중앙동,127.43885,36.32986,도라지식당,상권정보
31214,동구,중앙동,127.43125,36.333015,용운식당,상권정보
31215,동구,중앙동,127.43049,36.33077,길원조사골촌설렁탕,상권정보
31225,동구,중앙동,127.43772,36.334965,삼양면옥,상권정보
31226,동구,중앙동,127.43359,36.326466,커피점토공방카페,상권정보
31241,동구,중앙동,127.43082,36.328964,참맛있는죽,상권정보
31243,동구,중앙동,127.432205,36.332756,단골식당,상권정보
31245,동구,중앙동,127.43211,36.334396,대전역1층데리야끼점,상권정보
31253,동구,중앙동,127.42996,36.330963,이모칼국수,상권정보
31264,동구,중앙동,127.43272,36.330605,한월,상권정보
31265,동구,중앙동,127.430305,36.330585,롯데리아 대전중동점,상권정보
31280,동구,중앙동,127.430855,36.332554,전통칼국수,상권정보
31281,동구,중앙동,127.43103,36.329597,중앙해물칼국수,상권정보
31285,동구,중앙동,127.43161,36.3289,도니도니,상권정보
31286,동구,중앙동,127.438324,36.333725,한마음식당,상권정보
31292,동구,중앙동,127.43932,36.32978,블루부코,상권정보
31301,동구,중앙동,127.438,36.328403,순흥식당,상권정보
31314,동구,중앙동,127.43396,36.32673,동광참치,상권정보
31319,동구,중앙동,127.429245,36.330727,헤븐커피숍,상권정보
31321,동구,중앙동,127.43119,36.330013,중앙다방,상권정보
31322,동구,중앙동,127.43125,36.333645,개미다방,상권정보
31326,동구,중앙동,127.43191,36.331875,도성촌묵은지감자탕,상권정보
31332,동구,중앙동,127.43824,36.330914,태송회관,상권정보
31334,동구,중앙동,127.43213,36.32788,조선옥식당,상권정보
31335,동구,중앙동,127.43211,36.334396,카페베네 대전역점,상권정보
31341,동구,중앙동,127.4305,36.329685,토박이식당,상권정보
31343,동구,중앙동,127.43176,36.33226,2900냥식당,상권정보
31344,동구,중앙동,127.44017,36.33102,부부식당,상권정보
31345,동구,중앙동,127.43211,36.334396,커피인 대전역점,상권정보
31349,동구,중앙동,127.431755,36.329834,이모집,상권정보
31352,동구,중앙동,127.43227,36.331417,베트남푸드,상권정보
31353,동구,중앙동,127.43791,36.328304,우리식당,상권정보
31355,동구,중앙동,127.42996,36.330963,이모칼국수식당,상권정보
31361,동구,중앙동,127.43115,36.331303,곰다방,상권정보
31366,동구,중앙동,127.43178,36.329693,태평식당,상권정보
31369,동구,중앙동,127.43344,36.329224,백조,상권정보
31370,동구,중앙동,127.43042,36.32937,오솔길다방,상권정보
31378,동구,중앙동,127.433014,36.33133,대전역1층가락국수점 국수점,상권정보
31379,동구,중앙동,127.43307,36.329094,김제식당,상권정보
31381,동구,중앙동,127.44029,36.331272,맞좋은선지해장국,상권정보
31392,동구,중앙동,127.4333,36.329014,대전분식,상권정보
31395,동구,중앙동,127.43209,36.32927,오가네즉석왕족발,상권정보
31396,동구,중앙동,127.440605,36.33115,미소,상권정보
31400,동구,중앙동,127.430466,36.332794,콩나물밥전문점,상권정보
31401,동구,중앙동,127.43041,36.329433,청운다방,상권정보
31411,동구,중앙동,127.431656,36.33105,장미다방,상권정보
31415,동구,중앙동,127.43782,36.328106,감나무집식당,상권정보
31416,동구,중앙동,127.431885,36.332127,토리네튀김떡복이,상권정보
31417,동구,중앙동,127.43203,36.330585,은하칼국수식당,상권정보
31418,동구,중앙동,127.43152,36.333027,임동우우리밀짬뽕,상권정보
31427,동구,중앙동,127.43365,36.328915,김씨형제왕만두 원동점,상권정보
31443,동구,중앙동,127.430405,36.33085,동네치킨,상권정보
31454,동구,중앙동,127.44052,36.33133,참새와방앗간식당,상권정보
31460,동구,중앙동,127.430504,36.3292,우리손칼국수,상권정보
31471,동구,중앙동,127.43211,36.334396,대전역1층청춘카페담다,상권정보
31483,동구,중앙동,127.43163,36.32951,전주생강식당,상권정보
31488,동구,중앙동,127.43795,36.329903,개미식당,상권정보
31489,동구,중앙동,127.43347,36.32675,한성식당,상권정보
31495,동구,중앙동,127.441925,36.335716,강원닭갈비,상권정보
31502,동구,중앙동,127.43708,36.33588,베리도넛,상권정보
31503,동구,중앙동,127.433174,36.329132,설록,상권정보
31508,동구,중앙동,127.431,36.3315,경희다방,상권정보
31509,동구,중앙동,127.44038,36.331436,아우네부대찌개,상권정보
31517,동구,중앙동,127.4308,36.3293,흥미식당,상권정보
31518,동구,중앙동,127.43211,36.334396,백년가교동짬뽕 대전역점,상권정보
31527,동구,중앙동,127.43125,36.333015,보은포차,상권정보
31529,동구,중앙동,127.4322,36.33147,추억의김삿갓,상권정보
31535,동구,중앙동,127.43201,36.32923,변사또순대,상권정보
31538,동구,중앙동,127.44029,36.331272,선지해장국,상권정보
31542,동구,중앙동,127.434494,36.327316,중앙식당,상권정보
31552,동구,중앙동,127.44011,36.331562,대전옥,상권정보
31555,동구,중앙동,127.43127,36.32834,우분투커피숍,상권정보
31558,동구,중앙동,127.43167,36.331142,베트남쌀국수&아이센스,상권정보
31569,동구,중앙동,127.43365,36.328915,조양다방,상권정보
31583,동구,중앙동,127.433174,36.329132,설록다방,상권정보
31603,동구,중앙동,127.4316,36.33126,근원다방,상권정보
31607,동구,중앙동,127.43061,36.3311,명동찌개마을,상권정보
31608,동구,중앙동,127.43125,36.333645,청주식당,상권정보
31610,동구,중앙동,127.43211,36.334396,대전역4층면앤면추억의가락국수,상권정보
31617,동구,중앙동,127.43008,36.33117,청향일식,상권정보
31622,동구,중앙동,127.43211,36.334396,대전역4층안동본가국밥,상권정보
31628,동구,중앙동,127.43211,36.334396,대전역4층커피베이,상권정보
31629,동구,중앙동,127.43024,36.33075,엄마손빈대떡말걸리,상권정보
31634,동구,중앙동,127.42948,36.33158,삼오정,상권정보
31645,동구,중앙동,127.43211,36.334396,대전역1층가락 국수점,상권정보
31677,동구,중앙동,127.43648,36.33106,커피스테이션,상권정보
31688,동구,중앙동,127.431,36.3315,안성국밥중동,상권정보
31690,동구,중앙동,127.428764,36.332138,금성삼계탕,상권정보
31708,동구,중앙동,127.4307,36.33093,실내마차식당,상권정보
31710,동구,중앙동,127.43029,36.33191,커피안디옥 대전제일교회본점,상권정보
31716,동구,중앙동,127.43166,36.329105,대전순대식당,상권정보
31725,동구,중앙동,127.43964,36.329586,무주반점,상권정보
31747,동구,중앙동,127.43153,36.32959,스모프치킨 프치킨,상권정보
31748,동구,중앙동,127.43045,36.334408,서경식당,상권정보
31749,동구,중앙동,127.43065,36.3294,백천집식당,상권정보
31754,동구,중앙동,127.43075,36.334023,골방집,상권정보
31758,동구,중앙동,127.430466,36.332794,신촌식당,상권정보
31770,동구,중앙동,127.43125,36.333015,커피오피스팩토리,상권정보
31771,동구,중앙동,127.43233,36.33237,커피오피스,상권정보
31776,동구,중앙동,127.43185,36.33246,즉석왕만두랑찐방타운,상권정보
31777,동구,중앙동,127.438225,36.332985,김희선제육짜글이,상권정보
31781,동구,중앙동,127.432076,36.327557,살롱카페,상권정보
31799,동구,중앙동,127.431,36.32932,짱구네,상권정보
31812,동구,중앙동,127.43105,36.33143,동백다방,상권정보
31816,동구,중앙동,127.43163,36.33119,창타이,상권정보
31827,동구,중앙동,127.43469,36.32913,용궁,상권정보
31832,동구,중앙동,127.44,36.33126,수원집식당,상권정보
31836,동구,중앙동,127.43802,36.332848,정미소짚불통삼겹,상권정보
31846,동구,중앙동,127.43312,36.327003,대전청소년위캔센터북카페,상권정보
31850,동구,중앙동,127.43354,36.32843,굴세상식당,상권정보
31852,동구,중앙동,127.42908,36.330788,나무의자,상권정보
31856,동구,중앙동,127.43071,36.329247,우리손칼국수,상권정보
31859,동구,중앙동,127.4317,36.33234,안도르인,상권정보
31861,동구,중앙동,127.43794,36.33417,텍스트칼로리,상권정보
31863,동구,중앙동,127.43152,36.333027,지평선우리밀동우,상권정보
31864,동구,중앙동,127.43157,36.32896,땅스부대찌개 중앙시장점,상권정보
31866,동구,중앙동,127.43051,36.329514,낭만열차,상권정보
31867,동구,중앙동,127.43684,36.336025,미도리카레,상권정보
31869,동구,중앙동,127.43856,36.33506,버터플,상권정보
31871,동구,중앙동,127.4325,36.328243,면역력119안심동국당,상권정보
31872,동구,중앙동,127.430855,36.32983,월드카페,상권정보
31873,동구,중앙동,127.43187,36.328396,한영카페,상권정보
31874,동구,중앙동,127.430916,36.329067,스마일,상권정보
31876,동구,중앙동,127.43168,36.329323,호두당,상권정보
31878,동구,중앙동,127.4299,36.335136,샘카페,상권정보
31886,동구,중앙동,127.43148,36.3314,베트남특산물식당,상권정보
31890,동구,중앙동,127.44017,36.33102,두꺼비짬뽕,상권정보
31891,동구,중앙동,127.43211,36.334415,대전역1층예산국수,상권정보
31896,동구,중앙동,127.43267,36.3292,풍전식당,상권정보
31898,동구,중앙동,127.43049,36.33077,백양커피숍,상권정보
31900,동구,중앙동,127.43091,36.329903,베트남쌀국수안띳쩡콴,상권정보
31917,동구,중앙동,127.43031,36.32954,퍼플세상,상권정보
31930,동구,중앙동,127.430916,36.331806,타이7,상권정보
31938,동구,중앙동,127.432106,36.328,숨카페,상권정보
31939,동구,중앙동,127.43144,36.332672,행복칼국수,상권정보
31942,동구,중앙동,127.43683,36.33578,대전버거,상권정보
31945,동구,중앙동,127.43791,36.328304,온동네구이,상권정보
31947,동구,중앙동,127.43089,36.32957,물불안가리는집,상권정보
31948,동구,중앙동,127.4307,36.332653,금강커피휴게실,상권정보
31954,동구,중앙동,127.43211,36.334415,에그박스 대전역사점,상권정보
31955,동구,중앙동,127.427376,36.332123,카페 모노크롬,상권정보
31963,동구,중앙동,127.43745,36.335793,화양연화,상권정보
31970,동구,중앙동,127.43211,36.334415,와플샵 대전역사점,상권정보
