index,요양기관명,종별코드명,시군구코드명,동,주소,우편번호,x좌표,y좌표
650,송강하나의원,의원,대전유성구,송강동,"대전광역시 유성구 송강로42번길 61 (송강동, 송강청솔아파트)",34008,127.3825476,36.4361819
651,송도외과의원,의원,대전중구,오류동,대전광역시 중구 계백로 1711-1,34909,127.409563,36.3219132
652,송재정형외과의원,의원,대전중구,유천동,대전광역시 중구 계백로 1592,34973,127.3971056,36.3179799
653,송재활의학과의원,의원,대전서구,괴정동,대전광역시 서구 갈마로 257 2층 (괴정동),35294,127.3824753,36.3333765
654,송촌가정의학과의원,의원,대전대덕구,송촌동,"대전광역시 대덕구 동춘당로94번길 11-21 4층 (송촌동, 은혜프라자)",34401,127.4392157,36.3662142
655,송촌산부인과의원,의원,대전대덕구,송촌동,대전광역시 대덕구 송촌북로16번길 57 (송촌동),34408,127.4392513,36.3652151
656,송촌정형외과의원,의원,대전대덕구,송촌동,"대전광역시 대덕구 동춘당로94번길 11-27 2층 (송촌동, 하나로프라자)",34401,127.4389584,36.3664181
657,수내과의원,의원,대전중구,산성동,대전광역시 중구 문화로 54 2층 (산성동),34994,127.3920041,36.310665
658,수내과의원,의원,대전유성구,어은동,"대전광역시 유성구 어은로 57 (어은동, 한빛아파트)",34140,127.3561171,36.3650212
659,수목토연합의원,의원,대전서구,도안동,"대전광역시 서구 도안동로 177 206호 (도안동, 수목토아파트상가)",35355,127.3456578,36.3195409
660,수비뇨기과의원,의원,대전서구,월평동,대전광역시 서구 청사서로 26 5층 501호 (월평동),35214,127.3769485,36.3601013
661,수비뇨기과의원,의원,대전대덕구,중리동,대전광역시 대덕구 계족산로 2,34422,127.4320412,36.361317
662,수산부인과의원,의원,대전유성구,관평동,대전광역시 유성구 테크노4로 105,34018,127.3897584,36.4253029
663,수이비인후과의원,의원,대전서구,변동,대전광역시 서구 동서대로 1090 (변동),35317,127.3813736,36.3283414
664,수흉부외과의원,의원,대전서구,둔산동,대전광역시 서구 둔산중로 38 6층 (둔산동),35241,127.3872546,36.3499147
665,순천향의원,의원,대전대덕구,신탄진동,대전광역시 대덕구 대덕대로1627번길 3 1층 (신탄진동),34306,127.428234,36.4511387
666,순풍산부인과내과의원,의원,대전중구,유천동,대전광역시 중구 계백로 1560 (유천동),34976,127.3936154,36.3171113
667,숨은그림성형외과의원,의원,대전서구,둔산동,"대전광역시 서구 대덕대로 244 건국타워 501,502호 (둔산동)",35233,127.3799883,36.3545564
668,스마일비뇨기과의원,의원,대전서구,도마동,대전광역시 서구 계백로 1426,35400,127.3796828,36.3125381
669,스마트내과의원,의원,대전유성구,관평동,대전광역시 유성구 관평2로 56 (관평동),34019,127.3880874,36.4220648
670,스마트내과의원,의원,대전서구,탄방동,대전광역시 서구 문정로 86 2층 (탄방동),35263,127.3887681,36.3464715
671,스마트이비인후과의원,의원,대전유성구,지족동,대전광역시 유성구 지족로 373 4층 401호 (지족동),34071,127.3175488,36.3872208
672,스마트정형외과의원,의원,대전대덕구,비래동,대전광역시 대덕구 비래동로 7 (비래동),34417,127.4493484,36.3549902
674,스타성형외과의원,의원,대전서구,둔산동,대전광역시 서구 둔산남로9번길 29 4층 (둔산동),35234,127.3782229,36.3494078
675,시온연합내과의원,의원,대전서구,둔산동,대전광역시 서구 대덕대로176번길 9 3층 (둔산동),35234,127.3776039,36.3486834
676,시원척척재활의학과의원,의원,대전동구,대동,대전광역시 동구 계족로 171,34640,127.4428665,36.3290285
677,시원한재활의학과의원,의원,대전유성구,봉명동,"대전광역시 유성구 계룡로 55 2층 203호~206호 (봉명동, 유성자이)",34169,127.3369319,36.3559277
678,시크릿산부인과의원,의원,대전서구,월평동,대전광역시 서구 청사서로 46 3층 (월평동),35214,127.3769644,36.362025
679,시티내과의원,의원,대전서구,둔산동,대전광역시 서구 둔산로 76,35234,127.3822281,36.3510471
680,시티성형외과의원,의원,대전서구,둔산동,대전광역시 서구 둔산로 76 2층 (둔산동),35234,127.3822281,36.3510471
681,시티재활의학과의원,의원,대전서구,둔산동,"대전광역시 서구 둔산로 76 4층 (둔산동, 시티크리닉)",35234,127.3822281,36.3510471
682,시티피부과의원,의원,대전유성구,봉명동,대전광역시 유성구 도안대로 591 3층 301호 (봉명동),34179,127.340759,36.3531046
683,신비뇨기과의원,의원,대전서구,탄방동,대전광역시 서구 계룡로 605 3층 302호 (탄방동),35264,127.3905607,36.3409344
684,신선정형외과의원,의원,대전서구,관저동,대전광역시 서구 관저중로 72 4층 (관저동),35382,127.335231,36.2985959
685,신아웰니스의원,의원,대전서구,둔산동,"대전광역시 서구 대덕대로 226 5층 (둔산동, 대전 둔산동 명동프라자)",35233,127.3798434,36.3526605
686,신안과의원,의원,대전동구,정동,대전광역시 동구 대전로 834,34626,127.4317622,36.3339317
687,신원비뇨기과의원,의원,대전유성구,봉산동,대전광역시 유성구 봉산로 22 (봉산동),34007,127.3873249,36.4355978
688,신재승의원,의원,대전서구,용문동,대전광역시 서구 계룡로 653-1 (용문동),35307,127.3942583,36.3377246
689,신재활의학과의원,의원,대전서구,월평동,대전광역시 서구 청사로 121 (월평동),35214,127.3772719,36.3600497
690,신진옥산부인과의원,의원,대전대덕구,중리동,대전광역시 대덕구 계족로 535 2층 (중리동),34395,127.4317192,36.3597935
691,신탄진부부재활의학과의원,의원,대전대덕구,신탄진동,대전광역시 대덕구 신탄진로 824 2층 (신탄진동),34311,127.4292061,36.4508891
692,신탄진의원,의원,대전대덕구,석봉동,대전광역시 대덕구 대덕대로 1588-1 (석봉동),34317,127.4243748,36.4501389
693,신통재활의학과의원,의원,대전서구,도마동,대전광역시 서구 도산로 51 4층 (도마동),35335,127.3795337,36.3134096
694,신프로의원,의원,대전서구,갈마동,대전광역시 서구 계룡로342번길 208,35281,127.3670298,36.3448375
695,심안과의원,의원,대전대덕구,신탄진동,대전광역시 대덕구 신탄진로 790 4층 (신탄진동),34311,127.429794,36.4479989
696,심안과의원,의원,대전서구,도안동,대전광역시 서구 도안동로 3,35368,127.3526723,36.3055523
697,심장한이비인후과의원,의원,대전대덕구,법동,대전광역시 대덕구 계족산로5번길 117 (법동),34406,127.4304205,36.3671904
699,쎄이미 의원,의원,대전중구,오류동,대전광역시 중구 계백로 1715 602호 (오류동),34909,127.4098107,36.3220645
700,쎈비뇨기과의원,의원,대전서구,둔산동,대전광역시 서구 둔산중로 50 404호 (둔산동),35241,127.3872936,36.3510089
701,씨앤와이병리과의원,의원,대전서구,만년동,"대전광역시 서구 둔산대로117번길 18 3층 (만년동, 거상빌딩)",35203,127.3825897,36.365725
702,씨앤유내과의원,의원,대전유성구,죽동,대전광역시 유성구 죽동로297번길 68 씨앤유프라자동 304호 (죽동),34127,127.3390682,36.3699814
703,씨앤유피부과의원,의원,대전중구,은행동,대전광역시 중구 중앙로 149,34832,127.4260116,36.3290641
704,아가페의원,의원,대전유성구,송강동,"대전광역시 유성구 구즉로 16 (송강동, 한마을A상가 201호)",34010,127.38513,36.4303406
705,아나파의원,의원,대전중구,오류동,대전광역시 중구 계백로 1715 1동 302호 (오류동),34909,127.4098107,36.3220645
706,아름다운미의원,의원,대전중구,오류동,대전광역시 중구 계백로 1689 3층 (오류동),34909,127.4071479,36.3211244
707,아름다운여성의원,의원,대전서구,관저동,대전광역시 서구 관저로 172 301호 (관저동),35381,127.3410305,36.2987609
708,아리따운여성의원,의원,대전유성구,봉명동,"대전광역시 유성구 계룡로 81 2층 (봉명동, 비엔피빌딩)",34168,127.3398823,36.3544734
709,아이든 소아청소년과의원,의원,대전중구,오류동,"대전광역시 중구 계백로 1715 4층 (오류동, 경복궁메디컬파크)",34909,127.4098107,36.3220645
710,아이리스의원,의원,대전서구,탄방동,대전광역시 서구 계룡로553번길 18 조이빌딩 10층 (탄방동),35262,127.3854498,36.3436279
711,아이맘소아청소년과의원,의원,대전서구,둔산동,대전광역시 서구 문정로 7 1층 101호 (둔산동),35235,127.380596,36.3454266
712,아이엠피부과의원,의원,대전서구,탄방동,대전광역시 서구 계룡로 599 MG한밭빌딩 6층 (탄방동),35264,127.3901908,36.3412676
713,아이워너비의원,의원,대전서구,둔산동,대전광역시 서구 대덕대로 223 403호 (둔산동),35229,127.3788486,36.3529106
714,아주정형외과의원,의원,대전서구,변동,"대전광역시 서구 동서대로 1072 지하1층,2~5층 (변동)",35321,127.3797327,36.3291886
715,안두원정신과의원,의원,대전동구,대동,대전광역시 동구 계족로 174 5층 (대동),34648,127.4433669,36.329484
716,안의원,의원,대전동구,중동,대전광역시 동구 대전로807번길 50 1층 (중동),34627,127.4297637,36.3307599
717,안필상내과의원,의원,대전서구,도마동,대전광역시 서구 배재로 156 (도마동),35337,127.3704418,36.3222993
718,앨리스의원,의원,대전서구,둔산동,"대전광역시 서구 대덕대로 203 4층 (둔산동, 둔산미래빌딩)",35230,127.3779281,36.3512445
719,앨리스의원,의원,대전동구,가오동,"대전광역시 동구 동구청로 101 3층 (가오동, 세이프존)",34692,127.4561397,36.3070812
720,양마취통증의학과의원,의원,대전동구,중동,대전광역시 동구 대전로 788 (중동),34629,127.4335872,36.3299752
721,양성열성형외과의원,의원,대전서구,괴정동,대전광역시 서구 도솔로 391 3층 (괴정동),35269,127.3886635,36.3413475
722,양승돈성형외과의원,의원,대전서구,둔산동,대전광역시 서구 대덕대로 200 (둔산동),35234,127.3785089,36.3506412
723,양이비인후과의원,의원,대전서구,월평동,대전광역시 서구 청사로 121 5층 청사서로 26 미래빌딩2층호 (월평동),35214,127.3772719,36.3600497
724,어경선정신건강의학과의원,의원,대전서구,탄방동,대전광역시 서구 문정로 85 3층 (탄방동),35260,127.3888472,36.3470373
725,어깨사랑마취통증의학과의원,의원,대전서구,갈마동,대전광역시 서구 대덕대로167번길 5 4층 (갈마동),35271,127.3760139,36.3483252
726,어울림성형외과의원,의원,대전서구,둔산동,대전광역시 서구 대덕대로176번길 9 5층 (둔산동),35234,127.3776039,36.3486834
727,엄재활의학과의원,의원,대전서구,도안동,대전광역시 서구 도안동로 3 4층 403호 (가수원동),35368,127.3526723,36.3055523
728,엄정형외과의원,의원,대전대덕구,오정동,"대전광역시 대덕구 오정로 1 2층 (오정동, 노촌빌딩)",34442,127.415227,36.3482546
729,에스산부인과의원,의원,대전동구,성남동,대전광역시 동구 동서대로 1688 5층 (성남동),34572,127.437419,36.3488949
730,에스에이피부과의원,의원,대전유성구,죽동,대전광역시 유성구 은구비로155번안길 41 (죽동),34097,127.3264559,36.3802882
731,에스티피부과의원,의원,대전서구,괴정동,대전광역시 서구 계룡로 586 302호 (괴정동),35269,127.3884489,36.3415678
732,엑스포내과의원,의원,대전유성구,전민동,대전광역시 유성구 엑스포로 467-1 (전민동),34052,127.4045857,36.3981602
733,엑스포마취통증의학과의원,의원,대전유성구,전민동,대전광역시 유성구 엑스포로 488 (전민동),34049,127.4056962,36.4000099
734,엔젤소아청소년과의원,의원,대전유성구,지족동,"대전광역시 유성구 은구비남로33번길 36 (지족동,3층)",34086,127.3195206,36.373887
736,엘의원,의원,대전대덕구,석봉동,대전광역시 대덕구 대덕대로 1590 3층 (석봉동),34317,127.4245009,36.4501247
737,엘정형외과의원,의원,대전유성구,지족동,대전광역시 유성구 지족동로 152 6층 601호 (지족동),34073,127.3087746,36.3874466
738,엘젠느의원,의원,대전서구,둔산동,대전광역시 서구 대덕대로176번길 9 8층 (둔산동),35234,127.3776039,36.3486834
739,엘케이피부과의원,의원,대전서구,둔산동,대전광역시 서구 둔산로 52 3층 (둔산동),35234,127.379713,36.3510389
740,엠에스병리과의원,의원,대전서구,둔산동,"대전광역시 서구 문예로 61 6층 (둔산동, 대림빌딩)",35240,127.3898506,36.3521216
741,엠의원,의원,대전유성구,반석동,"대전광역시 유성구 반석로 7 (반석동,애니플라자301,302)",34068,127.3138733,36.3915834
742,엠제이마취통증의학과의원,의원,대전서구,둔산동,대전광역시 서구 대덕대로 179 엠제이피부과 굿모닝어학원 601호 (둔산동),35230,127.3768209,36.3494046
743,엠제이피부과의원,의원,대전서구,둔산동,"대전광역시 서구 대덕대로 179 13층 (둔산동, 엠제이피부과굿모닝어학원빌딩)",35230,127.3768209,36.3494046
744,엠허브의원,의원,대전동구,용전동,"대전광역시 동구 동서대로 1641 아남빌딩 3층,4층 (용전동)",34552,127.4324003,36.3479322
745,여재동이비인후과의원,의원,대전동구,삼성동,대전광역시 동구 우암로 145 (삼성동),34611,127.4339471,36.3398936
746,연세 남인환피부과의원,의원,대전서구,둔산동,"대전광역시 서구 둔산남로 85 3층 301호 (둔산동, 크레온오피스텔)",35241,127.3871218,36.3493129
747,연세가정의학과의원,의원,대전유성구,어은동,대전광역시 유성구 농대로 16 (어은동),34139,127.3532946,36.3619869
748,연세가정의학과의원,의원,대전대덕구,읍내동,대전광역시 대덕구 대전로 1369 (읍내동),34359,127.4204269,36.3760479
750,연세내과의원,의원,대전서구,둔산동,"대전광역시 서구 둔산로 34 401호 (둔산동, 씨엔씨타워)",35230,127.3775316,36.3513987
751,연세다나의원,의원,대전유성구,원내동,대전광역시 유성구 진잠로74번길 53 (원내동),34230,127.3195525,36.2990109
752,연세더블유의원,의원,대전서구,둔산동,대전광역시 서구 대덕대로 219 5층 (둔산동),35229,127.3787276,36.3526619
753,연세라온의원,의원,대전유성구,도룡동,대전광역시 유성구 대덕대로 588 3층 (도룡동),34121,127.3788667,36.3854489
754,연세마디튼튼의원,의원,대전대덕구,비래동,대전광역시 대덕구 비래동로 20 303호 (비래동),34418,127.4502398,36.3556123
755,연세마취통증의학과의원,의원,대전서구,도마동,대전광역시 서구 도솔로 74 3층 (도마동),35334,127.373692,36.3171134
756,연세모벨르의원,의원,대전서구,둔산동,대전광역시 서구 둔산로 52 5층 504호 (둔산동),35234,127.379713,36.3510389
757,연세미라인의원,의원,대전동구,용운동,대전광역시 동구 동부로73번길 20-7 2층 (용운동),34663,127.460785,36.3234077
758,연세밝은이비인후과의원,의원,대전대덕구,신탄진동,대전광역시 대덕구 신탄진로 811 현대증권 4층 (신탄진동),34311,127.4287438,36.4501182
759,연세삼성이비인후과의원,의원,대전동구,가오동,대전광역시 동구 은어송로 73 5층 (가오동),34680,127.4568618,36.3072536
760,연세소아과의원,의원,대전유성구,신성동,"대전광역시 유성구 가정로 63 (신성동, 럭키하나아파트)",34119,127.3488912,36.3859867
761,연세엘레슈의원,의원,대전서구,둔산동,대전광역시 서구 둔산로 34 9층 (둔산동),35230,127.3775316,36.3513987
762,연세연합의원,의원,대전서구,도마동,대전광역시 서구 계백로 1420 2층 (도마동),35400,127.3792554,36.3122676
764,연세의원,의원,대전중구,석교동,대전광역시 중구 대종로 221 2층 (석교동),35061,127.442709,36.3089794
765,연세의원,의원,대전동구,가양동,대전광역시 동구 우암로 328 (가양동),34506,127.4512772,36.3482773
766,연세의원,의원,대전대덕구,중리동,대전광역시 대덕구 중리로 62 (중리동),34389,127.4252921,36.3644863
767,연세정형외과의원,의원,대전서구,내동,대전광역시 서구 동서대로 1016,35326,127.3746437,36.3321255
768,연세포유의원,의원,대전대덕구,오정동,대전광역시 대덕구 대전로 1100 (오정동),34433,127.4157075,36.352621
769,연세피부과의원,의원,대전서구,탄방동,대전광역시 서구 계룡로 613 4층 (탄방동),35264,127.3911617,36.3403696
770,연세한사랑의원,의원,대전서구,정림동,대전광역시 서구 정림로 18 2층 (정림동),35399,127.366468,36.3021183
771,연세홈닥터의원,의원,대전유성구,관평동,대전광역시 유성구 테크노4로 133 (관평동),34019,127.388244,36.4229632
772,연세화사외과의원,의원,대전유성구,봉명동,"대전광역시 유성구 계룡로 114 2층 210,211호 (봉명동)",34188,127.3429573,36.3526557
773,연세휴의원,의원,대전중구,문화동,대전광역시 중구 계백로 1712-1 3층 (문화동),34956,127.4098364,36.3204856
774,연합내과의원,의원,대전유성구,지족동,대전광역시 유성구 노은로 166 (지족동),34086,127.318409,36.3745154
775,연합비뇨기과의원,의원,대전중구,오류동,대전광역시 중구 계룡로 804 코스모메디컬 (오류동),34903,127.4056135,36.3276914
776,연합소아청소년과의원,의원,대전중구,문화동,대전광역시 중구 계백로1716번길 26 미성프라자 202호 (문화동),34956,127.4102366,36.3204936
777,연합의원,의원,대전대덕구,신탄진동,대전광역시 대덕구 신탄진로 821,34311,127.4285788,36.4506652
778,연합이비인후과의원,의원,대전중구,유천동,대전광역시 중구 계백로1565번길 68 3층 (유천동),34887,127.3931492,36.3205892
779,연합항장외과의원,의원,대전서구,도마동,대전광역시 서구 도산로 51 5층 (도마동),35335,127.3795337,36.3134096
780,열린의원,의원,대전중구,태평동,대전광역시 중구 태평로 105 1층 일부 (태평동),34880,127.3948037,36.3261825
781,열린이비인후과의원,의원,대전서구,도마동,대전광역시 서구 도산로 45 3층 (도마동),35401,127.3803034,36.3126705
782,열린정형외과의원,의원,대전중구,태평동,대전광역시 중구 태평로 105 (태평동),34880,127.3948037,36.3261825
783,영산부인과의원,의원,대전서구,갈마동,대전광역시 서구 대덕대로167번길 5 5층 (갈마동),35271,127.3760139,36.3483252
784,영선가정의학과의원,의원,대전중구,선화동,대전광역시 중구 중앙로 23-12 B동 202호 (선화동),34867,127.415132,36.3235987
785,영피부과의원,의원,대전대덕구,법동,대전광역시 대덕구 계족로 629 7층 (법동),34384,127.4294955,36.367589
786,예담산부인과의원,의원,대전서구,관저동,대전광역시 서구 도안대로 25,35362,127.3343934,36.3038833
787,예담정신건강의학과의원,의원,대전동구,판암동,대전광역시 동구 옥천로 183 5층 (판암동),34675,127.460282,36.3179341
788,예쁜아이소아청소년과의원,의원,대전서구,도안동,대전광역시 서구 도안중로 306,35353,127.3507205,36.3126019
789,예사랑의원,의원,대전서구,내동,"대전광역시 서구 신갈마로 46 403호 (내동, 롯데아파트상가)",35284,127.367956,36.3373691
790,예사랑정신건강의학과의원,의원,대전유성구,관평동,대전광역시 유성구 테크노4로 137 웰스피아 2층 204호 (관평동),34019,127.3879665,36.4225638
791,예스(yes)바로나의원,의원,대전서구,관저동,"대전광역시 서구 관저로 13 명경프라자 402,403호 (관저동)",35370,127.3256557,36.2955737
792,예스정형외과의원,의원,대전동구,가오동,대전광역시 동구 은어송로 55 그린타워 3층 (가오동),34692,127.4553591,36.3061881
793,예시티비뇨기과의원,의원,대전동구,가오동,"대전광역시 동구 동구청로 95 5층 (가오동, 예시티빌딩502호)",34695,127.456713,36.3064929
794,예인의원,의원,대전중구,산성동,"대전광역시 중구 당디로 45 104호 (산성동, 우성아파트상가)",34997,127.3942709,36.3091793
795,예일내과영상의학과의원,의원,대전대덕구,신탄진동,대전광역시 대덕구 신탄진로 836 드림빌딩 6층 (신탄진동),34306,127.429098,36.4520552
796,예일의원,의원,대전대덕구,신탄진동,대전광역시 대덕구 신탄진로 836 드림빌딩 6층 (신탄진동),34306,127.429098,36.4520552
797,예일이비인후과의원,의원,대전동구,대동,대전광역시 동구 계족로 171 2층 (대동),34640,127.4428665,36.3290285
798,오라클윤소영피부과의원,의원,대전동구,가오동,대전광역시 동구 은어송로 60 지티엠빌딩 5층 501호 (가오동),34695,127.4561453,36.3061878
799,오라클피부과의원,의원,대전유성구,관평동,"대전광역시 유성구 테크노중앙로 32 (관평동,텐폴드프라자 4층)",34017,127.3890938,36.4269742
800,오라클피부과의원,의원,대전서구,둔산동,"대전광역시 서구 대덕대로 182 6층 (둔산동, 오라클빌딩)",35234,127.3776488,36.3492885
801,오렌지나무의원,의원,대전서구,갈마동,대전광역시 서구 대덕대로 164,35265,127.3766612,36.3476658
802,오르다이비인후과의원,의원,대전동구,판암동,대전광역시 동구 옥천로 183 판암퍼스트타워 4층 411호~414호호 (판암동),34675,127.460282,36.3179341
803,오소아청소년과의원,의원,대전서구,둔산동,대전광역시 서구 둔산로 214-1 2층 (둔산동),35250,127.3976881,36.3510343
804,오영진피부과의원,의원,대전서구,월평동,대전광역시 서구 청사로 121 6층 (월평동),35214,127.3772599,36.3600559
805,오정성모의원,의원,대전대덕구,오정동,대전광역시 대덕구 대전로 1121 (오정동),34437,127.4148811,36.3546345
806,오케이마디의원,의원,대전서구,용문동,대전광역시 서구 도산로 372-1 3층 (용문동),35304,127.3925104,36.3374281
807,오케이비뇨기과의원,의원,대전동구,신흥동,대전광역시 동구 계족로 75 (신흥동),34639,127.4439894,36.3214033
808,오케이연합의원,의원,대전동구,판암동,대전광역시 동구 동부로 27 3층 (판암동),34672,127.4567216,36.3195837
809,오케이재활의학과의원,의원,대전동구,가양동,대전광역시 동구 동대전로 286 3층 (가양동),34534,127.4453295,36.3465786
810,온누리수의원,의원,대전서구,가장동,"대전광역시 서구 동서대로 1147 5, 6층 (가장동)",35310,127.3879057,36.3281175
811,올고든정형외과의원,의원,대전유성구,원신흥동,대전광역시 유성구 동서대로 683,34195,127.3390081,36.3325699
812,올굿소아청소년과의원,의원,대전유성구,전민동,대전광역시 유성구 유성대로 1722 2층 (전민동),34052,127.4005104,36.3994627
813,올리브내과의원,의원,대전동구,가오동,"대전광역시 동구 동구청로 95 6층,7층 (가오동)",34695,127.456713,36.3064929
816,와동내과의원,의원,대전대덕구,와동,대전광역시 대덕구 신탄진로218번길 32 (와동),34346,127.4242324,36.4006735
817,용산부인과의원,의원,대전중구,석교동,대전광역시 중구 대종로 232,35035,127.442021,36.3098848
818,용운내과의원,의원,대전동구,용운동,대전광역시 동구 용운로 170-1 2층 (용운동),34662,127.4611858,36.3276284
819,용운사랑연합의원,의원,대전동구,용운동,"대전광역시 동구 용운로 105 지하1층, 1층 (용운동)",34653,127.4540275,36.327901
820,용전내과의원,의원,대전동구,용전동,대전광역시 동구 계족로 416 2층 (용전동),34552,127.4323219,36.3488246
821,우리가정의학과의원,의원,대전동구,판암동,"대전광역시 동구 동부로73번길 6 3층 (판암동, 성창프라자)",34663,127.4608855,36.3225323
822,우리가정의학과의원,의원,대전대덕구,덕암동,대전광역시 대덕구 덕암로181번길 1 2층 (덕암동),34333,127.4222044,36.4365896
823,우리내과의원,의원,대전중구,문화동,대전광역시 중구 과례로39번길 16 2층 (문화동),35019,127.4108545,36.312096
824,우리내과의원,의원,대전서구,가장동,대전광역시 서구 가장로 100 4층 (가장동),35297,127.384952,36.3342414
825,우리내과의원,의원,대전유성구,지족동,"대전광역시 유성구 은구비로 36 (지족동, 월드코아종합라이프상가)",34086,127.3189963,36.3756029
826,우리다움정신건강의학과의원,의원,대전중구,유천동,대전광역시 중구 계백로 1622 (유천동),34966,127.4001801,36.3188133
827,우리들내과의원,의원,대전유성구,전민동,"대전광역시 유성구 엑스포로 488 5층 5-131호 (전민동, 엑스포코아)",34049,127.4056962,36.4000099
828,우리들내과의원,의원,대전중구,문화동,대전광역시 중구 문화로 180 (문화동),34998,127.405158,36.3143647
829,우리들소아청소년과의원,의원,대전유성구,지족동,"대전광역시 유성구 노은로 170 스타시티 2층 202, 203, 204호 (지족동)",34086,127.3184267,36.3748013
830,우리들외과의원,의원,대전유성구,송강동,대전광역시 유성구 봉산로 27 (송강동),34008,127.386508,36.4358886
831,우리들의원,의원,대전대덕구,법동,"대전광역시 대덕구 계족로690번길 21 101호 (법동, 송촌선비마을1단지상가)",34396,127.4299237,36.3733196
832,우리성모의원,의원,대전중구,부사동,대전광역시 중구 보문로 54 (부사동),35032,127.4351188,36.3134184
833,우리수내과의원,의원,대전서구,탄방동,"대전광역시 서구 문정로2번길 95 3층 (탄방동, 주안빌딩)",35262,127.3853747,36.3433025
834,우리안과의원,의원,대전서구,둔산동,대전광역시 서구 대덕대로 219 (둔산동),35229,127.3787276,36.3526619
835,우리연합의원,의원,대전서구,도안동,대전광역시 서구 도안북로 107 302호 (도안동),35350,127.3406164,36.3303682
836,우리이비인후과의원,의원,대전중구,태평동,대전광역시 중구 동서대로 1218 3층 301호 (태평동),34892,127.3952896,36.3255391
837,우리이비인후과의원,의원,대전동구,용운동,대전광역시 동구 계족로140번길 178 (용운동),34653,127.4539627,36.3281063
838,우리이비인후과의원,의원,대전유성구,봉명동,"대전광역시 유성구 도안대로 591 303호 (봉명동, 명동프라자)",34179,127.340759,36.3531046
839,우리정신건강의학과의원,의원,대전서구,도마동,대전광역시 서구 도산로 51 302호 (도마동),35335,127.3795337,36.3134096
840,우리집정신건강의학과의원,의원,대전서구,용문동,"대전광역시 서구 계룡로 630 2층 (용문동, 수정빌딩)",35300,127.3919204,36.3390323
841,우성정형외과의원,의원,대전서구,탄방동,대전광역시 서구 둔산남로 100,35260,127.3886485,36.348757
842,우신정형외과의원,의원,대전서구,갈마동,대전광역시 서구 갈마로 79,35272,127.3697635,36.345201
845,원이비인후과의원,의원,대전서구,탄방동,대전광역시 서구 문정로 76 3층 (탄방동),35263,127.3877108,36.3464253
846,월평성모의원,의원,대전서구,월평동,"대전광역시 서구 월평북로 11 201호 (월평동, 주공1단지상가)",35211,127.3690032,36.3632586
847,웰본정형외과의원,의원,대전서구,관저동,대전광역시 서구 관저북로13번길 23-24 승암빌딩 5층 (관저동),35363,127.3358856,36.3019442
848,웰비뇨기과의원,의원,대전서구,둔산동,대전광역시 서구 대덕대로 226 4층 (둔산동),35233,127.3798434,36.3526605
849,웰컴정신건강의학과의원,의원,대전서구,도안동,대전광역시 서구 도안동로 3 리더스프라자에이 201호 (가수원동),35368,127.3526723,36.3055523
850,위드유정신건강의학과의원,의원,대전서구,관저동,대전광역시 서구 관저중로 72 4층 (관저동),35382,127.335231,36.2985959
852,윈재활의학과의원,의원,대전유성구,봉명동,"대전광역시 유성구 도안대로 591 2층 209,210호호 (봉명동)",34179,127.340759,36.3531046
853,유로진비뇨의학과의원,의원,대전서구,둔산동,대전광역시 서구 둔산로 76 시티크리닉 302호 (둔산동),35234,127.3822281,36.3510471
854,유샘외과의원,의원,대전서구,탄방동,대전광역시 서구 문정로48번길 70 201호 (탄방동),35262,127.3840565,36.3437038
855,유성비뇨기과의원,의원,대전유성구,봉명동,대전광역시 유성구 계룡로 48 (봉명동),34177,127.3361167,36.3550699
857,유성성모마취통증의학과의원,의원,대전유성구,봉명동,대전광역시 유성구 계룡로 150 승호빌딩 207호 208호 (봉명동),34189,127.3346427,36.3554249
859,유성연세의원,의원,대전유성구,봉명동,대전광역시 유성구 계룡로 48 (봉명동),34177,127.3361167,36.3550699
860,유성정신건강의학과의원,의원,대전유성구,지족동,대전광역시 유성구 노은로 170 (지족동),34086,127.3184267,36.3748013
861,유성정형외과의원,의원,대전유성구,장대동,대전광역시 유성구 유성대로 727 (장대동),34173,127.3324925,36.3585043
862,유성제일정형외과의원,의원,대전유성구,장대동,대전광역시 유성구 유성대로 772 (장대동),34171,127.3362767,36.3609648
863,유소미산부인과의원,의원,대전대덕구,중리동,대전광역시 대덕구 계족산로 5 (중리동),34411,127.4321102,36.3617876
864,유소아청소년과의원,의원,대전서구,정림동,대전광역시 서구 정림로 62-1 2층 (정림동),35396,127.3654088,36.3059268
865,유아이성형외과의원,의원,대전유성구,봉명동,"대전광역시 유성구 계룡로132번길 10 3층 (봉명동, 도안쎈트럴프라자 305호,306호)",34188,127.3446323,36.3522995
866,유앤유산부인과의원,의원,대전서구,둔산동,대전광역시 서구 대덕대로 199 2층 (둔산동),35230,127.3777972,36.3510361
867,유진호정신건강의학과의원,의원,대전서구,도마동,대전광역시 서구 도산로 46 (도마동),35402,127.3806564,36.3129868
868,유척마취통증의학과의원,의원,대전대덕구,송촌동,"대전광역시 대덕구 송촌북로36번길 36 9층, 802호 (송촌동)",34408,127.438027,36.3661467
869,유천동한사랑의원,의원,대전중구,유천동,대전광역시 중구 계백로 1543 3층 (유천동),34891,127.3917917,36.3171629
870,유철재내과의원,의원,대전서구,용문동,대전광역시 서구 도산로 353 (용문동),35301,127.3906971,36.336579
871,유항외과의원,의원,대전서구,용문동,대전광역시 서구 계룡로 646 3층 (용문동),35304,127.3933066,36.3379455
