index,요양기관명,종별코드명,시군구코드명,동,주소,우편번호,x좌표,y좌표
0,충남대학교병원,상급종합,대전중구,대사동,대전광역시 중구 문화로 282 (대사동),35015,127.415363,36.316908
1,근로복지공단 대전병원,종합병원,대전대덕구,법동,대전광역시 대덕구 계족로 637 (법동),34384,127.4285488,36.3683976
2,대전보훈병원,종합병원,대전대덕구,신탄진동,대전광역시 대덕구 대청로82번길 147,34314,127.4396939,36.4473164
4,대청병원,종합병원,대전서구,정림동,대전광역시 서구 계백로 1322 (정림동),35403,127.3705837,36.3081922
5,의료법인 영훈의료재단 대전선병원,종합병원,대전중구,목동,대전광역시 중구 목중로 29 (목동),34811,127.4104139,36.3360669
6,의료법인영훈의료재단 유성선병원,종합병원,대전유성구,지족동,대전광역시 유성구 북유성대로 93 (지족동),34084,127.3249507,36.3751715
7,학교법인 건양교육재단 건양대학교병원,종합병원,대전서구,관저동,대전광역시 서구 관저동로 158 (관저동),35365,127.342613,36.306642
8,학교법인 을지학원 대전을지대학교병원,종합병원,대전서구,둔산동,대전광역시 서구 둔산서로 95 (둔산동),35233,127.3819903,36.3552891
9,학교법인가톨릭학원 가톨릭대학교 대전성모병원,종합병원,대전중구,대흥동,대전광역시 중구 대흥로 64 (대흥동),34943,127.420163,36.323042
10,가톨릭병원,병원,대전서구,용문동,대전광역시 서구 도산로 351 (용문동),35301,127.390352,36.3364138
11,고운손병원,병원,대전서구,둔산동,대전광역시 서구 둔산서로 59 (8층),35233,127.3825516,36.3518082
12,글로벌삼육오엠씨병원,병원,대전서구,둔산동,"대전광역시 서구 대덕대로 194-0 0동 (둔산동,백마빌딩(7~10층))",35234,127.3782047,36.3501606
13,글로벌튼튼병원,병원,대전동구,용전동,대전광역시 동구 계족로 516 (용전동),34542,127.433248,36.3578747
15,다빈치병원,병원,대전서구,탄방동,대전광역시 서구 계룡로553번길 60 (탄방동),35262,127.3855534,36.3455503
16,대전광역시립정신병원,병원,대전유성구,학하동,대전광역시 유성구 진잠옛로135번길 87 (학하동),34206,127.3064375,36.3320583
17,대전본병원,병원,대전유성구,봉명동,대전광역시 유성구 계룡로 114-0,34188,127.3429573,36.3526557
18,대전센텀병원,병원,대전서구,둔산동,대전광역시 서구 청사로 234-0 (둔산동),35209,127.3898386,36.3594842
19,대전우리병원,병원,대전서구,탄방동,대전광역시 서구 문정로48번길 70 (탄방동),35262,127.3840565,36.3437038
20,대전코젤병원,병원,대전유성구,원내동,"대전광역시 유성구 계백로 927-0 0동 (원내동,코젤랜드)",34223,127.3266814,36.3008979
21,더블유여성병원,병원,대전서구,탄방동,대전광역시 서구 문정로48번길 70 (탄방동),35262,127.3840565,36.3437038
22,마라톤정형외과병원,병원,대전서구,둔산동,대전광역시 서구 둔산남로 87-0 (둔산동),35241,127.3874471,36.3493481
23,미래여성병원,병원,대전서구,둔산동,대전광역시 서구 대덕대로176번길 15 (둔산동),35234,127.3777541,36.3485152
24,미즈여성병원,병원,대전서구,탄방동,대전광역시 서구 문정로2번길 95 (탄방동),35262,127.3853747,36.3433025
25,미즈제일여성병원,병원,대전유성구,봉명동,대전광역시 유성구 계룡로 126,34188,127.344198,36.352516
26,바로세움병원,병원,대전서구,둔산동,대전광역시 서구 둔산남로 107 (둔산동),35241,127.3895146,36.3492979
27,바른생각병원,병원,대전서구,월평동,대전광역시 서구 청사로 128 (월평동),35220,127.3778318,36.3595058
29,베스티안우송병원,병원,대전동구,신안동,대전광역시 동구 동대전로 39-0 베스티안우송병원,34617,127.4389764,36.329087
30,봉키병원,병원,대전유성구,봉명동,대전광역시 유성구 계룡로 120-0 (봉명동),34188,127.3437349,36.3526462
31,비엔피병원,병원,대전유성구,봉명동,대전광역시 유성구 계룡로 81 (봉명동),34168,127.3398823,36.3544734
32,사회복지법인 성재원 성세병원,병원,대전유성구,봉명동,대전광역시 유성구 온천북로33번길 21-32 (봉명동),34185,127.345252,36.357733
34,사회복지법인천성원신탄진한일병원,병원,대전대덕구,상서동,대전광역시 대덕구 신탄진로 623 (상서동),34332,127.4240766,36.4340606
35,새손병원,병원,대전중구,오류동,"대전광역시 중구 계룡로 858-0 지하1층,3,4,5",34908,127.4097835,36.3242823
36,서울여성병원,병원,대전서구,둔산동,대전광역시 서구 문정로 7 (둔산동),35235,127.380596,36.3454266
37,세우리병원,병원,대전서구,둔산동,대전광역시 서구 둔산북로 36,35229,127.3783636,36.3554541
38,써지탑병원,병원,대전서구,둔산동,"대전광역시 서구 대덕대로 238 4,5,6층 (둔산동)",35233,127.3799449,36.3541369
39,에스앤케이병원,병원,대전서구,둔산동,대전광역시 서구 둔산남로 46-0 4~6층 (둔산동),35235,127.3825798,36.3487003
40,엠블병원,병원,대전유성구,원신흥동,대전광역시 유성구 원신흥남로12번길 8-10,34195,127.3384552,36.3329729
41,연합정형외과병원,병원,대전서구,탄방동,대전광역시 서구 계룡로 619 (탄방동),35264,127.3916456,36.3400711
42,을지소아청소년과병원,병원,대전대덕구,송촌동,대전광역시 대덕구 송촌북로 60-0,34407,127.436106,36.3675587
43,의료법인 대전미래의료재단 대전하나병원,병원,대전중구,대사동,대전광역시 중구 계룡로 934 (대사동),34964,127.4157668,36.3193607
45,의료법인 밝은마음의료재단 워크런병원,병원,대전유성구,봉명동,"대전광역시 유성구 온천동로 43-0 본관지하1~3층,9층/신관2~3층",34186,127.350565,36.3553311
46,의료법인 의명의료재단 대전병원,병원,대전대덕구,오정동,대전광역시 대덕구 대전로 1215-0 대전병원,34380,127.4177625,36.362623
47,의료법인 의명의료재단 마음편한병원,병원,대전중구,대흥동,대전광역시 중구 중교로 32 (대흥동),34917,127.4235224,36.3250269
48,의료법인삼영의료재단 둔산병원,병원,대전서구,둔산동,대전광역시 서구 대덕대로175번길 60 메르하우젠 2층,35230,127.3742301,36.3506732
49,의료법인성전의료재단 대전신생병원,병원,대전유성구,학하동,대전광역시 유성구 진잠옛로135번길 87 (학하동),34206,127.3064375,36.3320583
50,이안과병원,병원,대전중구,대흥동,대전광역시 중구 대종로 468 (대흥동),34925,127.4276084,36.3263045
51,조이병원,병원,대전서구,탄방동,대전광역시 서구 계룡로553번길 18 (탄방동),35262,127.3854498,36.3436279
53,킴벨피부과병원,병원,대전서구,둔산동,대전광역시 서구 대덕대로 238-,0,127.3799643,36.3541121
54,탄방엠블병원,병원,대전서구,탄방동,대전광역시 서구 문정로48번길 70-0 (탄방동),35262,127.3840565,36.3437038
55,탄탄병원,병원,대전서구,탄방동,대전광역시 서구 계룡로553번길 72-0 (탄방동),35262,127.3854354,36.3461031
56,허리사랑병원,병원,대전서구,괴정동,대전광역시 서구 계룡로 618 (괴정동),35299,127.3909445,36.339736
57,남대전요양병원,요양병원,대전동구,대별동,대전광역시 동구 산서로1660번길 142 (대별동),34711,127.4630041,36.2834788
58,다솜요양병원,요양병원,대전동구,가양동,대전광역시 동구 우암로 234 (가양동),34594,127.4424833,36.3435108
59,대전광역시립제1노인전문병원,요양병원,대전유성구,방현동,대전광역시 유성구 유성대로 1422,34101,127.3734716,36.4051346
60,대전광역시립제2노인전문병원,요양병원,대전동구,하소동,대전광역시 동구 산내로 300 (하소동),34712,127.4405915,36.2125829
61,대전그린의료소비자생활협동조합그린요양병원,요양병원,대전동구,판암동,대전광역시 동구 옥천로176번길 15-4 (판암동),34676,127.4599056,36.3159498
62,대전기독요양병원,요양병원,대전동구,대동,대전광역시 동구 계족로 189 (대동),34604,127.4417024,36.3301774
63,대전동부요양병원,요양병원,대전동구,용운동,대전광역시 동구 동부로 150 (용운동),34521,127.4669619,36.3272392
64,대전보람요양병원,요양병원,대전중구,문창동,대전광역시 중구 인창로 35 (문창동),34929,127.4332528,36.3233551
65,대전연세요양병원,요양병원,대전유성구,봉명동,대전광역시 유성구 한밭대로492번길 26-30 (봉명동),34184,127.350876,36.358798
66,대전웰니스요양병원,요양병원,대전대덕구,송촌동,대전광역시 대덕구 동서대로1777번길 2 (송촌동),34425,127.4434833,36.3547724
67,둔산엔젤요양병원,요양병원,대전서구,둔산동,"대전광역시 서구 대덕대로 244-0 901호 (둔산동,건국타워(9~11층))",35233,127.3799883,36.3545564
68,둔산요양병원,요양병원,대전서구,둔산동,"대전광역시 서구 둔산중로 38-0 둔산메트로존(9,10층)",35241,127.3872546,36.3499147
69,백세요양병원,요양병원,대전중구,대흥동,대전광역시 중구 대종로 437-0 백세병원,34934,127.4283928,36.3238111
70,벤조인요양병원,요양병원,대전유성구,지족동,"대전광역시 유성구 지족로364번길 19 성훈 프라자 2,3층 (지족동)",34077,127.317941,36.3861808
71,보아스요양병원,요양병원,대전서구,변동,대전광역시 서구 도산로 224 (변동),35317,127.3811392,36.3277745
72,부모사랑요양병원,요양병원,대전동구,성남동,대전광역시 동구 우암로 159,34591,127.4350411,36.3405832
73,사회복지법인 금성복지재단 보광노인전문병원,요양병원,대전동구,상소동,대전광역시 동구 산내로560번길 18-11 (상소동),34712,127.4530184,36.2270566
74,산내효요양병원,요양병원,대전동구,낭월동,대전광역시 동구 산내로1287번길 71-14 (낭월동),34705,127.4648287,36.2778969
76,성심요양병원,요양병원,대전서구,갈마동,대전광역시 서구 갈마로 45-0 (갈마동),35270,127.3698502,36.3483732
77,세민요양병원,요양병원,대전서구,용문동,대전광역시 서구 유등로 491 (용문동),35306,127.3941768,36.33293
78,온누리좋은요양병원,요양병원,대전서구,가장동,대전광역시 서구 동서대로 1147 (가장동),35310,127.3879057,36.3281175
79,의)밝은마음의료재단 유성한가족요양병원,요양병원,대전유성구,봉명동,대전광역시 유성구 온천동로 43-0,34186,127.350565,36.3553311
80,의료법인 남영의료재단  남영노인전문병원,요양병원,대전동구,정동,대전광역시 동구 태전로 39 (정동),34625,127.4288293,36.3337075
81,의료법인 산수의료재단 웰시티요양병원,요양병원,대전중구,대흥동,대전광역시 중구 대종로 400-0 (대흥동),34931,127.4307451,36.3208375
82,의료법인 선사인혜요양병원,요양병원,대전서구,월평동,대전광역시 서구 대덕대로317번길 26 (월평동),35214,127.3779233,36.3613338
83,의료법인 세명의료재단 세명요양병원,요양병원,대전중구,선화동,대전광역시 중구 대종로 599 (선화동),34840,127.4175685,36.335057
84,의료법인 원전의료재단 가양요양병원,요양병원,대전동구,가양동,대전광역시 동구 우암로 281 (가양동),34534,127.4469139,36.3462248
85,의료법인 원전의료재단보니파시오요양병원,요양병원,대전대덕구,덕암동,대전광역시 대덕구 덕암로 225,34330,127.423717,36.440679
86,의료법인 정다운의료재단 나진요양병원,요양병원,대전서구,괴정동,대전광역시 서구 갈마로 122 (괴정동),35283,127.3712796,36.341649
87,의료법인 지덕사의료재단 양녕요양병원,요양병원,대전서구,갈마동,대전광역시 서구 신갈마로 126-0 (갈마동),35281,127.3687918,36.3447274
88,의료법인 참사랑의료재단 대전참사랑요양병원,요양병원,대전서구,둔산동,대전광역시 서구 계룡로491번길 8 갤러리빌4차,35235,127.3801178,36.3455499
89,의료법인 한일의료재단 패밀리요양병원,요양병원,대전중구,대흥동,대전광역시 중구 중교로 39- (대흥동),0,127.4241204,36.325646
90,의료법인고려의료재단 원동요양병원,요양병원,대전동구,원동,대전광역시 동구 대전로 742-0,34632,127.4357842,36.3263553
91,의료법인고운손의료재단고운마음요양병원,요양병원,대전유성구,하기동,대전광역시 유성구 송림로 58-0 (하기동),34098,127.3242163,36.3867831
92,의료법인나우리의료재단나우리요양병원,요양병원,대전유성구,원내동,대전광역시 유성구 진잠로 164 (원내동),34227,127.3195123,36.3038107
93,의료법인대전석천의료재단 섬김요양병원,요양병원,대전중구,유천동,대전광역시 중구 유천로 76 (유천동),34900,127.3974373,36.3192985
94,의료법인대전세진의료재단은혜요양병원,요양병원,대전중구,대사동,대전광역시 중구 계룡로 943 (대사동),34946,127.4169781,36.319252
95,의료법인비에스의료재단 브레인요양병원,요양병원,대전유성구,봉명동,대전광역시 유성구 도안대로567번길 26-0 0동 (봉명동),34179,127.3385573,36.3515459
96,중구의료소비자생활협동조합 보문산생태요양병원,요양병원,대전중구,대사동,"대전광역시 중구 보문산공원로 473-0 1~5층 (대사동,크린타워)",35052,127.4207165,36.3110562
97,중부요양병원,요양병원,대전중구,유천동,대전광역시 중구 계백로 1546-0 대전중부새마을금고,34977,127.3919674,36.3166838
98,큰우리요양병원,요양병원,대전유성구,덕명동,대전광역시 유성구 학하서로 99 (덕명동),34159,127.2987478,36.3464011
99,테크노요양병원,요양병원,대전유성구,용산동,대전광역시 유성구 테크노7로 31 해성빌딩 (용산동),34028,127.4007735,36.4245671
100,튼튼요양병원,요양병원,대전중구,목동,대전광역시 중구 목중로 9 대전튼튼요양병원,34815,127.4118034,36.3347942
101,평화요양병원,요양병원,대전중구,중촌동,대전광역시 중구 대전천서로 745 (중촌동),34800,127.4085691,36.347334
102,푸른요양병원,요양병원,대전서구,월평동,대전광역시 서구 월평중로 24 (월평동),35223,127.3641676,36.356815
103,한남요양병원,요양병원,대전대덕구,중리동,대전광역시 대덕구 한밭대로 1150 (중리동),34427,127.4262813,36.3585268
104,행복한시니어스요양병원,요양병원,대전중구,문화동,대전광역시 중구 보문산로 359 (문화동),35016,127.4157653,36.3141303
105,홍제요양병원,요양병원,대전대덕구,송촌동,대전광역시 대덕구 동서대로 1805 (송촌동),34421,127.4448786,36.3568033
111,(사)장애우자활추진본부부설충남의원,의원,대전동구,정동,대전광역시 동구 대전로 822 (정동),34626,127.4322114,36.3327349
112,365연세홈닥터의원,의원,대전대덕구,송촌동,대전광역시 대덕구 동춘당로94번길 11-7 광혜빌딩 201호 (송촌동),34401,127.4396741,36.3658722
113,365열린연합의원,의원,대전서구,관저동,"대전광역시 서구 관저동로 88 202호 (관저동, 관저빌딩)",35379,127.3410328,36.3000576
114,365최재혁가정의학과의원,의원,대전서구,도안동,대전광역시 서구 계백로 1141 301호 (가수원동),35368,127.3500625,36.3047903
115,DS피부과의원,의원,대전유성구,관평동,"대전광역시 유성구 관평1로 15 (관평동, 더리치타운2층)",34017,127.3870199,36.4259123
116,가라사대의원한의원,의원,대전유성구,반석동,대전광역시 유성구 반석로 16 반석크리닉빌딩 3층 2호 (반석동),34068,127.3126642,36.3918614
117,가수원이비인후과의원,의원,대전서구,도안동,"대전광역시 서구 계백로 1161 304호 (가수원동, 유니온빌딩)",35368,127.3522497,36.3053399
118,가양동서연합의원,의원,대전동구,가양동,대전광역시 동구 흥룡로 37 2층 (가양동),34532,127.4477715,36.3492202
120,가양산부인과의원,의원,대전동구,가양동,대전광역시 동구 우암로 273 (가양동),34534,127.4459886,36.3457972
121,가양성모의원,의원,대전동구,가양동,대전광역시 동구 동대전로 233 (가양동),34597,127.4478628,36.3422648
122,가오아이소아청소년과의원,의원,대전동구,가오동,대전광역시 동구 은어송로 60 3층 (가오동),34695,127.4561453,36.3061878
123,가오정형외과의원,의원,대전동구,가오동,대전광역시 동구 동구청로 95,34695,127.456713,36.3064929
124,가오푸른정신건강의학과의원,의원,대전동구,가오동,"대전광역시 동구 동구청로 95 2층 201호 (가오동, 예시티)",34695,127.456713,36.3064929
125,가오플러스산부인과의원,의원,대전동구,가오동,"대전광역시 동구 은어송로 63 5층,6층,7층,8층 (가오동)",34692,127.4560317,36.3066737
126,가인연합내과신경과의원,의원,대전유성구,장대동,"대전광역시 유성구 유성대로 770 3층, 5층 (장대동)",34171,127.3361746,36.3607622
127,가장성모내과의원,의원,대전서구,가장동,대전광역시 서구 도산로 286 2층 (가장동),35311,127.3855871,36.3320009
128,갈마중앙의원,의원,대전서구,갈마동,"대전광역시 서구 신갈마로 133 2,3층 (갈마동)",35281,127.3682465,36.3455158
129,강남내과의원,의원,대전대덕구,석봉동,대전광역시 대덕구 대덕대로 1610 1층 (석봉동),34318,127.4267288,36.4503693
130,강남비뇨기과의원,의원,대전서구,둔산동,"대전광역시 서구 문예로 65 3층 (둔산동, 대광빌딩)",35240,127.3898481,36.3525766
131,강남의원,의원,대전서구,둔산동,"대전광역시 서구 둔산중로 50 405호 (둔산동, 파이낸스빌딩)",35241,127.3872936,36.3510089
132,강안과의원,의원,대전유성구,봉명동,대전광역시 유성구 계룡로 50 (봉명동),34177,127.3365212,36.3549289
133,강재활의학과의원,의원,대전서구,도마동,대전광역시 서구 계백로 1436 (도마동),35402,127.3808317,36.3131448
135,강창규내과의원,의원,대전유성구,송강동,대전광역시 유성구 구즉로 46 (송강동),34009,127.3847808,36.4332407
136,강태영내과의원,의원,대전대덕구,석봉동,대전광역시 대덕구 대덕대로 1592 (석봉동),34317,127.4246658,36.4501429
137,갤러리성모정형외과의원,의원,대전서구,둔산동,"대전광역시 서구 대덕대로 203 미래빌딩 8,9층 (둔산동)",35230,127.3779281,36.3512445
138,갤러리성형외과의원,의원,대전서구,둔산동,"대전광역시 서구 둔산로 34 6층 (둔산동, 씨앤씨타워)",35230,127.3775316,36.3513987
139,건강미내과의원,의원,대전서구,둔산동,대전광역시 서구 둔산남로 46 3층 (둔산동),35235,127.3825798,36.3487003
140,건강한소화내과의원,의원,대전유성구,지족동,대전광역시 유성구 은구비남로33번길 29 홍송빌딩 2층 (지족동),34086,127.3191174,36.3735605
141,경성의원,의원,대전서구,갈마동,대전광역시 서구 대덕대로 150 3층 (갈마동),35265,127.3768654,36.3448318
142,경소아청소년과의원,의원,대전대덕구,법동,"대전광역시 대덕구 동춘당로 178 303호 (법동, 보람아파트 상가)",34398,127.4309506,36.3691448
143,경희성모연합의원,의원,대전동구,용전동,"대전광역시 동구 동서대로 1689 대전복합터미널(서관) 5,6층 (용전동)",34551,127.4367146,36.3503331
144,계룡내과의원,의원,대전중구,문화동,대전광역시 중구 서문로 133 2층 (문화동),34959,127.4051471,36.3198898
145,계룡재활의학과의원,의원,대전중구,대흥동,대전광역시 중구 대흥로 105 (대흥동),34917,127.4239096,36.3231609
146,고려내과의원,의원,대전동구,성남동,대전광역시 동구 우암로 172 (성남동),34593,127.4366337,36.340955
147,고려신경정신과의원,의원,대전중구,은행동,대전광역시 중구 대종로 504 2층 (은행동),34832,127.4254588,36.32931
148,고려연합의원,의원,대전중구,안영동,대전광역시 중구 대둔산로199번길 43 3층 (안영동),35084,127.3784461,36.2885908
149,고려의원,의원,대전동구,삼성동,대전광역시 동구 태전로 165 (삼성동),34566,127.4192284,36.3420489
150,고려정형외과의원,의원,대전유성구,상대동,대전광역시 유성구 도안대로 511-7 춘추빌딩동 3층 (상대동),34199,127.339686,36.3456658
151,고운눈안과의원,의원,대전동구,가오동,대전광역시 동구 은어송로 73 7층 (가오동),34680,127.4568618,36.3072536
152,고운마음의원,의원,대전중구,선화동,대전광역시 중구 중앙로 125-1 2층 (선화동),34838,127.4237754,36.3281268
153,고은소아청소년과의원,의원,대전대덕구,송촌동,대전광역시 대덕구 동춘당로94번길 11-15,34401,127.4394288,36.3660374
154,공감더하기정신건강의학과의원,의원,대전서구,도안동,대전광역시 서구 계백로 1135 MK클리닉 404호 (가수원동),35368,127.3495016,36.3047704
155,곽상혁내과의원,의원,대전서구,용문동,대전광역시 서구 계룡로 650 청포빌딩 5층 (용문동),35304,127.3935609,36.3375969
156,관저내과의원,의원,대전서구,관저동,대전광역시 서구 관저중로95번길 57 2층 202호 (관저동),35372,127.3316319,36.3010422
157,관저드림의원,의원,대전서구,관저동,대전광역시 서구 관저로 164 2층 (관저동),35382,127.3399952,36.298735
158,관저성모의원,의원,대전서구,관저동,대전광역시 서구 관저북로 78,35358,127.337338,36.308808
159,관저정신건강의학과의원,의원,대전서구,관저동,대전광역시 서구 관저로 164 5층 (관저동),35382,127.3399952,36.298735
160,관저참소아청소년과의원,의원,대전서구,관저동,대전광역시 서구 관저중로 72 3층 (관저동),35382,127.335231,36.2985959
161,관저한빛정형외과의원,의원,대전서구,관저동,대전광역시 서구 도안남로 148 3층 (관저동),35363,127.3367019,36.3043199
162,광명의원,의원,대전서구,월평동,대전광역시 서구 월평북로 11,35211,127.3690032,36.3632586
163,광명의원,의원,대전대덕구,법동,"대전광역시 대덕구 동춘당로 179 4층 (법동, 골드타워)",34406,127.4316129,36.3673979
165,구자경피부과의원,의원,대전서구,둔산동,대전광역시 서구 대덕대로 199 6층 (둔산동),35230,127.3777972,36.3510361
166,구정신건강의학과의원,의원,대전서구,탄방동,대전광역시 서구 계룡로 599 MG한밭빌딩 4층 403호 (탄방동),35264,127.3901908,36.3412676
167,국군의학연구소부속의원,의원,대전유성구,자운동,대전광역시 유성구 자운로 27 (자운동),34105,127.3480699,36.3956212
168,국소아청소년과의원,의원,대전서구,복수동,대전광역시 서구 복수동로 61 2층 (복수동),35415,127.3787878,36.2988326
169,굿닥터의원,의원,대전서구,월평동,대전광역시 서구 월평로 58 4층 (월평동),35225,127.3633681,36.3559593
170,굿모닝비뇨기과의원,의원,대전서구,둔산동,"대전광역시 서구 둔산중로 38 504호 (둔산동, 둔산메트로존)",35241,127.3872546,36.3499147
172,굿모닝의원,의원,대전서구,탄방동,대전광역시 서구 문정로 64 5층 (탄방동),35262,127.3863806,36.3465117
173,굿모닝이비인후과의원,의원,대전서구,탄방동,"대전광역시 서구 문정로2번길 95 301호 (탄방동, 주안빌딩)",35262,127.3853747,36.3433025
174,굿모닝재활의학과의원,의원,대전서구,탄방동,"대전광역시 서구 문정로48번길 58 4층 (탄방동, 자생빌딩)",35262,127.3842069,36.3439502
175,권비뇨기과의원,의원,대전서구,둔산동,"대전광역시 서구 대덕대로 202 6층 (둔산동, 타임크리닉)",35234,127.378641,36.3508361
176,권오균소아과의원,의원,대전유성구,반석동,대전광역시 유성구 반석로 28 (반석동),34069,127.3113748,36.3915756
177,그린성모의원,의원,대전서구,둔산동,"대전광역시 서구 둔산로 14 2층 (둔산동, 그린코아)",35230,127.3753934,36.3521652
178,근로복지공단대전의원,의원,대전유성구,관평동,대전광역시 유성구 테크노3로 65 한신에스메카 1층 130~135호 (관평동),34016,127.3907803,36.4292608
179,근화내과의원,의원,대전동구,성남동,대전광역시 동구 계족로 362 2층 (성남동),34590,127.4340847,36.344441
180,금강의원,의원,대전동구,성남동,대전광역시 동구 동서대로 1632 (성남동),34580,127.4318681,36.3469689
181,기린마취통증의학과의원,의원,대전서구,월평동,대전광역시 서구 청사서로 26 2층 201호 (월평동),35214,127.3769485,36.3601013
182,기린의원,의원,대전대덕구,법동,"대전광역시 대덕구 계족로663번길 32 203호 (법동, 상가)",34382,127.4251443,36.3728336
184,기쁜정형외과의원,의원,대전동구,판암동,대전광역시 동구 동구청로 205,34673,127.4561773,36.3161689
185,기찬가정의학과의원,의원,대전서구,도마동,대전광역시 서구 도산로 76 1층 (도마동),35332,127.3793644,36.315264
186,길가정의학과의원,의원,대전동구,판암동,대전광역시 동구 옥천로 170 (판암동),34676,127.4593232,36.3168277
187,길맨비뇨기과의원,의원,대전유성구,봉명동,대전광역시 유성구 대학로 1 (봉명동),34168,127.341164,36.3541124
188,김기룡안과의원,의원,대전동구,중동,대전광역시 동구 중앙로 193 (중동),34627,127.4305503,36.3306808
189,김기영영심내과의원,의원,대전유성구,원내동,대전광역시 유성구 계백로 927 1302호 (원내동),34223,127.3266814,36.3008979
190,김남재내과의원,의원,대전유성구,봉명동,대전광역시 유성구 계룡로 114 BYC유성빌딩 7층 703호 (봉명동),34188,127.3429573,36.3526557
191,김남철소아청소년과의원,의원,대전동구,성남동,대전광역시 동구 우암로 173 (성남동),34589,127.4364889,36.3412519
192,김내과의원,의원,대전중구,대흥동,대전광역시 중구 대종로 468 (대흥동),34925,127.4276084,36.3263045
193,김대수내과의원,의원,대전서구,내동,대전광역시 서구 동서대로 981 2층 (내동),35285,127.3715057,36.3343228
194,김동수재활의학과의원,의원,대전중구,부사동,대전광역시 중구 보문로 57 2층 (부사동),35047,127.4346121,36.3129432
195,김동철안과의원,의원,대전유성구,관평동,대전광역시 유성구 테크노중앙로 32 (관평동),34017,127.3890938,36.4269742
196,김명숙소아청소년과의원,의원,대전동구,대동,대전광역시 동구 동대전로 80 (대동),34648,127.4433766,36.3296356
197,김무명이비인후과의원,의원,대전유성구,전민동,대전광역시 유성구 유성대로 1758 (전민동),34052,127.4044345,36.3993467
198,김미연아임산부인과의원,의원,대전서구,둔산동,대전광역시 서구 대덕대로 183 7층 (둔산동),35230,127.3769602,36.3496696
199,김병국이비인후과의원,의원,대전서구,둔산동,대전광역시 서구 둔산로 76 6층 (둔산동),35234,127.3822281,36.3510471
200,김병석흉부외과의원,의원,대전유성구,신성동,대전광역시 유성구 신성로68번길 44 (신성동),34117,127.3494084,36.3876821
201,김병호내과의원,의원,대전서구,둔산동,대전광역시 서구 문예로 69 5층 (둔산동),35240,127.3898528,36.3528819
202,김봉천정형외과의원,의원,대전서구,가수원동,대전광역시 서구 계백로 1130 (가수원동),35385,127.3490411,36.3038765
203,김상국정신건강의학과의원,의원,대전서구,둔산동,대전광역시 서구 대덕대로 202 5층 (둔산동),35234,127.378641,36.3508361
204,김상우비뇨기과의원,의원,대전동구,판암동,대전광역시 동구 옥천로 178-1 (판암동),34676,127.460224,36.3170713
205,김석필내과의원,의원,대전동구,가양동,대전광역시 동구 동대전로 290 (가양동),34534,127.4452494,36.3468097
206,김선귀이비인후과의원,의원,대전서구,갈마동,대전광역시 서구 대덕대로 164 4층 (갈마동),35265,127.3766612,36.3476658
207,김선무정신건강의학과의원,의원,대전동구,중동,대전광역시 동구 대전로 799 2층 (중동),34628,127.4325086,36.3307913
208,김성걸내과의원,의원,대전중구,선화동,대전광역시 중구 선화서로 120 (선화동),34842,127.4148813,36.3338324
209,김세겸비뇨의학과의원,의원,대전서구,도마동,대전광역시 서구 도산로 45 501호 (도마동),35401,127.3803034,36.3126705
210,김승태내과의원,의원,대전동구,인동,대전광역시 동구 충무로 193 (인동),34633,127.4373455,36.3217948
211,김안과의원,의원,대전중구,은행동,대전광역시 중구 대종로 506 (은행동),34832,127.4253884,36.3294188
212,김영근성형외과의원,의원,대전중구,선화동,대전광역시 중구 대종로 609 (선화동),34840,127.4167299,36.335722
213,김영소아청소년과의원,의원,대전동구,가오동,"대전광역시 동구 은어송로 63 4층 402호 (가오동, 글로리타워2)",34692,127.4560317,36.3066737
214,김영승내과의원,의원,대전동구,효동,대전광역시 동구 계족로 37 (효동),34636,127.4420297,36.3182071
215,김영운내과의원,의원,대전서구,정림동,대전광역시 서구 정림동로5번길 23 2층 (정림동),35396,127.3657138,36.305515
216,김영철비뇨기과의원,의원,대전서구,정림동,대전광역시 서구 계백로 1272 (정림동),35393,127.3643647,36.3072359
217,김완중정신건강의학과의원,의원,대전중구,은행동,"대전광역시 중구 중앙로 149 301호 (은행동, 한솔그린타워)",34832,127.4260116,36.3290641
218,김용석소아청소년과의원,의원,대전서구,둔산동,대전광역시 서구 둔산로 201,35245,127.3964569,36.3551614
219,김익수마취통증의학과의원,의원,대전중구,부사동,대전광역시 중구 대종로 289 1층 (부사동),35048,127.4362675,36.3121302
220,김일수비뇨기과의원,의원,대전동구,대동,대전광역시 동구 계족로 174 (대동),34648,127.4433669,36.329484
221,김재덕성형외과의원,의원,대전서구,탄방동,"대전광역시 서구 계룡로 633 8층 (탄방동, 우리빌딩)",35264,127.3928633,36.3390543
222,김재룡성형외과의원,의원,대전서구,둔산동,"대전광역시 서구 대덕대로 179 12층 (둔산동, 엠제이피부과굿모닝어학원빌딩)",35230,127.3768209,36.3494046
223,김재현재활의학과의원,의원,대전대덕구,비래동,대전광역시 대덕구 비래동로 8 3층 (비래동),34418,127.4500728,36.3545772
224,김정식내과의원,의원,대전유성구,지족동,"대전광역시 유성구 지족동로 152 4층 401호 (지족동, 코오롱타워1)",34070,127.3087746,36.3874466
225,김정현가정의학과의원,의원,대전중구,오류동,대전광역시 중구 계백로 1719 522호 (오류동),34909,127.4104776,36.3222394
226,김종학내과의원,의원,대전중구,부사동,대전광역시 중구 대종로 309 (부사동),35023,127.4344038,36.3134131
