구분,시설명,구,동,주소,위도,경도
음식점,미락푸드,유성구,가정동,가정동 138,36.3842939059503,127.361683586129
음식점,본푸드서비스(주) 한국연구재단점,유성구,가정동,가정동 180,37.5261422838567,126.672569856478
음식점,맛담,유성구,가정동,가정동 161,37.5279254406837,126.675537528463
음식점,한국전자통신연구원노동조합소비조합,유성구,가정동,가정동 161,37.5279254406837,126.675537528463
음식점,에트리에 카페,유성구,가정동,가정동 161,37.5279254406837,126.675537528463
음식점,한국전자통신연구원신협(한식),유성구,가정동,가정동 161,37.5279254406837,126.675537528463
음식점,한국전자통신연구원신협(양식),유성구,가정동,가정동 161,37.5279254406837,126.675537528463
음식점,디에떼에스프레소 에트리융합점,유성구,가정동,가정동 161,37.5279254406837,126.675537528463
음식점,웰스프레쉬,유성구,가정동,가정동 161,37.5279254406837,126.675537528463
음식점,지질연구원 까페베네,유성구,가정동,가정동 30,37.5391281927372,126.671731452417
음식점,주)아워홈LG유플러스연구원점,유성구,가정동,가정동 34,36.3774652011209,127.367087560524
음식점,한울에프앤에스 한국조폐공사본사점,유성구,가정동,가정동 35,37.5390321551619,126.669666695084
음식점,디 에떼 에스프레소 화폐박물관점,유성구,가정동,가정동 35,37.5390321551619,126.669666695084
음식점,"더 쉼,",유성구,가정동,가정동 37,37.5380683858936,126.670805467662
음식점,(주)케이엘그룹카이스트,유성구,가정동,가정동 2,37.5331560409892,126.676865977985
음식점,갑동숯불민물장어,유성구,갑동,갑동 400,36.3615440655067,127.288230510086
음식점,대사봉무쇠솥밥,유성구,갑동,갑동 327,36.3633836541681,127.290010358382
음식점,갑동버섯골,유성구,갑동,갑동 385,36.3615195264393,127.296200717625
음식점,아레쪼,유성구,갑동,갑동 400,36.3615440655067,127.288230510086
음식점,더마루,유성구,갑동,갑동 327,36.3633836541681,127.290010358382
음식점,알프하임,유성구,갑동,갑동 328,36.3631135159237,127.290070526694
음식점,알프하임,유성구,갑동,갑동 328,36.3631135159237,127.290070526694
음식점,대한민국전몰군경유족회,유성구,갑동,갑동 3,36.3702113797285,127.303836228277
음식점,파쏘게러지,유성구,계산동,계산동 352,36.3453697381555,127.292091274521
음식점,대왕산삼갈비탕,유성구,계산동,계산동 352,36.3453697381555,127.292091274521
음식점,수통골돌짜장,유성구,계산동,계산동 352,36.3453697381555,127.292091274521
음식점,도자카페,유성구,계산동,계산동 352,36.3453697381555,127.292091274521
음식점,수통골능이버섯백숙,유성구,계산동,계산동 352,36.3453697381555,127.292091274521
음식점,까페로맨틱 브리즈,유성구,계산동,계산동 352,36.3453697381555,127.292091274521
음식점,초원,유성구,계산동,계산동 352,36.3453697381555,127.292091274521
음식점,명란밥상,유성구,계산동,계산동 352,36.3453697381555,127.292091274521
음식점,(주)마라소,유성구,계산동,계산동 352,36.3453697381555,127.292091274521
음식점,이강산 가든,유성구,계산동,계산동 273,36.3391177421544,127.297598555222
음식점,선비꼬마김밥(학하점),유성구,계산동,계산동 721,36.3432868671296,127.301694991985
음식점,별봉쎄시봉,유성구,계산동,계산동 737,37.5444951509966,126.718074427299
음식점,대경한우정육식당,유성구,계산동,계산동 737,37.5444951509966,126.718074427299
음식점,계룡관,유성구,계산동,학하서로10번길 10,36.3410242779702,127.304254595475
음식점,송림가든,유성구,계산동,학하서로10번길 22,36.3415301692624,127.304620255503
음식점,대부도칼국수,유성구,계산동,계산동 729,37.5442028153074,126.7158722677
음식점,드시오,유성구,계산동,계산동 729,37.5442028153074,126.7158722677
음식점,토끼부엌,유성구,계산동,계산동 731,37.5442401686502,126.717170025888
음식점,전광수커피하우스 대전점,유성구,계산동,계산동 266,36.3398004649705,127.298361714961
음식점,뚜레쥬르 관평롯데점,유성구,관평동,관평동 884,36.4255395983067,127.387566784902
음식점,꿈,유성구,관평동,관평동 844,36.425862461873,127.38810107886
음식점,혼 참치,유성구,관평동,관평동 875,36.4264605469899,127.388244895393
음식점,호미,유성구,관평동,관평동 874,36.4263845954915,127.388433753097
음식점,후추언니네과자점,유성구,관평동,관평동 858,36.4261730486533,127.388308698295
음식점,라베리타,유성구,관평동,관평동 872,36.4262644950401,127.3887307799
음식점,카페알베로,유성구,관평동,관평동 820,36.4261642870431,127.388979397447
음식점,달,유성구,관평동,관평동 823,36.4259981526737,127.389381794098
음식점,크리스피크림도넛(대전테크노밸리점),유성구,관평동,관평동 824,36.4259358403089,127.38953280385
음식점,수선화필무렵,유성구,관평동,관평동 864,36.4258248457913,127.389164708484
음식점,써브웨이 대전관평점,유성구,관평동,관평동 828,36.4256321039768,127.389352980611
음식점,까르페디엠,유성구,관평동,관평동 850,36.4255130806482,127.388959645456
음식점,라븐,유성구,관평동,관평동 865,36.4257029007826,127.389087157293
음식점,맘스터치 (관평점),유성구,관평동,관평동 830,36.4253736595131,127.389184312854
음식점,럭키스마일,유성구,관평동,관평동 839,36.425187495403,127.388598289267
음식점,마시내탕수육앤치킨,유성구,관평동,관평동 857,36.4257409703627,127.388022416436
음식점,나폴리에스프레소,유성구,관평동,관평동 837,36.4254209565745,127.38821975901
음식점,아리,유성구,관평동,관평동 852,36.4254482916143,127.388736858523
음식점,24시 전주명가 콩나물국밥 관평점,유성구,관평동,관평동 987,36.4244665158539,127.39016073244
음식점,용가마 순대,유성구,관평동,관평동 1078,36.4246708689807,127.390611138319
음식점,쥬씨,유성구,관평동,관평동 984,36.4248665858388,127.390423109524
음식점,너 나들이,유성구,관평동,관평동 983,36.4249964363925,127.390507949697
음식점,뉴욕부엌,유성구,관평동,관평동 982,36.4251263773611,127.390592679096
음식점,원조황소집,유성구,관평동,관평동 1112,36.4249901943837,127.390818250762
음식점,소도둑(대전관평점),유성구,관평동,관평동 981,36.4252563179001,127.390677520288
음식점,충만치킨(관평점),유성구,관평동,관평동 1103,36.4251154648541,127.39089816232
음식점,엔제리너스,유성구,관평동,관평동 978,36.4254180302048,127.39080188422
음식점,일미리 금계찜닭 대전관평점,유성구,관평동,관평동 977,36.4253561542119,127.390956685257
음식점,촌놈커피에눈뜨다,유성구,관평동,관평동 976,36.4252999210237,127.391094453252
음식점,최지성의해물칼국수,유성구,관평동,관평동 975,36.425243777792,127.391232221499
음식점,우리생칼국수,유성구,관평동,관평동 974,36.425187634402,127.391369989547
음식점,청담식당,유성구,관평동,관평동 1105,36.4249983481635,127.391190289013
음식점,시부야,유성구,관평동,관평동 973,36.4251314007389,127.391507756943
음식점,음매꿀꿀,유성구,관평동,관평동 1106,36.4249388431626,127.391336403034
음식점,지에스식당,유성구,관평동,관평동 972,36.4250706106994,127.391660889651
음식점,히노아이,유성구,관평동,관평동 972,36.4250706106994,127.391660889651
음식점,오늘,유성구,관평동,관평동 1068,36.4243516336706,127.390403916525
음식점,선수포차,유성구,관평동,관평동 1107,36.4248665396535,127.391510553055
음식점,정통춘천닭갈비,유성구,관평동,관평동 1113,36.424951691683,127.391952448414
음식점,맥뱅,유성구,관평동,관평동 1091,36.4247402609592,127.391820584911
음식점,곱창고 (관평점),유성구,관평동,관평동 1114,36.4248791151033,127.392127154064
음식점,라멘우에무라,유성구,관평동,관평동 986,36.4246067032137,127.390253763653
음식점,제주박돈가,유성구,관평동,관평동 1093,36.4246102468372,127.392142751507
음식점,미미,유성구,관평동,관평동 1116,36.4247587406553,127.392422495403
음식점,브이레스토랑,유성구,관평동,관평동 1094,36.4245497483131,127.392289193602
음식점,판도라 레스토랑,유성구,관평동,관평동 1117,36.4246985985825,127.392570054447
음식점,노가리앤비어(관평점),유성구,관평동,관평동 1095,36.4244906896155,127.392436200262
음식점,육십(60)계치킨대전관평점,유성구,관평동,관평동 1118,36.4246398937647,127.392718958615
음식점,테크노주먹구이,유성구,관평동,관평동 1096,36.424429561029,127.392582304205
음식점,껍데기클라스관평점,유성구,관평동,관평동 1084,36.4241106017152,127.392374407342
음식점,가장맛있는족발,유성구,관평동,관평동 1080,36.4243499752355,127.391790635147
음식점,와규본가 한점승부,유성구,관평동,관평동 1100,36.4244814638171,127.392062486291
음식점,와바테크노밸리점,유성구,관평동,관평동 1079,36.4244192119539,127.391617474719
음식점,라 카시타,유성구,관평동,관평동 1101,36.4245412418772,127.391915817507
음식점,화육식당,유성구,관평동,관평동 1102,36.4246135467063,127.391741445576
음식점,대박산꼼장어,유성구,관평동,관평동 1097,36.4243042015687,127.392502390211
음식점,생활맥주,유성구,관평동,관평동 1097,36.4243042015687,127.392502390211
음식점,한신포차대전관평점,유성구,관평동,관평동 1073,36.4245441336482,127.391308886615
음식점,뉴욕야시장,유성구,관평동,관평동 1108,36.4247399156759,127.391431303037
음식점,바다소이야기,유성구,관평동,관평동 1108,36.4247399156759,127.391431303037
음식점,양,유성구,관평동,관평동 1072,36.4246168910909,127.391133624306
음식점,에스클래스바,유성구,관평동,관평동 1109,36.4248101508126,127.391255804729
음식점,제주흑돼지,유성구,관평동,관평동 1071,36.4246778416985,127.390986291373
음식점,에이스클럽,유성구,관평동,관평동 1083,36.4241714578718,127.392228860005
음식점,미스테리우먼,유성구,관평동,관평동 1110,36.4248689355267,127.391109464254
음식점,불이아,유성구,관평동,관평동 1070,36.4247379821863,127.39083861962
음식점,돼지코,유성구,관평동,관평동 1111,36.4249292501892,127.390963688779
음식점,관평갈비집,유성구,관평동,관평동 1069,36.4247961399652,127.390690937706
음식점,장수한우곱창,유성구,관평동,관평동 1082,36.4242309639597,127.392082748107
음식점,썸 레스토랑,유성구,관평동,관평동 1098,36.4243619071588,127.39235582318
음식점,인생극장,유성구,관평동,관평동 1099,36.4244216855776,127.392209154849
음식점,상하이 양꼬치,유성구,관평동,관평동 1081,36.4242897496827,127.391936409348
음식점,씨이오 레스토랑,유성구,관평동,관평동 1074,36.4244181385032,127.391230197957
음식점,하남돼지집 관평점,유성구,관평동,관평동 1062,36.4242965596198,127.390931189914
음식점,럭셔리식당,유성구,관평동,관평동 1063,36.4242231669213,127.391107898126
음식점,유성갈비관평점,유성구,관평동,관평동 1063,36.4242231669213,127.391107898126
음식점,택이네조개전골칼국수,유성구,관평동,관평동 1090,36.4242925873048,127.391538448003
음식점,관평동장패,유성구,관평동,관평동 1059,36.4244769048043,127.390483715249
음식점,별미일번지,유성구,관평동,관평동 1089,36.424221191968,127.391710370781
음식점,아리아식당,유성구,관평동,관평동 1088,36.424161686334,127.391856482949
음식점,김민국의국산특허 마늘곱창.막창,유성구,관평동,관평동 1088,36.424161686334,127.391856482949
음식점,달려라 삼겹살,유성구,관평동,관평동 1087,36.4241021805221,127.392002594892
음식점,곱창역,유성구,관평동,관평동 1077,36.42460928876,127.39075824536
음식점,친친양꼬치 관평점,유성구,관평동,관평동 1053,36.4239238130971,127.391846143975
음식점,백조한우마을 관평점,유성구,관평동,관평동 1086,36.4240426745321,127.392148706612
음식점,역전할머니맥주 관평점,유성구,관평동,관평동 1054,36.4238633995601,127.39199425807
음식점,숙달돼지,유성구,관평동,관평동 1055,36.42379709102,127.392153716138
음식점,따다,유성구,관평동,관평동 1085,36.4239846113009,127.392294490839
음식점,우마이야(서귀포동경우동),유성구,관평동,관평동 1060,36.4244182018496,127.390632843605
음식점,아주삼삼한육회,유성구,관평동,관평동 1076,36.4245490578914,127.390906027989
음식점,명가생막창,유성구,관평동,관평동 1061,36.4243567058783,127.390781734722
음식점,마녀족발관평점,유성구,관평동,관평동 1075,36.4244888272059,127.39105369888
음식점,포차이나,유성구,관평동,관평동 985,36.4247366443763,127.390338492201
음식점,94번가 대전관평점,유성구,관평동,관평동 991,36.4239114039247,127.389800570535
음식점,쿠마식당,유성구,관평동,관평동 1025,36.4234153994357,127.390601504619
음식점,화씨55테크노밸리점,유성구,관평동,관평동 997,36.4234857441601,127.389840481366
음식점,운수당블랑제리,유성구,관평동,관평동 1028,36.4236110065605,127.390116197849
음식점,드립앤더치(대전관평점),유성구,관평동,관평동 998,36.4234261281117,127.389993506526
음식점,오늘은생선구이,유성구,관평동,관평동 1027,36.4235497702785,127.390268545886
음식점,울엄마양평해장국(직영점),유성구,관평동,관평동 989,36.424186579457,127.389978353007
음식점,명랑핫도그 관평점,유성구,관평동,관평동 995,36.4233919079531,127.389461555099
음식점,청남골,유성구,관평동,관평동 1005,36.423302650176,127.389916394827
음식점,리얼밀크,유성구,관평동,관평동 1003,36.4231781030982,127.390221748441
음식점,라드커피11호점,유성구,관평동,관평동 1019,36.4232981149247,127.390890056332
음식점,산토리니,유성구,관평동,관평동 1018,36.4232337192563,127.391043725396
음식점,박장군부대찌개오삼철판,유성구,관평동,관평동 1017,36.4231707630372,127.391198070471
음식점,에떼,유성구,관평동,관평동 1014,36.4229838757153,127.391661114149
음식점,유가옥설렁탕,유성구,관평동,관평동 1013,36.4231041999585,127.391737766416
음식점,모리스커피 관평점,유성구,관평동,관평동 1049,36.4234792909058,127.391399886211
음식점,전복에 굴에,유성구,관평동,관평동 1050,36.4235422473852,127.391245540693
음식점,숯고을,유성구,관평동,관평동 1008,36.4234189843674,127.390965483872
음식점,대가식당(time),유성구,관평동,관평동 1051,36.4236073770146,127.391087972091
음식점,유성닭발,유성구,관평동,관평동 1046,36.4232924940154,127.391862597159
음식점,주식회사 엘푸드식품(나베코이),유성구,관평동,관평동 1035,36.4237237455259,127.390804098291
음식점,화르고,유성구,관평동,관평동 1024,36.4235368984051,127.390677381013
음식점,올래밥상,유성구,관평동,관평동 1036,36.4237932537159,127.390630159169
음식점,두찜 관평송강점,유성구,관평동,관평동 1022,36.4236733377272,127.390345770346
음식점,신전떡볶이(관평점),유성구,관평동,관평동 1022,36.4236733377272,127.390345770346
음식점,한우마실 정육식당,유성구,관평동,관평동 1012,36.4231684166525,127.391583985777
음식점,엉클부대찌개,유성구,관평동,관평동 1038,36.4239190747441,127.390321353425
음식점,예숙이네 식당,유성구,관평동,관평동 1039,36.4239832896218,127.390167570002
음식점,동피랑,유성구,관평동,관평동 1047,36.4233533777167,127.391708464989
음식점,투맨식당,유성구,관평동,관평동 1048,36.4234163342276,127.391554231478
음식점,군자곱창,유성구,관평동,관평동 1010,36.4232943298859,127.391275296018
음식점,오엔지,유성구,관평동,관평동 1045,36.4234129983491,127.391939250949
음식점,대구막창(맥),유성구,관평동,관평동 1150,36.423527178607,127.392432243684
음식점,우가우가(테크노밸리점),유성구,관평동,관평동 1147,36.4239058388152,127.392681586406
음식점,신교령사골순대국,유성구,관평동,관평동 1157,36.423765367998,127.392867097835
음식점,노랑물고기,유성구,관평동,관평동 1146,36.4240321813587,127.392763958414
음식점,노랑물고기,유성구,관평동,관평동 1158,36.4239103293286,127.392960157113
음식점,종로맥가,유성구,관평동,관평동 1145,36.4241584333594,127.392846441744
음식점,1152미정네,유성구,관평동,관평동 1152,36.4241865374091,127.393151336978
음식점,시골길 관평점,유성구,관평동,관평동 1144,36.4242861304389,127.392927929042
음식점,경성주막1929관평점,유성구,관평동,관평동 1121,36.4244951956659,127.393066250379
음식점,시골촌 대전관평점,유성구,관평동,관평동 1123,36.4243723412404,127.393347749171
음식점,마당,유성구,관평동,관평동 1124,36.4242613108881,127.393431935927
음식점,김영희 동태찜 앤 코다리 냉면 (테크노점),유성구,관평동,관평동 1149,36.4236534238894,127.392516844555
음식점,365 물레방아,유성구,관평동,관평동 1153,36.4240446422323,127.393221875634
음식점,들르미짬뽕,유성구,관평동,관평동 1125,36.4241332030369,127.393475224063
음식점,이디야커피프렌차이즈,유성구,관평동,관평동 1154,36.4239220477515,127.393150784121
음식점,꽃돼지 밥상,유성구,관평동,관평동 1160,36.4237840921965,127.393365857117
음식점,청정콩,유성구,관평동,관평동 1161,36.4236057553925,127.393501554868
음식점,수가성순두부전문점,유성구,관평동,관평동 1129,36.4236663314741,127.39376947995
음식점,가마솥 마루 추어탕,유성구,관평동,관평동 1132,36.4235372513559,127.393916241638
음식점,성가네솥뚜껑삼겹살,유성구,관평동,관평동 1133,36.4234437109399,127.39402538129
음식점,평택왕족발,유성구,관평동,관평동 1176,36.4231732156736,127.393905816774
음식점,"화목한우리집 송강,테크노점",유성구,관평동,관평동 1177,36.4231107317737,127.394025148498
음식점,커피상회,유성구,관평동,관평동 1135,36.4232864437439,127.394275367164
음식점,위아래복집,유성구,관평동,관평동 1136,36.4232199377025,127.39441185057
음식점,관평식당,유성구,관평동,관평동 1179,36.4230011905623,127.394258648529
음식점,가마솥진곰탕,유성구,관평동,관평동 1138,36.4230981596545,127.394693905628
음식점,서천식당,유성구,관평동,관평동 1181,36.4228839294521,127.394510172981
음식점,만리장성앤냉면,유성구,관평동,관평동 1140,36.4228814011415,127.394784355821
음식점,논두렁옛날칼국수,유성구,관평동,관평동 1141,36.4227390043977,127.394760999111
음식점,진성아구찜 관평점,유성구,관평동,관평동 1162,36.423493625512,127.393454490303
음식점,충무할매낙지볶음,유성구,관평동,관평동 1169,36.4233072297235,127.393355757745
음식점,독도새우,유성구,관평동,관평동 1165,36.4235562570252,127.392742605099
음식점,큰손,유성구,관평동,관평동 1167,36.4234367792766,127.393038837071
음식점,임창정의소주한잔,유성구,관평동,관평동 1148,36.4237795863254,127.392599215119
음식점,병규돈까스테크노점,유성구,관평동,관평동 1252,36.4231821535561,127.39250521744
음식점,밥하는 여자 밥순이,유성구,관평동,관평동 1247,36.4230008480301,127.392091170951
음식점,인정쭈꾸미관평점,유성구,관평동,관평동 1267,36.4224993809038,127.392849569633
음식점,구판장,유성구,관평동,관평동 1211,36.4223929954458,127.393110627458
음식점,딜리버리퀸,유성구,관평동,관평동 1274,36.4224433904902,127.392392223071
음식점,가장맛있는족발 족과의동침,유성구,관평동,관평동 1245,36.4232699062663,127.392264691329
음식점,함지박,유성구,관평동,관평동 1277,36.4223725078123,127.39216093699
음식점,호시,유성구,관평동,관평동 1276,36.4223129115168,127.392307044905
음식점,행복한밥상,유성구,관평동,관평동 1223,36.4220784843281,127.392920485781
음식점,피굽남피자,유성구,관평동,관평동 1222,36.4220108956973,127.393085173738
음식점,더 카페,유성구,관평동,관평동 1246,36.4231347445468,127.392178485344
음식점,황가네식당,유성구,관평동,관평동 1234,36.4218986202003,127.394066525853
음식점,키모(KIMO)어느멋진날,유성구,관평동,관평동 1205,36.4222054342557,127.393939732729
음식점,조선관 남원추어탕,유성구,관평동,관평동 1199,36.4227022479857,127.393310333736
음식점,다조은생고기,유성구,관평동,관평동 1194,36.4224058065992,127.394035748221
음식점,이가별난찜앤탕,유성구,관평동,관평동 1257,36.4228079975697,127.393050944553
음식점,병천이가순대,유성구,관평동,관평동 1258,36.4228703341759,127.392893922411
음식점,명품식당,유성구,관평동,관평동 1264,36.4227478768796,127.39261665715
음식점,시크릿키친,유성구,관평동,관평동 1259,36.4229339281504,127.392738132926
음식점,닭한마리,유성구,관평동,관평동 1260,36.4229974318077,127.392582342733
음식점,은식탁,유성구,관평동,관평동 1262,36.4228737158454,127.392303956103
음식점,러프,유성구,관평동,관평동 1262,36.4228737158454,127.392303956103
음식점,수복전낙소,유성구,관평동,관평동 1261,36.4230625551314,127.392427229479
음식점,피자샵,유성구,관평동,관평동 1196,36.4225243749969,127.393742750785
음식점,스시안(관평점),유성구,관평동,관평동 1236,36.4221351413303,127.394186140223
음식점,굴세상(테크노점),유성구,관평동,관평동 1237,36.4222663410599,127.394243671465
음식점,천년한우 정육식당,유성구,용산동,관평동 613,36.4220322917295,127.397239762821
음식점,천년한우 정육식당,유성구,용산동,관평동 613,36.4220322917295,127.397239762821
음식점,산밑할머니식당,유성구,관평동,관평동 544,36.4162178552618,127.381469385575
음식점,우리밀타운,유성구,관평동,관평동 542,36.4150686985425,127.381184357456
음식점,홍가네 생태,유성구,관평동,관평동 541,36.4147087813151,127.381774193015
음식점,솔밭묵집,유성구,관평동,관평동 542,36.4150686985425,127.381184357456
음식점,선비식당,유성구,관평동,관평동 542,36.4150686985425,127.381184357456
음식점,우전농원,유성구,관평동,관평동 556,36.4168208026222,127.383922621903
음식점,63번길,유성구,용산동,관평동 547,36.4229357622759,127.403858961221
음식점,산골묵집식당,유성구,관평동,관평동 554,36.416031551488,127.384178191444
음식점,굽네치킨호프,유성구,관평동,관평동 890,36.4258955382912,127.386989364264
음식점,엔커피,유성구,관평동,관평동 890,36.4258955382912,127.386989364264
음식점,김밥나라(테크노점),유성구,관평동,관평동 843,36.4254247542736,127.387827595032
음식점,롯데리아 대전관평점,유성구,관평동,관평동 840,36.425234090425,127.388292091008
음식점,배보다배꼽관평점,유성구,관평동,관평동 1067,36.4242894177942,127.390552581073
음식점,나마미 돈카츠,유성구,관평동,관평동 1031,36.4240427329924,127.390398355777
음식점,산더미불고기,유성구,관평동,관평동 1066,36.4242286417471,127.390701810142
음식점,투다리,유성구,관평동,관평동 1032,36.4239790574136,127.390552476352
음식점,BHC 송강테크노점,유성구,관평동,관평동 1065,36.4241670555755,127.390850700392
음식점,보통사람들,유성구,관평동,관평동 1033,36.4239168216505,127.390707161431
음식점,지코바치킨 관평점,유성구,관평동,관평동 1033,36.4239168216505,127.390707161431
음식점,정음,유성구,관평동,관평동 1064,36.4240966320394,127.391028872889
음식점,양연화로,유성구,관평동,관평동 1040,36.4237289654149,127.391163961388
음식점,관들로집,유성구,관평동,관평동 1041,36.4236650035244,127.391322651112
음식점,오리의하루관평직영점,유성구,관평동,관평동 1058,36.423794310766,127.39176531881
음식점,오늘통닭,유성구,관평동,관평동 1042,36.4236028572482,127.391477223892
음식점,"안녕,닭 관평점",유성구,관평동,관평동 1057,36.4237347076309,127.391913659812
음식점,오가네대구왕뽈떼기,유성구,관평동,관평동 1043,36.4235399909509,127.391631458287
음식점,교촌치킨 관평점,유성구,관평동,관평동 1056,36.4236712817755,127.392073466704
음식점,두툼(관평점),유성구,관평동,관평동 1044,36.4234771244552,127.391785692431
음식점,어명이요 본점,유성구,관평동,관평동 1174,36.4234309877648,127.39266269221
음식점,유진명가,유성구,관평동,관평동 1173,36.4233691328489,127.392810351445
음식점,동방홍중식당,유성구,관평동,관평동 1172,36.4233087181212,127.392958463733
음식점,한스닭갈비,유성구,관평동,관평동 1253,36.4231197273437,127.39266224007
음식점,공주칼국수(테크노점),유성구,관평동,관평동 1171,36.4232481226136,127.393106686387
음식점,뜨락,유성구,관평동,관평동 1254,36.4230561334676,127.392818029986
음식점,자담치킨,유성구,관평동,관평동 1255,36.422992539389,127.392973819648
음식점,천년산더미,유성구,관평동,관평동 1256,36.4229275054729,127.393128932754
음식점,인근주민,유성구,관평동,관평동 1188,36.4228224806798,127.393387099307
음식점,5.5 닭갈비 관평점,유성구,관평동,관평동 1187,36.4229869114705,127.393806749492
음식점,오늘황태와국수까페,유성구,관평동,관평동 1189,36.4227649558984,127.393533106065
음식점,설악숯불갈비,유성구,관평동,관평동 1186,36.4229255973066,127.39395396368
음식점,마중,유성구,관평동,관평동 1190,36.4227064477636,127.393676654495
음식점,연탄불고기,유성구,관평동,관평동 1191,36.4226479398248,127.393820091203
음식점,오늘은불고기,유성구,관평동,관평동 1185,36.4228713693326,127.39408381836
음식점,부부돌구이,유성구,관평동,관평동 1184,36.4228208646414,127.394204994144
음식점,발리에서,유성구,관평동,관평동 1192,36.4225887118992,127.39396318954
음식점,숯불갈비전문점 1183,유성구,관평동,관평동 1183,36.422770087642,127.394326725928
음식점,춘향골추어탕,유성구,관평동,관평동 1182,36.4227068087316,127.394468354022
음식점,조가네갑오징어 대전관평점,유성구,관평동,관평동 1225,36.4223744722603,127.394437235392
음식점,롤링핀(관평점),유성구,관평동,관평동 931,36.4253046219011,127.390208526324
음식점,투썸플레이스 대덕테크노밸리점,유성구,관평동,관평동 933,36.4248538311998,127.389913891899
음식점,참치명가(관평점),유성구,관평동,관평동 934,36.4246726307524,127.389823889754
음식점,봄봄 관평점,유성구,관평동,관평동 934,36.4246726307524,127.389823889754
음식점,현대옥 대전테크노밸리점,유성구,관평동,관평동 934,36.4246726307524,127.389823889754
음식점,동대문엽기떡볶이 테크노밸리점,유성구,관평동,관평동 934,36.4246726307524,127.389823889754
음식점,진양곱창,유성구,관평동,관평동 934,36.4246726307524,127.389823889754
음식점,엘가커피,유성구,관평동,관평동 921,36.4242879294056,127.389573747654
음식점,북문로떡볶이,유성구,관평동,관평동 921,36.4242879294056,127.389573747654
음식점,아이엠일리터 관평점,유성구,관평동,관평동 921,36.4242879294056,127.389573747654
음식점,커피드립스,유성구,관평동,관평동 922,36.4241166254795,127.389433394435
음식점,슬로우 브레드 (관평점),유성구,관평동,관평동 922,36.4241166254795,127.389433394435
음식점,마녀 떡볶이,유성구,관평동,관평동 922,36.4241166254795,127.389433394435
음식점,치앤강,유성구,관평동,관평동 923,36.4239699575469,127.389337768235
음식점,드밍,유성구,관평동,관평동 923,36.4239699575469,127.389337768235
음식점,라라코스트(관평점),유성구,관평동,관평동 923,36.4239699575469,127.389337768235
음식점,두끼 대전관평점,유성구,관평동,관평동 923,36.4239699575469,127.389337768235
음식점,바울아저씨 관평점,유성구,관평동,관평동 924,36.4238232895319,127.389242142397
음식점,브레드앤밀 위드커피,유성구,관평동,관평동 924,36.4238232895319,127.389242142397
음식점,롤링라이스(관평점),유성구,관평동,관평동 925,36.4236230219663,127.389140451039
음식점,더릴리,유성구,관평동,관평동 925,36.4236230219663,127.389140451039
음식점,동화분식,유성구,관평동,관평동 907,36.4228407653748,127.388601314415
음식점,홍루이젠 관평점,유성구,관평동,관평동 907,36.4228407653748,127.388601314415
음식점,이삭테크노점,유성구,관평동,관평동 907,36.4228407653748,127.388601314415
음식점,만나튀김떡볶이,유성구,관평동,관평동 909,36.4224612788765,127.388353997923
음식점,파리바게뜨 대덕밸리점,유성구,관평동,관평동 911,36.4220672236513,127.388097244863
음식점,피엠푸드 테크노밸리점,유성구,관평동,관평동 911,36.4220672236513,127.388097244863
음식점,껍데기인생,유성구,관평동,관평동 953,36.4256423836345,127.391280721414
음식점,부용정소불고기,유성구,관평동,관평동 953,36.4256423836345,127.391280721414
음식점,맛찬들 왕소금구이,유성구,관평동,관평동 951,36.425538363952,127.391535893683
음식점,바이젠하우스 관평점,유성구,관평동,관평동 951,36.425538363952,127.391535893683
음식점,손쿡,유성구,관평동,관평동 950,36.4254888151858,127.391696108805
음식점,참치와 친구들,유성구,관평동,관평동 949,36.4254274564035,127.391857714014
음식점,베이커리카페별,유성구,관평동,관평동 1239,36.4220999548022,127.394635107941
음식점,대박횟집.대박수산,유성구,관평동,관평동 579,36.419486532854,127.380347937967
음식점,순카페,유성구,관평동,관평동 666,36.4195098553081,127.38451778774
음식점,선비꼬마김밥 관평점,유성구,관평동,관평동 668,36.4212223376349,127.385635590115
음식점,김밥도둑,유성구,관평동,관평동 669,36.4200754766059,127.387262769268
음식점,가마치통닭 관평점,유성구,관평동,관평동 669,36.4200754766059,127.387262769268
음식점,피자알볼로 대전테크노밸리점,유성구,관평동,관평동 669,36.4200754766059,127.387262769268
음식점,파리바게뜨 테크노운암,유성구,관평동,관평동 672,36.4193494654472,127.390124429871
음식점,삼촌네불고기,유성구,관평동,관평동 672,36.4193494654472,127.390124429871
음식점,피자스쿨 대전테크노밸리점,유성구,관평동,관평동 672,36.4193494654472,127.390124429871
음식점,배재대학교산업협력단구내식당,유성구,관평동,관평동 1337,36.4321319350317,127.38879572092
음식점,송강왕막국수관평점,유성구,관평동,관평동 1351,36.4301091674,127.38891198282
음식점,오박사전복해신탕,유성구,관평동,관평동 1351,36.4301091674,127.38891198282
음식점,드롭탑(관평점),유성구,관평동,관평동 1340,36.4304932538776,127.387939120981
음식점,원분식,유성구,관평동,관평동 1340,36.4304932538776,127.387939120981
음식점,킹스파  3층 매점,유성구,관평동,관평동 1340,36.4304932538776,127.387939120981
음식점,다로 활 우럭한마리,유성구,관평동,관평동 1355,36.4295039133993,127.38859002665
음식점,롱다리치킨,유성구,관평동,관평동 1355,36.4295039133993,127.38859002665
음식점,화산푸드,유성구,관평동,관평동 1355,36.4295039133993,127.38859002665
